Substance,EDGAR Country Code,Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
CO2,BHS,Bahamas,1.44114103,1.463679726,1.725470176,1.71793742,1.501457906,1.536842721,1.356527256,1.50625577,1.5274932,1.573762276,1.545943722,1.359683589,1.114940188,0.8213743438,0.8058256167,0.7140687012,0.7477320184,0.8833662149,0.9024625255,1.056958011,1.0861844,0.9814043131,0.8463926157,0.869967754,0.9643739494,1.115223267,1.244716303,1.255149159,1.442072016,1.295937265,0.9967839382,0.9920309094,1.086278299,0.8090833584,0.8735653332,0.8601271099,1.094971849,1.313326903,1.361287585,1.132328322,1.282929735,0.8540585111,1.01691645,1.091001593,1.136191903,1.120223126,1.245349701,1.373617077,1.542561003,1.77189067,1.437416362,1.590065076,1.596758066,1.683711665
CO2,BIH,Bosnia and Herzegovina,11.53643815,11.57324964,11.36959372,12.38946492,13.41869376,13.6898475,13.54728333,14.27466335,14.95983238,15.45668096,14.89413193,16.49581242,17.08040949,18.08390222,18.84326492,19.84810747,20.78325501,19.20441688,19.54582909,19.88613387,24.5731294,21.99112136,16.22768405,13.61939878,3.299205965,3.513844666,4.398457569,8.722320626,11.04995303,10.89126082,14.28019955,14.09580789,14.82723354,15.18770104,16.03175851,16.84392488,18.68823587,19.72279985,21.64985118,21.65772,22.21522064,25.26556616,23.30838997,23.21075575,20.79196706,20.82520505,23.50166701,23.98712777,24.05963387,22.59348822,22.53087991,22.96484492,22.71267052,21.99674836
CO2,BLR,Belarus,60.08881766,60.18486215,64.29458139,70.26675364,76.06907592,81.71671738,85.27868764,88.19643746,91.82938652,95.03469242,98.56680178,100.4479017,101.3849126,101.9203764,101.4506088,101.4445542,101.8943975,102.4910464,100.9006519,97.42220102,105.5316019,101.6404636,91.83953913,79.29035366,67.59174959,60.4250407,61.35634674,61.8047496,60.30549914,58.15941189,56.25789614,54.98582722,55.18884032,55.82972161,59.18581298,60.01712663,62.46032903,61.05494049,64.76121996,61.62329748,66.11770251,62.96361902,64.26630854,64.42735171,63.96878584,59.16676946,59.06175316,60.22098613,63.5591287,61.37453037,58.16559914,58.63774658,56.8265934,54.17566063
CO2,BLZ,Belize,0.05932026152,0.05928191877,0.07203542098,0.07267517606,0.06484402333,0.0783395452,0.07110410796,0.07842705811,0.07844806511,0.07760100963,0.07673288311,0.07067835077,0.06181708402,0.06061159569,0.07201737629,0.07227943355,0.09346616121,0.08136763223,0.06391692513,0.0960549086,0.1256023439,0.1440378155,0.1201244331,0.1171384295,0.1136594008,0.1284797522,0.1066539342,0.1844161118,0.1874365668,0.1957915262,0.1383101384,0.1406346504,0.1404916002,0.1482048795,0.1359813271,0.1498092589,0.1736182189,0.1676205033,0.161764973,0.1958687895,0.2325149129,0.1490885805,0.1622036657,0.2045160301,0.2035227785,0.2460215237,0.2593957976,0.2833504158,0.246588389,0.2685155921,0.2190428323,0.2456282793,0.2617249858,0.2784505044
CO2,BMU,Bermuda,0.138787477,0.1386788236,0.1689545927,0.1704591548,0.1518525911,0.1838952014,0.1666993882,0.184079002,0.1841171933,0.1820921192,0.1800135907,0.153466741,0.1521078163,0.1575334691,0.1704713564,0.1663353098,0.1629640137,0.2482456526,0.2915495878,0.3625484107,0.2525041928,0.227915538,0.1801037865,0.2010272666,0.1991286567,0.200220526,0.2041497275,0.2095949724,0.2145801277,0.2173841994,0.1503454074,0.1485924662,0.1654799085,0.1709511089,0.1729026189,0.1859380217,0.2315812205,0.2770658424,0.278783055,0.2446449811,0.3089378604,0.1532944713,0.1776204906,0.1977977179,0.2718298102,0.2305009552,0.3114820286,0.2851794788,0.311987029,0.3583609817,0.3154702762,0.3310730168,0.3324386591,0.3505188602
CO2,BOL,Bolivia,3.022540056,3.770221192,4.495357744,4.18544747,3.984960644,4.532868918,5.12206957,4.920447281,5.607441181,4.989459726,4.976776639,5.296440535,5.519088454,5.683435297,5.193198891,5.114660901,4.765207196,4.948658973,5.35895269,6.170289287,6.581624573,6.897527838,7.429502534,8.88748846,9.592249195,8.671848821,8.383008549,10.16466373,10.17150247,8.87348778,8.20068946,7.931747431,8.462967105,9.013757956,9.445125232,9.929322421,10.77301137,11.98674616,12.83369133,13.64812187,14.77846035,16.07959547,17.02553673,18.08294411,19.44490504,19.93475553,21.34263708,21.75947793,21.93956769,21.97847183,18.54453965,21.81074716,22.73736949,23.80693239
CO2,BRA,Brazil,106.9321509,106.5753433,116.2030715,135.1540973,145.9413933,156.425227,171.8647437,179.5367706,194.2063425,207.3871166,207.1238262,191.2792755,189.3223967,181.6293215,184.7580546,198.0524944,216.9333853,222.9326581,227.7709716,230.9711848,226.8945082,235.2697389,238.7014786,249.3408405,258.7584419,279.9611129,300.6037438,319.2460821,328.5460569,335.8970319,349.3971524,351.3127846,351.4099679,346.4594829,365.2382288,369.1830302,373.6392134,393.0475733,412.7002787,385.4612758,439.7693984,463.5013026,497.7230581,523.2080062,546.1497539,517.5896408,482.4292999,494.498593,470.7685944,468.1261649,447.4235472,505.9914872,478.9142661,479.5042293
CO2,BRB,Barbados,0.2549394126,0.2547480759,0.3083613542,0.3049101709,0.2721140615,0.3279426191,0.3065375368,0.3352402567,0.3449615116,0.345543421,0.3450015212,0.3425740557,0.3270346968,0.3422400679,0.410088827,0.4990142992,0.5393693235,0.5101131944,0.5231071888,0.595904265,0.6156171713,0.5871441632,0.5706103576,0.5430292513,0.5287031134,0.54126601,0.52927267,0.6286659961,0.69165754,0.7243071934,0.5885470623,0.5655938821,0.6067169839,0.6382104056,0.631843548,0.6465337337,0.6988623285,0.6716811034,0.7919706347,0.7985874014,0.8203448965,0.6792570489,0.6434642944,0.7308295007,0.6678580062,0.7202830393,0.7736018993,0.6824143767,0.7391222363,0.8341989862,0.6715600478,0.7572043506,0.7598419647,0.7962129445
CO2,BRN,Brunei,2.02434964,1.871014292,2.202737202,2.674687608,2.775873064,2.861245296,3.307069328,3.385361658,3.490047137,3.163565342,3.95409486,3.321701399,3.699119069,4.030908666,3.90388299,3.848688903,3.623641882,3.72725954,4.058094284,3.994619392,4.299984904,4.909512669,5.36132421,5.410811509,5.493793835,5.813618542,6.107377706,6.501023937,5.742975416,6.008185089,6.074632104,5.861557267,5.557861264,6.452635964,6.268808657,6.008864356,8.615294084,8.184232969,8.907643184,8.020787664,7.379347222,7.861050462,7.62225783,7.788961453,8.106560706,7.365137568,7.899241425,7.871414091,8.030139323,7.603310421,9.903697728,9.746240966,9.448486365,9.716060497
CO2,BTN,Bhutan,0.03512965604,0.03713527116,0.04032584023,0.04236415813,0.0431815205,0.04276847135,0.04462577403,0.04708976827,0.0497056023,0.05131768566,0.05181417704,0.07817465655,0.07777634624,0.07895134538,0.07752210611,0.08250013299,0.08311384848,0.1288109585,0.1337423429,0.1355184895,0.1812304011,0.1884438472,0.1866287982,0.1997300183,0.2587190038,0.3221153734,0.3594775665,0.3799733734,0.3978468745,0.4026673379,0.4072418064,0.434716328,0.4710337416,0.4800517008,0.4810213283,0.5184754058,0.5445000394,0.5587243634,0.5631357755,0.7880546384,0.8958375841,1.100071839,1.048179469,1.099608278,1.122333419,1.304683999,1.419258611,1.544410091,1.794914878,1.964060792,1.736926887,1.870268974,1.926685585,1.986674423
CO2,BWA,Botswana,0.1534208746,0.1535240158,0.1970114354,0.2623044562,0.4531787207,0.5606061191,0.8178536368,0.9334805757,1.054547504,1.200620195,1.267809597,1.38570878,1.445896366,1.416804388,1.411810084,1.511185166,1.73805997,1.803614097,2.164139636,2.385213351,2.822639742,2.791845368,3.397227004,3.350617235,3.212448691,3.341548073,3.012004249,3.215562074,3.827165786,4.032873519,4.099235911,3.955339186,4.174873386,4.134958619,4.053016723,4.390298381,4.148144042,4.422408631,4.508886906,4.122657108,3.373978701,4.004514532,3.512341545,5.512198222,7.136718803,7.087680176,6.750652976,7.443115061,8.205733731,7.337079404,6.088470578,6.596403565,7.282656751,7.424698218
CO2,CAF,Central African Republic,0.07560930378,0.0756384924,0.07538496866,0.07790267655,0.08386395317,0.08695860829,0.09014399282,0.0931873165,0.09472105452,0.1087731568,0.1069606053,0.1318583141,0.1319282025,0.1540585073,0.1395400725,0.1392456219,0.1740531564,0.2233507103,0.2055458361,0.1899940757,0.1589327004,0.209349687,0.1691235442,0.1840506841,0.1930234724,0.1982984381,0.2158114174,0.2159436002,0.2200383758,0.2264669024,0.258467822,0.2715395502,0.2776304535,0.2622419746,0.2561617298,0.2528708441,0.2703513385,0.2676808529,0.2013536078,0.1960554565,0.2008078884,0.2193865359,0.2240107748,0.1506503442,0.1620784672,0.2314695308,0.2491612211,0.2593322719,0.2692384862,0.2914882046,0.3031469053,0.3084220377,0.3528130964,0.3683775934
CO2,CAN,Canada,358.1271957,365.7851068,383.0355329,401.9820757,410.0578601,400.2143053,413.3629276,427.8717711,431.0299006,445.1962168,450.4306697,431.7735242,413.7740146,407.4238776,426.7783738,426.6500088,416.5803928,429.3181558,460.3398032,475.4706603,440.4752774,434.5215948,447.2819847,446.6273023,463.853073,475.914706,489.835045,505.607146,513.8018522,523.3952523,543.0447775,534.3097077,554.0309324,573.6839082,559.7292585,581.0957415,573.5410635,594.0202191,574.5625101,541.8041778,561.6032639,575.8914619,567.2704546,575.2453083,580.4827607,577.1295818,575.8710664,593.0442431,613.6582244,607.2495706,546.6751259,561.6258633,575.3213118,575.0119627
CO2,CHE,Switzerland and Liechtenstein,41.45334559,43.40927778,44.10760632,47.73558737,43.04450493,40.6341587,42.31996995,42.74288655,43.94899502,42.62978414,43.3936268,41.01521925,38.79752362,42.89262094,42.38055511,45.57699049,45.4827325,43.89117809,43.84619295,43.65665917,44.80945309,47.12462133,47.0831204,44.76963101,43.83666501,44.62279645,45.17255328,43.88494329,45.34298644,45.60713499,44.79988612,46.22350542,44.59791707,45.88770634,46.42937262,47.06177232,46.62883215,44.64755968,46.01787691,44.65392347,46.335021,42.29862422,43.6090197,44.61683572,40.90973844,40.23298194,40.78967569,39.80687649,38.50131963,38.37915589,35.88678208,37.57924275,34.41331482,34.22171286
CO2,CHL,Chile,28.38975374,30.83587269,32.17749664,32.09389214,30.2626874,27.46678478,28.09816975,26.19425305,26.89772739,28.52842797,28.38212891,25.89530027,21.89265429,22.39587866,23.62901255,22.83297858,23.10583336,23.34115158,28.27957506,33.97253161,33.21753456,31.78893141,32.87133239,34.90292725,38.1352489,41.78529114,47.88793473,54.35256168,54.85651327,57.39024107,53.85164556,51.65730307,52.19220378,54.11940857,58.4937585,59.13612103,60.35312429,67.74488485,71.31687428,68.21809335,72.315426,79.06761,81.34037753,85.40203038,78.69543172,84.34874752,88.83189985,89.71719737,89.78479142,95.21515586,87.47819544,89.07429145,88.84503381,83.99923167
CO2,CHN,China,909.9762417,913.4193571,973.9098745,1013.66137,1031.209355,1182.598584,1230.625731,1383.52221,1559.421164,1597.352797,1563.21618,1549.103375,1619.324515,1704.076593,1858.547907,1878.475241,1994.733636,2133.278226,2293.58259,2372.094593,2414.279799,2550.199291,2669.780936,2890.20114,3046.951727,3365.81469,3340.302239,3437.362419,3522.102922,3447.880086,3666.951049,3844.835669,4150.577954,4790.864418,5520.736893,6264.745297,6951.946758,7555.487992,7783.426401,8349.805116,9134.072391,9984.472456,10297.90498,10792.13842,10916.92276,10776.91273,10805.05146,11037.12707,11572.41638,11850.59288,12022.43296,12621.61475,12526.82628,13259.63895
CO2,CIV,Côte d’Ivoire,2.615793703,2.667636658,2.964846584,3.049881625,3.133220276,3.402904548,3.888649668,3.857025725,4.463101377,4.162925484,3.960129063,3.624639041,3.445519974,4.055516664,3.614571503,3.312410029,3.459081629,3.375541446,3.413225349,3.279138315,2.972071594,3.064801621,3.052035907,3.238264203,3.384454446,3.702821958,4.631987821,5.638920646,5.464605766,7.297056772,6.967123587,6.986894012,7.387323319,5.814333508,5.995655884,6.395466607,6.278608751,6.234845824,6.918449728,6.411240082,7.314830306,7.078360135,9.020131273,9.80098661,10.45907361,11.26501373,11.40345411,12.32980333,12.34289052,13.19028696,13.08058152,14.51340757,14.76333479,14.41245478
