Substance,EDGAR Country Code,Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
CO2,ATG,Antigua and Barbuda,"102,354,422","102,269,879","124,568,485","125,665,161","111,942,456","135,544,059","122,868,761","135,673,447","135,702,881","134,210,808","132,678,376","116,280,524","14,760,802","85,335,102","104,298,569","104,658,108","110,669,089","146,240,204","157,872,775","161,824,332","16,366,236","164,374,436","16,552,303","161,339,768","175,735,358","183,885,535","182,419,288","192,982,491","197,585,584","200,179,033","135,385,225","132,343,525","149,714,197","163,282,059","165,911,911","172,036,425","195,833,393","214,320,684","23,072,882","266,240,827","278,491,334","212,179,125","226,077,589","259,329,602","279,538,524","290,809,023","314,718,484","276,980,493","294,943,085","340,322,647","27,590,049","305,208,142","306,454,758","323,105,618"
CO2,AUS,Australia,"160,376,939","1,621,077,229","1,679,569,496","1,773,184,756","1,868,463,146","1,935,950,414","1,963,840,386","2,096,638,004","2,059,885,888","2,118,454,117","2,220,146,875","2,229,747,375","229,262,384","2,177,333,539","2,235,190,045","2,379,354,424","2,383,952,806","2,495,845,186","2,583,833,076","2,741,612,032","2,777,122,816","2,797,336,264","2,831,129,244","2,870,239,277","2,923,755,586","3,026,922,719","3,126,712,518","3,223,709,458","3,421,087,366","3,481,126,583","3,538,696,869","3,604,081,498","3,686,209,057","3,681,149,658","3,819,420,118","3,840,856,836","3,901,512,578","4,006,652,897","404,285,121","4,102,594,192","4,152,731,165","4,128,095,962","413,319,276","4,056,523,135","3,962,575,236","4,005,424,269","4,085,060,579","4,108,370,885","4,092,066,671","4,078,603,828","3,925,190,523","3,846,772,393","374,878,511","3,736,164,239"
CO2,AUT,Austria,"5,296,721,273","5,563,325,031","578,461,379","6,115,604,838","5,866,761,229","5,634,271,259","6,167,891,549","5,896,580,494","6,086,848,509","6,330,834,978","6,145,292,233","5,799,183,826","5,583,641,732","5,585,222,396","5,765,948,979","5,913,142,615","5,792,302,836","5,850,750,055","5,711,059,076","5,711,390,049","6,155,928,585","6,550,043,105","6,050,950,778","6,056,476,185","6,109,132,285","6,405,313,932","6,797,235,869","6,753,029,229","680,915,461","6,622,539,263","66,690,721","7,137,599,689","7,321,597,297","7,816,556,633","796,051,103","8,040,999,827","7,826,796,623","7,543,818,094","7,523,685,403","6,805,632,505","7,379,578,048","7,219,468,653","690,271,326","6,961,267,982","659,290,433","6,736,913,049","6,778,251,771","7,010,633,473","6,718,684,315","6,853,324,515","6,259,975,826","6,617,532,652","6,122,371,312","5,881,513,302"
CO2,AZE,Azerbaijan,"2,422,665,851","2,424,945,472","2,587,103,855","2,804,671,901","3,022,881,302","327,150,656","3,374,142,794","3,496,790,355","3,696,608,742","3,838,408,659","40,424,169","4,163,826,962","4,241,704,705","4,327,449,046","4,405,782,832","4,478,959,255","4,566,522,099","4,663,799,986","465,325,237","4,666,658,582","5,612,432,141","548,340,585","4,490,130,282","3,938,485,712","3,451,198,093","3,387,986,315","2,840,179,858","2,742,024,981","2,737,685,505","2,739,260,375","2,879,440,117","2,771,697,659","2,748,627,547","297,752,966","2,950,089,779","3,121,917,083","3,193,930,546","2,892,078,521","3,223,057,404","279,822,228","2,663,581,579","2,946,869,723","3,228,056,373","3,321,128,433","3,472,413,545","3,452,235,066","3,441,485,295","3,422,971,861","347,618,745","3,698,133,803","3,540,402,622","3,743,458,962","3,942,684,169","4,276,620,028"
CO2,BDI,Burundi,"58,273,641","58,372,192","58,181,209","59,984,203","64,162,764","66,429,179","68,691,558","71,001,779","72,206,575","82,182,355","81,096,725","88,297,152","73,652,237","89,723,726","106,332,093","106,299,149","111,537,776","16,207,972","2,295,864","243,756,514","200,389,002","282,881,053","22,278,046","247,937,549","256,780,192","252,761,397","271,650,375","271,663,539","28,678,232","295,331,991","294,737,517","234,362,253","221,430,232","183,441,588","218,476,568","183,907,277","232,330,646","371,879,055","221,407,989","222,782,307","321,186,343","418,894,177","404,086,513","456,940,057","406,456,075","431,797,593","481,969,649","536,176,699","720,891,848","794,169,292","882,129,637","887,362,176","839,609,894","844,333,219"
CO2,BEL,Belgium,"1,392,567,317","1,291,388,995","1,407,475,856","1,461,457,639","1,449,776,825","1,276,902,673","1,373,341,983","1,347,521,565","1,391,764,848","1,484,196,727","1,377,778,999","125,869,239","1,181,268,212","108,440,302","1,112,359,283","1,088,066,043","1,093,707,814","1,094,755,481","1,117,281,145","1,128,030,134","1,158,085,778","119,731,225","1,176,272,944","1,156,966,759","1,221,111,771","1,224,165,065","1,274,090,887","1,244,184,765","1,274,042,401","1,230,366,827","1,249,696,408","125,934,014","118,493,431","123,371,641","1,219,810,692","119,144,745","1,161,912,618","1,130,234,232","1,143,816,935","1,074,038,283","1,149,770,494","1,045,725,378","1,030,863,321","1,044,224,972","9,772,446,043","1,023,790,918","1,012,609,617","9,970,038,751","1,000,981,177","9,988,248,411","9,226,702,012","9,625,100,609","8,973,926,464","8,430,606,458"
CO2,BEN,Benin,"31,137,241","361,677,079","461,602,366","47,646,418","489,011,912","548,634,653","365,944,702","42,714,464","454,084,145","509,510,616","535,370,357","445,037,075","516,595,085","509,696,846","523,574,257","616,659,868","552,811,262","502,119,473","454,550,586","400,772,717","397,057,106","348,945,221","379,293,536","384,113,799","390,338,676","39,667,842","1,074,254,538","1,363,804,566","1,314,386,061","1,440,316,701","1,544,937,583","1,856,447,686","2,142,009,505","2,399,165,346","2,557,705,839","2,800,856,002","3,858,108,073","439,684,862","4,364,069,632","4,682,008,781","5,079,215,026","4,958,798,054","4,723,056,044","4,969,130,447","5,458,215,505","5,808,702,834","7,145,520,407","7,241,508,566","8,246,232,777","8,027,902,897","8,574,731,208","6,457,829,066","661,897,968","6,437,895,655"
CO2,BFA,Burkina Faso,"226,299,263","226,555,882","225,684,954","233,188,562","251,027,003","260,668,777","270,064,031","279,336,025","284,029,849","326,225,335","320,643,008","307,758,898","287,074,939","313,427,636","303,502,706","293,602,482","357,451,919","507,537,178","497,980,003","412,566,902","326,279,599","459,179,683","392,956,039","412,189,142","449,111,385","461,298,014","511,276,937","817,083,845","771,160,334","797,473,232","878,763,747","1,013,591,873","1,075,993,938","119,557,692","1,067,157,407","1,137,876,463","1,158,722,693","1,629,360,019","1,906,404,523","1,845,366,007","1,969,453,109","2,234,415,044","2,612,927,158","307,622,519","2,759,309,049","3,904,619,951","3,897,365,031","445,857,542","4,970,310,468","5,518,253,341","5,519,527,376","5,932,194,502","6,143,882,265","5,999,250,483"
CO2,BGD,Bangladesh,"3,338,416,468","3,345,172,628","3,469,355,288","4,098,257,342","4,315,274,817","5,172,862,256","5,550,514,988","5,776,929,758","6,196,757,496","6,908,386,318","7,717,407,066","7,796,507,064","8,424,679,884","9,061,472,527","8,771,250,847","9,795,641,329","1,078,249,674","1,188,912,285","1,274,036,279","1,407,817,174","1,476,561,225","1,406,779,422","1,573,150,982","1,695,128,229","1,799,933,331","2,177,703,304","2,208,424,067","2,395,567,911","2,447,789,473","2,612,859,553","2,697,384,453","3,262,930,639","3,434,017,038","3,598,284,809","3,790,267,336","4,037,474,356","4,348,223,433","4,620,702,286","5,131,688,579","5,511,514,849","6,075,515,834","6,529,145,409","6,985,748,817","7,206,287,344","7,663,688,403","8,543,058,211","9,397,635,849","1,010,248,537","105,484,995","1,080,750,612","1,024,574,715","11,668,125","1,240,779,079","1,247,933,633"
CO2,BGR,Bulgaria,"6,906,294,448","6,900,051,839","7,131,225,276","7,229,266,432","7,316,042,998","7,826,697,412","7,914,234,103","8,214,885,503","8,820,779,036","9,148,491,799","9,460,597,022","907,195,299","9,259,199,466","9,165,135,816","9,011,226,434","9,227,851,727","9,337,615,166","9,371,496,871","9,285,761,784","9,170,152,081","800,521,788","6,491,880,245","620,219,756","6,283,431,817","6,002,249,146","613,665,126","6,166,027,158","5,932,844,971","5,685,478,829","5,011,857,369","4,817,475,517","5,042,220,915","4,759,452,488","5,346,018,826","514,608,682","52,488,064","5,403,327,436","57,636,896","5,456,077,118","4,653,424,853","4,950,765,645","5,478,256,437","4,991,505,073","4,445,094,818","4,731,484,793","4,985,420,893","4,712,241,811","4,927,952,294","4,623,311,248","4,457,308,459","3,949,088,267","4,578,548,242","5,006,813,094","3,979,256,593"
CO2,BHR,Bahrain,"2,978,116,413","299,684,836","3,585,204,946","4,523,427,742","5,331,117,251","5,501,074,356","5,968,610,635","658,937,988","6,973,984,418","7,441,169,553","754,299,908","8,075,793,578","8,508,182,951","8,834,742,787","9,044,755,066","96,478,909","109,691,537","1,072,129,574","1,131,499,154","1,142,045,227","1,199,693,725","115,692,434","1,361,528,015","1,472,774,675","1,499,959,808","1,524,318,926","157,942,455","1,625,963,671","1,723,447,311","1,732,587,905","1,777,145,182","1,840,253,955","1,922,692,236","1,989,605,788","1,992,063,645","2,337,016,265","2,544,895,226","2,585,191,373","2,766,894,597","2,765,557,346","2,883,526,298","2,900,352,742","3,021,634,438","321,308,364","3,330,217,834","3,347,552,518","3,346,178,679","3,375,592,213","3,382,400,808","3,684,731,099","3,684,452,497","3,727,558,717","3,628,908,617","3,742,557,341"
CO2,BHS,Bahamas,"144,114,103","1,463,679,726","1,725,470,176","171,793,742","1,501,457,906","1,536,842,721","1,356,527,256","150,625,577","15,274,932","1,573,762,276","1,545,943,722","1,359,683,589","1,114,940,188","821,374,344","805,825,617","714,068,701","747,732,018","883,366,215","902,462,526","1,056,958,011","10,861,844","981,404,313","846,392,616","869,967,754","964,373,949","1,115,223,267","1,244,716,303","1,255,149,159","1,442,072,016","1,295,937,265","996,783,938","992,030,909","1,086,278,299","809,083,358","873,565,333","86,012,711","1,094,971,849","1,313,326,903","1,361,287,585","1,132,328,322","1,282,929,735","854,058,511","101,691,645","1,091,001,593","1,136,191,903","1,120,223,126","1,245,349,701","1,373,617,077","1,542,561,003","177,189,067","1,437,416,362","1,590,065,076","1,596,758,066","1,683,711,665"
CO2,BIH,Bosnia and Herzegovina,"1,153,643,815","1,157,324,964","1,136,959,372","1,238,946,492","1,341,869,376","136,898,475","1,354,728,333","1,427,466,335","1,495,983,238","1,545,668,096","1,489,413,193","1,649,581,242","1,708,040,949","1,808,390,222","1,884,326,492","1,984,810,747","2,078,325,501","1,920,441,688","1,954,582,909","1,988,613,387","245,731,294","2,199,112,136","1,622,768,405","1,361,939,878","3,299,205,965","3,513,844,666","4,398,457,569","8,722,320,626","1,104,995,303","1,089,126,082","1,428,019,955","1,409,580,789","1,482,723,354","1,518,770,104","1,603,175,851","1,684,392,488","1,868,823,587","1,972,279,985","2,164,985,118","2,165,772","2,221,522,064","2,526,556,616","2,330,838,997","2,321,075,575","2,079,196,706","2,082,520,505","2,350,166,701","2,398,712,777","2,405,963,387","2,259,348,822","2,253,087,991","2,296,484,492","2,271,267,052","2,199,674,836"
CO2,BLR,Belarus,"6,008,881,766","6,018,486,215","6,429,458,139","7,026,675,364","7,606,907,592","8,171,671,738","8,527,868,764","8,819,643,746","9,182,938,652","9,503,469,242","9,856,680,178","1,004,479,017","1,013,849,126","1,019,203,764","1,014,506,088","1,014,445,542","1,018,943,975","1,024,910,464","1,009,006,519","9,742,220,102","1,055,316,019","1,016,404,636","9,183,953,913","7,929,035,366","6,759,174,959","604,250,407","6,135,634,674","618,047,496","6,030,549,914","5,815,941,189","5,625,789,614","5,498,582,722","5,518,884,032","5,582,972,161","5,918,581,298","6,001,712,663","6,246,032,903","6,105,494,049","6,476,121,996","6,162,329,748","6,611,770,251","6,296,361,902","6,426,630,854","6,442,735,171","6,396,878,584","5,916,676,946","5,906,175,316","6,022,098,613","635,591,287","6,137,453,037","5,816,559,914","5,863,774,658","568,265,934","5,417,566,063"
CO2,BLZ,Belize,"59,320,262","59,281,919","72,035,421","72,675,176","64,844,023","78,339,545","71,104,108","78,427,058","78,448,065","7,760,101","76,732,883","70,678,351","61,817,084","60,611,596","72,017,376","72,279,434","93,466,161","81,367,632","63,916,925","96,054,909","125,602,344","144,037,816","120,124,433","117,138,429","113,659,401","128,479,752","106,653,934","184,416,112","187,436,567","195,791,526","138,310,138","14,063,465","1,404,916","148,204,879","135,981,327","149,809,259","173,618,219","167,620,503","161,764,973","19,586,879","232,514,913","149,088,581","162,203,666","20,451,603","203,522,779","246,021,524","259,395,798","283,350,416","246,588,389","268,515,592","219,042,832","245,628,279","261,724,986","278,450,504"
CO2,BMU,Bermuda,"138,787,477","138,678,824","168,954,593","170,459,155","151,852,591","183,895,201","166,699,388","184,079,002","184,117,193","182,092,119","180,013,591","153,466,741","152,107,816","157,533,469","170,471,356","16,633,531","162,964,014","248,245,653","291,549,588","362,548,411","252,504,193","227,915,538","180,103,787","201,027,267","199,128,657","200,220,526","204,149,727","209,594,972","214,580,128","217,384,199","150,345,407","148,592,466","165,479,909","170,951,109","172,902,619","185,938,022","231,581,221","277,065,842","278,783,055","244,644,981","30,893,786","153,294,471","177,620,491","197,797,718","27,182,981","230,500,955","311,482,029","285,179,479","311,987,029","358,360,982","315,470,276","331,073,017","332,438,659","35,051,886"
CO2,BOL,Bolivia,"3,022,540,056","3,770,221,192","4,495,357,744","418,544,747","3,984,960,644","4,532,868,918","512,206,957","4,920,447,281","5,607,441,181","4,989,459,726","4,976,776,639","5,296,440,535","5,519,088,454","5,683,435,297","5,193,198,891","5,114,660,901","4,765,207,196","4,948,658,973","535,895,269","6,170,289,287","6,581,624,573","6,897,527,838","7,429,502,534","888,748,846","9,592,249,195","8,671,848,821","8,383,008,549","1,016,466,373","1,017,150,247","887,348,778","820,068,946","7,931,747,431","8,462,967,105","9,013,757,956","9,445,125,232","9,929,322,421","1,077,301,137","1,198,674,616","1,283,369,133","1,364,812,187","1,477,846,035","1,607,959,547","1,702,553,673","1,808,294,411","1,944,490,504","1,993,475,553","2,134,263,708","2,175,947,793","2,193,956,769","2,197,847,183","1,854,453,965","2,181,074,716","2,273,736,949","2,380,693,239"
CO2,BRA,Brazil,"1,069,321,509","1,065,753,433","1,162,030,715","1,351,540,973","1,459,413,933","156,425,227","1,718,647,437","1,795,367,706","1,942,063,425","2,073,871,166","2,071,238,262","1,912,792,755","1,893,223,967","1,816,293,215","1,847,580,546","1,980,524,944","2,169,333,853","2,229,326,581","2,277,709,716","2,309,711,848","2,268,945,082","2,352,697,389","2,387,014,786","2,493,408,405","2,587,584,419","2,799,611,129","3,006,037,438","3,192,460,821","3,285,460,569","3,358,970,319","3,493,971,524","3,513,127,846","3,514,099,679","3,464,594,829","3,652,382,288","3,691,830,302","3,736,392,134","3,930,475,733","4,127,002,787","3,854,612,758","4,397,693,984","4,635,013,026","4,977,230,581","5,232,080,062","5,461,497,539","5,175,896,408","4,824,292,999","494,498,593","4,707,685,944","4,681,261,649","4,474,235,472","5,059,914,872","4,789,142,661","4,795,042,293"
CO2,BRB,Barbados,"254,939,413","254,748,076","308,361,354","304,910,171","272,114,062","327,942,619","306,537,537","335,240,257","344,961,512","345,543,421","345,001,521","342,574,056","327,034,697","342,240,068","410,088,827","499,014,299","539,369,324","510,113,194","523,107,189","595,904,265","615,617,171","587,144,163","570,610,358","543,029,251","528,703,113","54,126,601","52,927,267","628,665,996","69,165,754","724,307,193","588,547,062","565,593,882","606,716,984","638,210,406","631,843,548","646,533,734","698,862,329","671,681,103","791,970,635","798,587,401","820,344,897","679,257,049","643,464,294","730,829,501","667,858,006","720,283,039","773,601,899","682,414,377","739,122,236","834,198,986","671,560,048","757,204,351","759,841,965","796,212,945"
CO2,BRN,Brunei,"202,434,964","1,871,014,292","2,202,737,202","2,674,687,608","2,775,873,064","2,861,245,296","3,307,069,328","3,385,361,658","3,490,047,137","3,163,565,342","395,409,486","3,321,701,399","3,699,119,069","4,030,908,666","390,388,299","3,848,688,903","3,623,641,882","372,725,954","4,058,094,284","3,994,619,392","4,299,984,904","4,909,512,669","536,132,421","5,410,811,509","5,493,793,835","5,813,618,542","6,107,377,706","6,501,023,937","5,742,975,416","6,008,185,089","6,074,632,104","5,861,557,267","5,557,861,264","6,452,635,964","6,268,808,657","6,008,864,356","8,615,294,084","8,184,232,969","8,907,643,184","8,020,787,664","7,379,347,222","7,861,050,462","762,225,783","7,788,961,453","8,106,560,706","7,365,137,568","7,899,241,425","7,871,414,091","8,030,139,323","7,603,310,421","9,903,697,728","9,746,240,966","9,448,486,365","9,716,060,497"
CO2,BTN,Bhutan,"35,129,656","37,135,271","4,032,584","42,364,158","43,181,521","42,768,471","44,625,774","47,089,768","49,705,602","51,317,686","51,814,177","78,174,657","77,776,346","78,951,345","77,522,106","82,500,133","83,113,848","128,810,959","133,742,343","135,518,489","181,230,401","188,443,847","186,628,798","199,730,018","258,719,004","322,115,373","359,477,567","379,973,373","397,846,875","402,667,338","407,241,806","434,716,328","471,033,742","480,051,701","481,021,328","518,475,406","544,500,039","558,724,363","563,135,775","788,054,638","895,837,584","1,100,071,839","1,048,179,469","1,099,608,278","1,122,333,419","1,304,683,999","1,419,258,611","1,544,410,091","1,794,914,878","1,964,060,792","1,736,926,887","1,870,268,974","1,926,685,585","1,986,674,423"
CO2,BWA,Botswana,"153,420,875","153,524,016","197,011,435","262,304,456","453,178,721","560,606,119","817,853,637","933,480,576","1,054,547,504","1,200,620,195","1,267,809,597","138,570,878","1,445,896,366","1,416,804,388","1,411,810,084","1,511,185,166","173,805,997","1,803,614,097","2,164,139,636","2,385,213,351","2,822,639,742","2,791,845,368","3,397,227,004","3,350,617,235","3,212,448,691","3,341,548,073","3,012,004,249","3,215,562,074","3,827,165,786","4,032,873,519","4,099,235,911","3,955,339,186","4,174,873,386","4,134,958,619","4,053,016,723","4,390,298,381","4,148,144,042","4,422,408,631","4,508,886,906","4,122,657,108","3,373,978,701","4,004,514,532","3,512,341,545","5,512,198,222","7,136,718,803","7,087,680,176","6,750,652,976","7,443,115,061","8,205,733,731","7,337,079,404","6,088,470,578","6,596,403,565","7,282,656,751","7,424,698,218"
CO2,CAF,Central African Republic,"75,609,304","75,638,492","75,384,969","77,902,677","83,863,953","86,958,608","90,143,993","93,187,316","94,721,055","108,773,157","106,960,605","131,858,314","131,928,203","154,058,507","139,540,073","139,245,622","174,053,156","22,335,071","205,545,836","189,994,076","1,589,327","209,349,687","169,123,544","184,050,684","193,023,472","198,298,438","215,811,417","2,159,436","220,038,376","226,466,902","258,467,822","27,153,955","277,630,453","262,241,975","25,616,173","252,870,844","270,351,339","267,680,853","201,353,608","196,055,456","200,807,888","219,386,536","224,010,775","150,650,344","162,078,467","231,469,531","249,161,221","259,332,272","269,238,486","291,488,205","303,146,905","308,422,038","352,813,096","368,377,593"
