Substance,EDGAR Country Code,Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
CO2,CAN,Canada,"3,581,271,957","3,657,851,068","3,830,355,329","4,019,820,757","4,100,578,601","4,002,143,053","4,133,629,276","4,278,717,711","4,310,299,006","4,451,962,168","4,504,306,697","4,317,735,242","4,137,740,146","4,074,238,776","4,267,783,738","4,266,500,088","4,165,803,928","4,293,181,558","4,603,398,032","4,754,706,603","4,404,752,774","4,345,215,948","4,472,819,847","4,466,273,023","463,853,073","475,914,706","489,835,045","505,607,146","5,138,018,522","5,233,952,523","5,430,447,775","5,343,097,077","5,540,309,324","5,736,839,082","5,597,292,585","5,810,957,415","5,735,410,635","5,940,202,191","5,745,625,101","5,418,041,778","5,616,032,639","5,758,914,619","5,672,704,546","5,752,453,083","5,804,827,607","5,771,295,818","5,758,710,664","5,930,442,431","6,136,582,244","6,072,495,706","5,466,751,259","5,616,258,633","5,753,213,118","5,750,119,627"
CO2,CHE,Switzerland and Liechtenstein,"4,145,334,559","4,340,927,778","4,410,760,632","4,773,558,737","4,304,450,493","406,341,587","4,231,996,995","4,274,288,655","4,394,899,502","4,262,978,414","433,936,268","4,101,521,925","3,879,752,362","4,289,262,094","4,238,055,511","4,557,699,049","454,827,325","4,389,117,809","4,384,619,295","4,365,665,917","4,480,945,309","4,712,462,133","470,831,204","4,476,963,101","4,383,666,501","4,462,279,645","4,517,255,328","4,388,494,329","4,534,298,644","4,560,713,499","4,479,988,612","4,622,350,542","4,459,791,707","4,588,770,634","4,642,937,262","4,706,177,232","4,662,883,215","4,464,755,968","4,601,787,691","4,465,392,347","46,335,021","4,229,862,422","436,090,197","4,461,683,572","4,090,973,844","4,023,298,194","4,078,967,569","3,980,687,649","3,850,131,963","3,837,915,589","3,588,678,208","3,757,924,275","3,441,331,482","3,422,171,286"
CO2,CHL,Chile,"2,838,975,374","3,083,587,269","3,217,749,664","3,209,389,214","302,626,874","2,746,678,478","2,809,816,975","2,619,425,305","2,689,772,739","2,852,842,797","2,838,212,891","2,589,530,027","2,189,265,429","2,239,587,866","2,362,901,255","2,283,297,858","2,310,583,336","2,334,115,158","2,827,957,506","3,397,253,161","3,321,753,456","3,178,893,141","3,287,133,239","3,490,292,725","381,352,489","4,178,529,114","4,788,793,473","5,435,256,168","5,485,651,327","5,739,024,107","5,385,164,556","5,165,730,307","5,219,220,378","5,411,940,857","584,937,585","5,913,612,103","6,035,312,429","6,774,488,485","7,131,687,428","6,821,809,335","72,315,426","7,906,761","8,134,037,753","8,540,203,038","7,869,543,172","8,434,874,752","8,883,189,985","8,971,719,737","8,978,479,142","9,521,515,586","8,747,819,544","8,907,429,145","8,884,503,381","8,399,923,167"
CO2,CHN,China,"9,099,762,417","9,134,193,571","9,739,098,745","101,366,137","1,031,209,355","1,182,598,584","1,230,625,731","138,352,221","1,559,421,164","1,597,352,797","156,321,618","1,549,103,375","1,619,324,515","1,704,076,593","1,858,547,907","1,878,475,241","1,994,733,636","2,133,278,226","229,358,259","2,372,094,593","2,414,279,799","2,550,199,291","2,669,780,936","289,020,114","3,046,951,727","336,581,469","3,340,302,239","3,437,362,419","3,522,102,922","3,447,880,086","3,666,951,049","3,844,835,669","4,150,577,954","4,790,864,418","5,520,736,893","6,264,745,297","6,951,946,758","7,555,487,992","7,783,426,401","8,349,805,116","9,134,072,391","9,984,472,456","1,029,790,498","1,079,213,842","1,091,692,276","1,077,691,273","1,080,505,146","1,103,712,707","1,157,241,638","1,185,059,288","1,202,243,296","1,262,161,475","1,252,682,628","1,325,963,895"
CO2,CIV,Côte d’Ivoire,"2,615,793,703","2,667,636,658","2,964,846,584","3,049,881,625","3,133,220,276","3,402,904,548","3,888,649,668","3,857,025,725","4,463,101,377","4,162,925,484","3,960,129,063","3,624,639,041","3,445,519,974","4,055,516,664","3,614,571,503","3,312,410,029","3,459,081,629","3,375,541,446","3,413,225,349","3,279,138,315","2,972,071,594","3,064,801,621","3,052,035,907","3,238,264,203","3,384,454,446","3,702,821,958","4,631,987,821","5,638,920,646","5,464,605,766","7,297,056,772","6,967,123,587","6,986,894,012","7,387,323,319","5,814,333,508","5,995,655,884","6,395,466,607","6,278,608,751","6,234,845,824","6,918,449,728","6,411,240,082","7,314,830,306","7,078,360,135","9,020,131,273","980,098,661","1,045,907,361","1,126,501,373","1,140,345,411","1,232,980,333","1,234,289,052","1,319,028,696","1,308,058,152","1,451,340,757","1,476,333,479","1,441,245,478"
CO2,CMR,Cameroon,"871,089,927","927,354,873","9,673,096","1,010,031,703","984,697,874","1,248,318,661","1,162,083,095","1,623,642,354","1,758,800,777","1,910,417,635","2,036,287,715","2,174,595,657","2,305,491,004","4,656,101,445","4,866,637,743","4,777,318,422","5,785,057,433","5,259,666,487","3,313,794,162","47,609,207","4,754,072,869","4,530,615,193","4,354,506,193","4,758,437,325","5,146,629,456","5,155,624,552","5,285,854,905","5,321,094,911","5,539,051,802","5,333,593,658","5,725,732,306","5,699,573,831","5,617,109,047","5,733,514,004","5,634,367,424","5,468,851,224","5,573,680,936","6,733,767,167","7,066,087,878","7,711,269,321","7,824,167,449","7,425,121,983","7,506,666,458","8,174,130,079","8,864,486,224","91,789,532","9,696,096,565","9,847,932,274","1,051,302,664","1,023,742,842","1,038,048,217","1,023,128,009","1,082,649,102","1,075,563,149"
CO2,COD,Democratic Republic of the Congo,"2,926,446,569","2,956,675,308","3,041,257,198","3,059,926,556","3,214,599,309","3,159,559,223","3,100,470,136","3,209,751,926","3,232,395,363","3,575,856,282","3,539,178,201","3,784,636,321","3,043,814,252","3,979,307,848","3,887,112,285","3,631,596,483","3,399,950,892","3,734,632,293","3,876,854,503","368,496,246","3,369,236,496","1,894,451,588","1,628,104,595","1,569,838,322","2,482,802,051","2,315,091,841","2,559,536,783","2,566,622,085","255,537,004","2,361,253,415","1,876,321,383","1,823,951,397","1,913,611,641","2,318,177,031","2,214,124,976","2,482,129,279","2,550,922,165","2,817,973,123","2,891,445,501","2,809,267,292","2,944,381,348","336,780,367","3,015,202,385","4,193,613,904","5,385,998,957","3,490,859,279","2,689,883,706","3,129,221,135","3,102,673,032","3,354,527,156","3,458,225,604","3,510,292,037","3,891,988,706","3,799,541,205"
CO2,COG,Congo,"1,803,247,983","206,558,136","1,978,164,735","895,883,502","1,288,431,875","796,505,796","769,688,045","246,936,967","152,936,174","1,388,821,845","1,823,142,168","2,047,958,336","2,375,270,859","2,449,503,168","2,417,370,228","2,456,459,445","239,326,463","2,444,437,736","2,417,144,672","2,419,985,354","2,384,468,813","2,432,938,761","2,372,735,796","2,341,791,462","2,143,928,292","2,729,989,106","3,286,181,847","3,384,117,841","4,026,303,373","4,168,711,135","4,511,549,076","4,398,513,872","2,859,053,928","3,566,149,732","361,940,667","4,330,158,263","4,817,175,922","4,264,252,287","4,431,737,575","4,915,821,722","5,290,947,718","4,850,643,374","4,478,551,455","543,821,468","5,276,175,485","5,749,850,774","5,589,845,884","5,530,655,408","6,386,482,741","7,202,048,818","7,368,594,944","701,883,379","7,719,590,408","7,250,789,807"
CO2,COK,Cook Islands,"18,764,313","18,764,572","20,009,351","24,079,614","29,561,549","24,405,475","24,042,921","25,387,575","25,190,227","27,071,367","29,153,804","57,674,188","56,808,134","56,167,015","50,126,913","5,545,716","3,592,148","40,901,817","41,253,012","39,716,897","41,106,887","29,572,059","46,874,179","4,749,118","48,806,357","4,428,311","44,788,495","46,132,573","47,474,903","47,457,443","60,920,723","61,415,654","33,996,755","3,074,241","49,623,068","81,077,146","83,937,515","71,880,956","73,661,061","65,696,306","82,630,543","93,252,912","98,092,823","10,358,742","110,548,735","99,966,057","105,425,067","114,933,476","116,938,739","122,166,777","124,218,435","130,258,828","137,498,164","142,210,829"
CO2,COL,Colombia,"2,885,177,737","2,915,816,809","2,987,907,142","3,082,854,868","3,193,460,711","3,433,321","3,663,307,777","3,761,843,572","4,011,982,124","4,034,476,095","4,108,847,046","415,973,072","4,219,106,225","4,427,903,726","4,501,876,143","4,656,359,537","4,708,171,513","4,910,704,937","4,961,871,408","5,115,493,094","5,332,172,137","5,510,993,773","5,717,296,579","6,043,440,131","5,995,349,272","6,274,189,774","6,179,317,824","6,704,833,746","681,565,418","5,946,188,571","6,257,416,321","6,220,245,811","5,976,357,847","5,926,023,826","592,855,356","610,510,784","5,816,618,093","6,035,542,638","6,029,704,788","6,376,127,311","657,737,585","7,079,402,264","7,107,040,246","8,092,866,446","8,217,114,375","8,352,270,834","8,585,300,775","7,817,824,948","820,012,057","8,270,647,459","8,086,494,713","879,477,488","9,176,050,397","1,008,627,109"
CO2,COM,Comoros,"21,866,959","21,878,964","21,780,486","22,535,114","2,430,562","25,247,339","2,617,921","27,111,421","27,561,542","31,762,311","31,203,319","29,906,622","2,780,753","30,420,797","29,405,701","29,325,024","16,984,611","50,260,656","46,148,439","4,265,329","39,264,239","47,351,582","40,307,806","39,366,747","39,252,223","40,298,246","41,809,092","41,868,694","52,881,894","54,459,644","90,860,458","96,447,817","99,780,683","129,378,097","140,132,273","135,828,621","163,268,234","10,685,592","107,062,413","133,027,894","156,633,221","14,209,689","14,743,698","176,844,851","154,952,243","169,770,785","198,426,277","255,209,431","278,680,307","318,483,022","334,445,429","340,258,079","317,237,361","317,695,012"
CO2,CPV,Cabo Verde,"149,966,247","149,973,021","149,206,275","154,402,009","166,689,893","173,158,936","17,953,619","185,900,089","188,877,166","218,139,015","214,067,234","204,841,998","81,814,876","89,602,095","105,571,721","105,205,887","34,041,704","50,522,436","62,495,993","69,449,049","53,716,126","67,280,752","66,856,653","65,222,775","76,387,272","7,640,735","91,414,095","91,467,015","9,320,816","95,984,126","282,558,437","32,278,766","359,206,748","36,024,716","38,933,663","607,964,999","667,218,355","74,752,826","728,741,868","710,112,128","753,478,865","879,866,952","75,860,065","741,299,448","776,343,012","784,056,087","822,431,023","869,477,033","875,113,306","928,056,447","975,804,839","992,744,032","1,037,082,531","1,006,330,128"
CO2,CRI,Costa Rica,"143,342,854","1,446,515,395","1,621,356,817","1,831,875,514","179,804,143","1,971,092,636","2,028,497,725","2,556,312,853","2,762,171,223","2,755,008,841","2,490,498,503","2,306,169,761","1,971,579,179","2,001,410,953","2,077,832,766","2,190,520,259","2,286,039,667","2,410,253,766","2,551,726,428","2,882,394,411","2,914,847,344","3,152,257,724","4,241,721,131","4,263,528,719","5,002,841,023","4,965,956,015","4,742,075,639","4,676,283,513","517,093,459","5,161,373,449","5,119,749,584","5,520,401,431","563,415,456","605,631,846","6,167,300,812","6,352,831,368","690,200,193","7,699,699,245","7,635,041,693","7,326,641,139","7,245,438,212","7,705,872,049","764,477,185","7,945,201,808","8,055,959,765","7,770,036,548","8,243,485,739","8,390,805,214","8,453,685,364","8,206,739,522","7,180,347,197","8,018,486,486","8,090,026,797","8,573,344,504"
CO2,CUB,Cuba,"218,917,389","2,206,933,041","2,169,277,315","2,338,197,301","2,536,066,458","260,753,911","2,751,408,381","2,999,886,135","3,215,890,089","3,256,773,728","3,340,336,057","3,365,319,948","334,652,271","3,603,570,217","380,274,565","3,539,222,619","360,300,143","3,924,552,299","4,092,478,691","417,151,991","3,866,037,168","3,012,254,481","2,391,245,502","2,186,961,894","2,249,847,517","2,394,011,291","2,592,935,396","2,837,856,565","2,785,837,789","286,382,352","2,899,184,547","2,781,947,321","2,656,186,968","25,794,459","253,133,757","2,624,129,468","2,680,934,308","2,769,311,019","267,469,553","2,696,153,049","282,070,445","2,776,682,827","2,893,387,992","2,909,391,524","2,692,436,776","2,947,057,801","2,737,130,107","2,649,321,245","2,684,798,178","245,782,001","2,159,973,673","2,114,827,359","2,084,757,015","2,206,698,748"
CO2,CYM,Cayman Islands,"25,521,111","27,318,737","35,511,047","38,065,129","35,896,178","45,900,246","4,379,051","50,782,411","53,211,849","55,017,449","56,752,091","57,992,196","58,528,986","61,593,214","7,322,747","75,852,391","83,841,586","9,433,555","107,470,356","110,184,399","115,040,258","113,743,528","116,348,881","107,845,914","126,913,641","133,012,032","131,961,622","135,519,407","13,875,933","140,586,422","131,465,389","130,185,124","142,581,961","150,216,112","139,259,558","146,482,608","163,860,575","204,799,631","222,264,178","226,943,094","246,593,199","199,007,896","190,405,715","216,053,584","231,468,675","250,234,018","262,591,598","280,394,248","269,654,879","376,633,846","305,621,739","33,809,591","339,519,641","358,014,712"
CO2,CYP,Cyprus,"2,167,528,941","2,184,266,587","2,663,431,358","2,771,585,228","2,122,186,764","2,163,576,557","2,631,473,779","2,793,804,261","2,903,714,938","3,098,403,506","3,269,900,139","3,131,310,151","3,164,957,305","3,150,692,314","3,202,722,069","3,146,376,368","3,497,542,821","4,059,311,623","4,114,173,743","4,350,866,069","4,638,500,377","5,160,491,826","5,488,349,461","5,744,874,571","5,988,864,172","5,858,777,082","6,221,528,357","6,311,588,133","6,615,241,646","6,876,430,451","7,132,102,341","6,997,517,341","7,174,793,092","7,843,211,059","7,788,302,232","7,905,219,091","8,010,564,676","8,308,270,434","8,493,628,196","8,286,556,511","7,913,449,051","765,568,265","7,120,796,657","6,439,486,755","6,816,116,167","685,502,714","7,220,691,844","7,361,895,697","721,272,518","7,215,465,102","6,801,409,018","6,904,179,862","7,185,309,534","7,183,299,498"
CO2,CZE,Czechia,"1,882,861,138","1,885,453,784","1,884,772,515","1,865,225,336","1,697,647,159","1,770,443,627","1,824,480,228","1,929,387,869","1,907,715,456","200,516,008","1,935,132,673","1,941,664,337","1,961,481,907","1,968,016,101","1,993,563,246","1,967,488,148","1,947,943,079","194,638,352","1,906,226,612","1,830,856,154","1,654,919,831","1,501,519,344","1,443,736,511","139,845,051","1,343,608,096","133,589,829","1,373,959,288","1,340,098,662","1,279,637,335","1,197,127,705","132,313,165","1,322,220,204","1,273,975,658","1,306,623,325","1,315,267,087","1,290,421,269","1,307,850,166","1,323,297,187","1,261,147,916","11,970,741","1,209,891,028","1,181,129,189","1,140,231,595","1,095,259,484","1,072,328,218","1,082,846,692","1,098,082,302","1,103,750,086","1,093,389,385","1,033,032,474","943,915,667","9,914,807,759","9,943,254,513","9,051,280,348"
CO2,DEU,Germany,"1,084,657,531","1,077,419,205","1,105,290,332","1,157,720,284","1,122,506,646","1,060,566,106","1,122,934,719","1,101,444,127","1,139,316,953","1,189,477,081","1,135,598,396","1,099,965,314","1,054,040,136","1,069,550,522","1,085,737,302","1,086,340,214","108,019,401","1,072,252,383","1,065,979,888","1,050,768,962","1,013,031,618","992,035,304","9,381,012,735","9,296,470,401","9,156,040,557","9,108,205,243","939,695,749","9,078,210,428","9,069,508,195","8,710,236,324","8,717,356,744","8,858,183,408","870,311,638","8,782,763,013","8,637,247,474","842,099,331","8,558,554,528","8,269,926,186","8,303,550,777","7,685,530,635","815,378,388","7,885,477,043","8,004,647,518","8,182,783,726","7,792,231,199","7,853,871,812","7,897,137,865","7,749,481,794","7,472,144,765","6,970,084,883","6,425,520,468","677,803,873","6,595,018,471","5,829,505,817"
CO2,DJI,Djibouti,"711,588,941","711,609,411","707,963,984","732,726,136","791,272,763","822,106,796","852,511,147","882,844,187","897,050,479","1,036,418,175","1,017,041,256","778,609,384","722,056,151","593,586,365","477,530,232","475,843,094","444,904,759","642,739,796","576,940,769","1,227,001,025","973,225,709","1,222,017,078","1,046,255,754","102,916,188","1,053,487,868","1,072,615,072","1,113,076,046","1,123,149,337","1,144,524,439","1,178,716,452","73,984,021","750,237,806","778,424,225","820,144,092","791,163,732","755,007,374","730,656,883","74,872,485","810,552,566","730,334,561","815,554,773","632,929,846","807,251,175","886,385,791","885,934,182","809,720,069","738,786,019","663,769,918","718,252,489","707,465,788","734,823,407","792,828,474","748,484,005","749,204,256"
CO2,DMA,Dominica,"758,801","7,584,123","9,178,486","9,259,211","82,815","9,968,831","9,066,564","9,985,743","9,991,068","9,887,493","9,780,256","14,228,681","1,332,056","13,059,168","14,489,855","14,538,734","12,468,647","18,459,593","21,303,748","218,399","21,331,678","21,422,958","21,562,964","38,785,624","51,195,243","58,901,369","6,458,729","62,872,691","36,051,204","61,890,345","55,424,643","55,804,105","50,706,037","57,621,851","61,470,314","60,486,642","64,217,055","7,678,661","73,555,672","75,031,986","77,326,121","59,547,062","54,324,831","5,993,489","66,945,177","72,418,993","7,771,027","69,167,346","7,490,099","84,055,077","68,375,191","75,502,048","75,804,247","79,854,811"
CO2,DNK,Denmark,"6,195,338,088","5,768,429,012","5,973,237,415","5,878,279,423","5,238,201,993","5,466,737,734","6,037,660,254","6,208,249,931","620,204,464","6,544,129,415","6,486,785,272","5,455,376,836","5,684,674,308","5,330,884,718","5,494,588,198","6,274,323,919","6,337,476,856","6,140,968,895","5,748,857,324","5,180,445,824","5,242,597,525","6,308,394,488","573,890,322","5,971,115,507","6,369,143,083","605,879,593","7,401,471,995","6,424,833,348","60,259,063","5,728,209,945","5,315,583,929","5,475,423,954","5,427,534,164","5,970,409,756","5,413,904,022","5,067,018,375","5,862,188,143","5,388,360,149","5,063,397,829","4,844,305,353","4,855,661,692","4,348,754,668","3,859,208,644","4,033,912,786","3,620,429,317","340,735,922","3,570,642,807","3,357,235,613","3,365,443,743","3,020,215,822","2,779,671,832","2,939,591,392","2,814,152,765","2,677,291,179"
CO2,DOM,Dominican Republic,"3,882,248,656","3,930,367,898","5,059,462,303","5,075,900,543","5,428,103,103","5,634,373,905","5,781,889,164","6,246,504,386","6,364,113,352","6,722,530,429","6,917,622,503","6,577,261,732","6,396,953,577","7,413,112,843","7,795,228,591","6,851,271,411","7,661,148,772","8,806,561,466","8,832,540,099","9,409,281,841","8,046,901,328","8,426,091,231","9,777,472,913","9,655,896,134","1,128,363,522","1,199,641,646","129,050,639","146,827,528","1,678,934,402","1,820,166,556","1,900,818,276","1,914,043,569","2,101,424,365","1,879,185,864","1,742,141,735","1,878,617,038","2,057,487,441","2,074,820,179","2,071,448,978","1,983,457,434","2,092,072,442","2,112,035,286","2,187,780,851","214,766,892","2,169,378,163","2,386,830,409","248,648,917","2,377,912,077","2,562,084,641","2,852,456,189","2,690,025,324","2,966,621,789","296,442,087","313,508,129"
CO2,DZA,Algeria,"1,969,062,607","2,301,107,187","3,515,110,826","4,729,913,495","3,990,042,538","3,640,739,337","4,707,414,478","5,214,951,958","5,735,407,359","5,742,336,299","5,720,357,769","540,014,982","5,686,308,808","5,919,301,575","6,235,849,106","7,168,419,505","7,494,876,293","7,223,015,037","7,293,922,147","7,319,393,398","7,215,934,175","7,519,180,188","8,478,122,107","8,297,267,182","8,115,244,223","8,381,668,074","8,150,602,105","7,962,082,334","8,143,891,389","849,525,627","8,793,621,649","858,202,708","8,968,410,032","9,650,244,172","9,662,177,809","1,013,969,792","1,055,010,426","1,089,120,721","1,137,023,792","1,160,854,702","1,186,146,578","1,247,949,774","1,402,599,072","1,457,032,414","1,550,108,349","1,648,621,357","1,609,903,196","1,665,514,382","1,748,356,794","1,816,493,186","1,718,930,606","1,797,420,533","1,866,444,474","1,803,576,499"
CO2,ECU,Ecuador,"5,019,030,335","44,900,913","4,480,054,816","5,665,389,451","6,917,075,714","7,496,493,273","8,585,874,221","9,978,270,386","1,121,403,785","1,215,271,662","1,279,335,002","1,408,702,197","1,418,211,132","1,333,040,954","1,399,811,598","1,505,802,247","1,574,795,891","1,449,081,589","1,627,086,593","1,633,658,462","1,755,409,721","1,759,137,951","1,853,127,606","1,807,921,127","1,895,131,079","2,080,175,653","2,396,722,433","2,497,756,538","2,450,679,238","2,169,628,804","2,204,269,411","2,430,907,121","2,429,613,343","2,483,681,102","2,622,630,201","2,823,692,845","302,321,183","30,839,625","3,187,226,166","3,467,452,391","3,737,414,922","3,774,729,786","3,792,281,903","4,034,907,293","4,254,262,924","4,226,322,517","409,718,603","3,976,406,662","41,371,735","4,082,624,509","3,571,246,758","3,988,957,349","4,226,022,134","453,281,604"
CO2,EGY,Egypt,"25,449,945","2,515,769,107","273,379,284","2,545,371,954","2,942,595,126","317,244,971","3,667,243,902","3,783,256,667","3,831,447,479","4,160,942,485","4,570,366,464","5,165,817,408","5,581,852,368","6,216,004,365","6,843,828,693","7,181,678,074","7,498,426,715","8,126,086,772","8,342,022,486","8,857,229,654","9,150,094,266","9,367,379,807","9,744,502,255","9,778,306,313","9,322,282,145","9,972,650,286","1,069,189,237","1,137,744,179","1,201,209,167","129,403,421","1,279,103,147","1,411,988,293","1,449,574,977","1,478,503,411","1,604,135,269","1,783,832,028","1,888,715,547","201,951,741","2,020,152,189","210,334,923","2,117,458,686","2,193,321,841","2,329,413,394","2,287,388,452","2,330,929,981","2,393,925,378","2,500,973,517","2,620,765,549","2,565,748,824","2,370,638,939","2,261,883,868","2,497,364,995","2,471,606,632","2,493,318,513"
CO2,ERI,Eritrea,"341,692,603","339,904,341","32,166,997","324,555,009","317,204,039","30,171,558","293,964,063","249,014,604","258,639,754","286,817,513","301,099,609","339,525,888","31,761,396","322,494,503","323,791,088","33,320,764","291,425,151","296,542,288","305,565,622","312,955,266","329,209,288","378,174,652","491,044,424","683,594,983","770,835,757","834,042,082","917,148,078","858,814,704","639,401,297","679,249,076","670,250,644","735,306,141","72,553,804","700,404,908","717,333,029","604,181,622","543,359,923","530,039,715","46,303,988","480,877,308","516,724,109","616,609,805","634,250,922","593,539,103","595,550,503","577,587,543","597,149,648","586,105,463","65,502,406","6,735,214","671,779,785","712,164,029","667,389,735","668,500,259"
CO2,ESH,Western Sahara,"8,683,008","86,829,107","85,648,263","88,005,336","9,428,958","99,434,073","99,860,896","10,338,803","100,587,358","111,410,871","122,452,094","112,440,211","115,600,348","118,510,233","115,404,381","129,228,547","133,589,481","174,862,784","163,187,875","150,954,088","149,702,918","181,064,513","160,348,716","149,784,402","150,999,159","175,654,064","17,904,292","187,718,233","190,311,544","197,819,602","255,333,722","258,850,812","258,235,443","264,146,534","263,241,085","259,564,021","260,021,666","256,063,997","257,509,432","255,593,073","252,954,449","23,890,153","239,483,782","238,093,037","233,442,439","238,077,573","240,047,032","214,772,471","225,724,993","233,008,541","197,393,426","2,408,665","265,975,561","264,759,859"
CO2,ESP,Spain and Andorra,"1,442,627,982","1,408,824,552","1,532,387,209","1,661,213,971","1,785,505,917","1,844,173,013","2,026,223,971","1,945,748,701","1,934,080,075","2,051,614,666","214,933,285","2,206,067,413","2,141,535,159","2,173,048,852","2,064,321,598","1,997,004,276","2,035,719,573","2,047,612,737","2,089,370,701","2,272,505,305","2,318,185,414","2,395,207,263","2,477,516,744","2,331,051,429","2,439,678,838","2,564,463,954","247,453,714","2,671,065,573","2,751,191,087","297,101,967","3,132,399,025","313,915,496","3,313,246,142","3,397,314,664","3,554,423,558","3,704,277,714","3,615,215,205","3,746,869,236","3,430,930,673","3,037,758,472","2,912,431,108","2,931,617,808","2,873,970,887","2,605,978,291","2,580,154,687","2,750,785,905","2,665,311,057","2,816,954,093","2,751,300,605","2,577,258,505","2,187,442,183","2,375,868,759","2,354,711,512","2,172,617,218"
CO2,EST,Estonia,"2,126,405,636","2,128,937,711","2,315,576,476","2,646,463,245","2,948,672,524","3,207,394,837","3,367,295,684","3,504,782,956","3,732,264,606","3,881,929,808","4,028,559,757","413,507,809","4,151,582,255","4,125,218,472","4,021,422,947","3,937,944,266","3,836,142,084","3,773,350,416","3,580,688,396","3,255,755,933","3,948,406,886","3,604,156,626","2,613,408,866","2,135,636,223","2,196,240,477","2,000,418,297","2,097,765,108","2,054,369,683","1,861,288,707","1,713,902,507","1,737,650,499","1,775,923,677","1,699,882,754","1,903,053,456","1,940,239,495","1,937,759,495","1,871,599,506","2,226,138,859","2,013,554,388","1,681,139,269","215,579,552","21,673,616","2,052,359,716","2,291,440,688","2,192,075,502","1,999,096,083","1,997,976,075","2,122,272,134","2,235,883,752","1,470,778,834","1,148,079,108","1,230,953,615","1,258,815,637","1,143,636,893"
CO2,ETH,Ethiopia,"1,167,052,028","1,170,817,617","1,087,010,532","1,187,202,621","1,201,757,118","1,069,122,937","1,064,379,424","1,135,638,936","1,171,844,274","1,217,516,123","1,252,676,345","1,361,889,727","1,249,394,839","133,414,284","1,241,666,935","1,291,150,397","1,622,008,166","1,899,228,741","1,983,249,351","2,091,530,227","2,186,123,504","2,165,353,941","1,695,728,009","2,158,780,711","2,496,108,795","2,826,158,296","3,186,803,207","3,332,859,305","3,541,451,165","3,495,606,277","3,875,971,752","4,786,984,946","4,920,840,444","5,259,560,747","5,730,118,047","5,471,389,049","579,287,304","6,348,477,787","6,862,059,553","6,905,779,698","6,876,515,553","795,915,793","8,986,762,809","1,044,222,132","1,240,459,821","135,096,315","1,603,158,005","1,586,879,124","1,746,516,072","1,882,944,164","1,687,735,751","1,727,708,185","1,653,906,439","167,076,921"
CO2,FIN,Finland,"4,124,220,898","4,065,544,119","4,434,785,687","4,842,089,299","4,460,827,588","4,476,103,109","5,100,030,508","5,067,664,624","5,712,546,261","5,689,075,814","5,741,756,863","4,800,917,969","4,626,309,131","4,467,723,296","4,602,117,805","5,045,578,289","5,056,120,548","5,522,315,759","5,386,736,207","5,388,854,274","5,622,152,851","5,690,687,976","540,902,387","5,536,457,692","6,209,061,324","5,874,900,481","6,493,441,595","6,274,064,427","5,953,906,983","5,889,448,011","5,752,516,974","6,357,146,185","6,572,163,778","740,901,789","7,044,944,198","5,824,091,031","6,984,984,205","6,806,446,461","5,982,370,252","5,707,548,155","6,584,245,318","5,821,707,622","5,232,010,238","5,332,723,649","4,943,736,208","4,597,095,021","4,880,347,077","460,729,875","474,347,961","441,406,308","3,946,487,693","394,363,641","3,615,368,243","3,226,887,724"
CO2,FJI,Fiji,"7,126,752","721,613,543","770,051,662","916,522,134","1,108,613,542","921,268,745","906,478,557","960,768,723","959,407,198","1,027,470,705","1,102,417,261","1,125,303,032","1,095,733,406","906,857,699","756,571,054","84,897,344","873,372,872","79,286,511","78,374,687","906,927,806","1,015,033,248","891,407,484","1,000,478,637","1,083,587,536","1,133,412,087","1,123,745,852","1,178,020,734","1,216,675,497","120,619,843","1,292,591,902","1,460,587,415","1,582,051,262","1,307,614,446","152,106,958","1,978,566,132","1,730,399,821","1,860,294,127","1,723,567,951","1,291,235,693","1,062,927,118","1,695,862,871","1,244,804,253","1,204,449,308","1,372,477,574","1,559,034,877","1,616,440,919","1,591,797,988","1,749,797,276","1,845,059,246","1,918,148,504","1,934,759,466","2,028,129,117","213,861,214","2,210,537,892"
CO2,FLK,Falkland Islands,"2,933,862","2,931,193","3,568,225","3,599,522","3,207,488","388,173","3,519,393","3,884,986","3,885,518","3,842,637","3,798,645","3,726,634","3,483,913","3,414,164","3,795,768","4,754,857","3,832,195","4,071,543","7,729,613","11,605,926","5,681,297","5,706,656","5,747,654","5,602,995","5,709,364","11,191,027","6,738,431","12,603,107","7,087,708","7,181,872","7,198,393","7,798,715","9,072,245","10,269,199","10,920,253","11,159,762","14,187,793","14,858,866","1,563,725","17,239,329","17,080,024","12,662,581","13,442,698","15,404,753","16,257,349","17,324,516","19,192,543","17,085,701","1,848,507","21,234,137","17,225,063","1,905,516","18,500,872","1,945,408"
