eu_priority,secondary_index,decile,country,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Equality,Digital Skills,2,CY,0.6426484283167238,0.6426484283167238,0.6426484283167238,0.6426484283167238,0.6426484283167238,0.6426484283167238,0.6426484283167238,0.6426484283167238,0.6426484283167238,0.6426484283167238,0.6426484283167238,0.8168283855264853,0.8168283855264853,0.8168283855264853,0.8168283855264853,0.8168283855264853,0.8168283855264853,0.8168283855264853,0.8168283855264853,0.8168283855264853
Equality,Digital Skills,2,CZ,0.37988852761185177,0.37988852761185177,0.37988852761185177,0.37988852761185177,0.37988852761185177,0.37988852761185177,0.37988852761185177,0.37988852761185177,0.37988852761185177,0.37988852761185177,0.37988852761185177,0.8233872980479038,0.8233872980479038,0.8233872980479038,0.8233872980479038,0.8233872980479038,0.8233872980479038,0.8233872980479038,0.8233872980479038,0.8233872980479038
Equality,Digital Skills,2,DE,0.6621508434007475,0.6621508434007475,0.6621508434007475,0.6621508434007475,0.6621508434007475,0.6621508434007475,0.6621508434007475,0.6621508434007475,0.6621508434007475,0.6621508434007475,0.6621508434007475,0.8059496355296096,0.8059496355296096,0.8059496355296096,0.8059496355296096,0.8059496355296096,0.8059496355296096,0.8059496355296096,0.8059496355296096,0.8059496355296096
Equality,Digital Skills,2,DK,0.7229945232087559,0.7229945232087559,0.7229945232087559,0.7229945232087559,0.7229945232087559,0.7229945232087559,0.7229945232087559,0.7229945232087559,0.7229945232087559,0.7229945232087559,0.7229945232087559,0.8533504699979427,0.8533504699979427,0.8533504699979427,0.8533504699979427,0.8533504699979427,0.8533504699979427,0.8533504699979427,0.8533504699979427,0.8533504699979427
Equality,Digital Skills,2,EE,0.7614000803884459,0.7614000803884459,0.7614000803884459,0.7614000803884459,0.7614000803884459,0.7614000803884459,0.7614000803884459,0.7614000803884459,0.7614000803884459,0.7614000803884459,0.7614000803884459,0.8708080826594528,0.8708080826594528,0.8708080826594528,0.8708080826594528,0.8708080826594528,0.8708080826594528,0.8708080826594528,0.8708080826594528,0.8708080826594528
Equality,Digital Skills,2,EL,0.5374787204109064,0.5374787204109064,0.5374787204109064,0.5374787204109064,0.5374787204109064,0.5374787204109064,0.5374787204109064,0.5374787204109064,0.5374787204109064,0.5374787204109064,0.5374787204109064,0.7690224907765755,0.7690224907765755,0.7690224907765755,0.7690224907765755,0.7690224907765755,0.7690224907765755,0.7690224907765755,0.7690224907765755,0.7690224907765755
Equality,Digital Skills,2,FI,0.5550422385885925,0.5550422385885925,0.5550422385885925,0.5550422385885925,0.5550422385885925,0.5550422385885925,0.5550422385885925,0.5550422385885925,0.5550422385885925,0.5550422385885925,0.5550422385885925,0.6865689350378269,0.6865689350378269,0.6865689350378269,0.6865689350378269,0.6865689350378269,0.6865689350378269,0.6865689350378269,0.6865689350378269,0.6865689350378269
Equality,Digital Skills,2,FR,0.7193170770814048,0.7193170770814048,0.7193170770814048,0.7193170770814048,0.7193170770814048,0.7193170770814048,0.7193170770814048,0.7193170770814048,0.7193170770814048,0.7193170770814048,0.7193170770814048,0.6108879764038593,0.6108879764038593,0.6108879764038593,0.6108879764038593,0.6108879764038593,0.6108879764038593,0.6108879764038593,0.6108879764038593,0.6108879764038593
Equality,Digital Skills,2,HR,0.7344514686034045,0.7344514686034045,0.7344514686034045,0.7344514686034045,0.7344514686034045,0.7344514686034045,0.7344514686034045,0.7344514686034045,0.7344514686034045,0.7344514686034045,0.7344514686034045,0.9609406046283578,0.9609406046283578,0.9609406046283578,0.9609406046283578,0.9609406046283578,0.9609406046283578,0.9609406046283578,0.9609406046283578,0.9609406046283578
Equality,Digital Skills,2,HU,0.3687149407053635,0.3687149407053635,0.3687149407053635,0.3687149407053635,0.3687149407053635,0.3687149407053635,0.3687149407053635,0.3687149407053635,0.3687149407053635,0.3687149407053635,0.3687149407053635,0.6923093035779839,0.6923093035779839,0.6923093035779839,0.6923093035779839,0.6923093035779839,0.6923093035779839,0.6923093035779839,0.6923093035779839,0.6923093035779839
Equality,Digital Skills,2,IE,0.9746754043808479,0.9746754043808479,0.9746754043808479,0.9746754043808479,0.9746754043808479,0.9746754043808479,0.9746754043808479,0.9746754043808479,0.9746754043808479,0.9746754043808479,0.9746754043808479,0.9576193772486803,0.9576193772486803,0.9576193772486803,0.9576193772486803,0.9576193772486803,0.9576193772486803,0.9576193772486803,0.9576193772486803,0.9576193772486803
Equality,Digital Skills,2,IS,0.9219573298047136,0.9219573298047136,0.9219573298047136,0.9219573298047136,0.9219573298047136,0.9219573298047136,0.9219573298047136,0.9219573298047136,0.9219573298047136,0.9219573298047136,0.9219573298047136,0.9437909131699533,0.9437909131699533,0.9437909131699533,0.9437909131699533,0.9437909131699533,0.9437909131699533,0.9437909131699533,0.9437909131699533,0.9437909131699533
Equality,Digital Skills,2,IT,0.6351562760181253,0.6351562760181253,0.6351562760181253,0.6351562760181253,0.6351562760181253,0.6351562760181253,0.6351562760181253,0.6351562760181253,0.6351562760181253,0.6351562760181253,0.6351562760181253,0.8134227561739931,0.8134227561739931,0.8134227561739931,0.8134227561739931,0.8134227561739931,0.8134227561739931,0.8134227561739931,0.8134227561739931,0.8134227561739931
Equality,Digital Skills,2,LT,0.6118820780819141,0.6118820780819141,0.6118820780819141,0.6118820780819141,0.6118820780819141,0.6118820780819141,0.6118820780819141,0.6118820780819141,0.6118820780819141,0.6118820780819141,0.6118820780819141,0.8028432473108184,0.8028432473108184,0.8028432473108184,0.8028432473108184,0.8028432473108184,0.8028432473108184,0.8028432473108184,0.8028432473108184,0.8028432473108184
Equality,Digital Skills,2,LU,0.9312295471228704,0.9312295471228704,0.9312295471228704,0.9312295471228704,0.9312295471228704,0.9312295471228704,0.9312295471228704,0.9312295471228704,0.9312295471228704,0.9312295471228704,0.9312295471228704,0.9480056880707932,0.9480056880707932,0.9480056880707932,0.9480056880707932,0.9480056880707932,0.9480056880707932,0.9480056880707932,0.9480056880707932,0.9480056880707932
Equality,Digital Skills,2,LV,0.6838924780989811,0.6838924780989811,0.6838924780989811,0.6838924780989811,0.6838924780989811,0.6838924780989811,0.6838924780989811,0.6838924780989811,0.6838924780989811,0.6838924780989811,0.6838924780989811,0.7539390686177649,0.7539390686177649,0.7539390686177649,0.7539390686177649,0.7539390686177649,0.7539390686177649,0.7539390686177649,0.7539390686177649,0.7539390686177649
Equality,Digital Skills,2,MT,0.6005992223713066,0.6005992223713066,0.6005992223713066,0.6005992223713066,0.6005992223713066,0.6005992223713066,0.6005992223713066,0.6005992223713066,0.6005992223713066,0.6005992223713066,0.6005992223713066,0.8396712138267477,0.8396712138267477,0.8396712138267477,0.8396712138267477,0.8396712138267477,0.8396712138267477,0.8396712138267477,0.8396712138267477,0.8396712138267477
Equality,Digital Skills,2,NL,0.9022290736123406,0.9022290736123406,0.9022290736123406,0.9022290736123406,0.9022290736123406,0.9022290736123406,0.9022290736123406,0.9022290736123406,0.9022290736123406,0.9022290736123406,0.9022290736123406,0.9348232459784038,0.9348232459784038,0.9348232459784038,0.9348232459784038,0.9348232459784038,0.9348232459784038,0.9348232459784038,0.9348232459784038,0.9348232459784038
Equality,Digital Skills,2,NO,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9792659539554515,0.9792659539554515,0.9792659539554515,0.9792659539554515,0.9792659539554515,0.9792659539554515,0.9792659539554515,0.9792659539554515,0.9792659539554515
Equality,Digital Skills,2,PL,0.6766552320975813,0.6766552320975813,0.6766552320975813,0.6766552320975813,0.6766552320975813,0.6766552320975813,0.6766552320975813,0.6766552320975813,0.6766552320975813,0.6766552320975813,0.6766552320975813,0.8322865028370744,0.8322865028370744,0.8322865028370744,0.8322865028370744,0.8322865028370744,0.8322865028370744,0.8322865028370744,0.8322865028370744,0.8322865028370744
Equality,Digital Skills,2,PT,0.61213760348418,0.61213760348418,0.61213760348418,0.61213760348418,0.61213760348418,0.61213760348418,0.61213760348418,0.61213760348418,0.61213760348418,0.61213760348418,0.61213760348418,0.8029593988218371,0.8029593988218371,0.8029593988218371,0.8029593988218371,0.8029593988218371,0.8029593988218371,0.8029593988218371,0.8029593988218371,0.8029593988218371
Equality,Digital Skills,2,RO,0.45028195787574166,0.45028195787574166,0.45028195787574166,0.45028195787574166,0.45028195787574166,0.45028195787574166,0.45028195787574166,0.45028195787574166,0.45028195787574166,0.45028195787574166,0.45028195787574166,0.729386369926815,0.729386369926815,0.729386369926815,0.729386369926815,0.729386369926815,0.729386369926815,0.729386369926815,0.729386369926815,0.729386369926815
Equality,Digital Skills,2,SE,0.885373360774323,0.885373360774323,0.885373360774323,0.885373360774323,0.885373360774323,0.885373360774323,0.885373360774323,0.885373360774323,0.885373360774323,0.885373360774323,0.885373360774323,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Equality,Digital Skills,2,SI,0.5007674108815813,0.5007674108815813,0.5007674108815813,0.5007674108815813,0.5007674108815813,0.5007674108815813,0.5007674108815813,0.5007674108815813,0.5007674108815813,0.5007674108815813,0.5007674108815813,0.7523350145589753,0.7523350145589753,0.7523350145589753,0.7523350145589753,0.7523350145589753,0.7523350145589753,0.7523350145589753,0.7523350145589753,0.7523350145589753
Equality,Digital Skills,2,SK,0.9000324625576149,0.9000324625576149,0.9000324625576149,0.9000324625576149,0.9000324625576149,0.9000324625576149,0.9000324625576149,0.9000324625576149,0.9000324625576149,0.9000324625576149,0.9000324625576149,0.9338247554531401,0.9338247554531401,0.9338247554531401,0.9338247554531401,0.9338247554531401,0.9338247554531401,0.9338247554531401,0.9338247554531401,0.9338247554531401
Equality,Digital Skills,2,UK,0.8144755402612651,0.8144755402612651,0.8144755402612651,0.8144755402612651,0.8144755402612651,0.8144755402612651,0.8144755402612651,0.8144755402612651,0.8144755402612651,0.8144755402612651,0.7185374991932533,0.8513244871819236,0.8513244871819236,0.8513244871819236,0.8513244871819236,0.8513244871819236,0.8513244871819236,0.8513244871819236,0.8513244871819236,0.8513244871819236
Equality,Digital Skills,3,AT,0.6265277556237695,0.6265277556237695,0.6265277556237695,0.6265277556237695,0.6265277556237695,0.6265277556237695,0.6265277556237695,0.6265277556237695,0.6265277556237695,0.6265277556237695,1.0,0.9861920429039125,0.9861920429039125,0.9861920429039125,0.9861920429039125,0.9861920429039125,0.9861920429039125,0.9861920429039125,0.9861920429039125,0.9861920429039125
Equality,Digital Skills,3,BE,0.5427429834341841,0.5427429834341841,0.5427429834341841,0.5427429834341841,0.5427429834341841,0.5427429834341841,0.5427429834341841,0.5427429834341841,0.5427429834341841,0.5427429834341841,0.5219698783574109,0.964138691763014,0.964138691763014,0.964138691763014,0.964138691763014,0.964138691763014,0.964138691763014,0.964138691763014,0.964138691763014,0.964138691763014
Equality,Digital Skills,3,BG,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002
Equality,Digital Skills,3,CY,0.8108629957036,0.8108629957036,0.8108629957036,0.8108629957036,0.8108629957036,0.8108629957036,0.8108629957036,0.8108629957036,0.8108629957036,0.8108629957036,0.7798277861721247,0.9829490818716262,0.9829490818716262,0.9829490818716262,0.9829490818716262,0.9829490818716262,0.9829490818716262,0.9829490818716262,0.9829490818716262,0.9829490818716262
Equality,Digital Skills,3,CZ,0.3434230702796054,0.3434230702796054,0.3434230702796054,0.3434230702796054,0.3434230702796054,0.3434230702796054,0.3434230702796054,0.3434230702796054,0.3434230702796054,0.3434230702796054,0.33027879436549523,0.9850715326895269,0.9850715326895269,0.9850715326895269,0.9850715326895269,0.9850715326895269,0.9850715326895269,0.9850715326895269,0.9850715326895269,0.9850715326895269
Equality,Digital Skills,3,DE,0.8190149340459651,0.8190149340459651,0.8190149340459651,0.8190149340459651,0.8190149340459651,0.8190149340459651,0.8190149340459651,0.8190149340459651,0.8190149340459651,0.8190149340459651,0.7876677148212575,0.9791826048021469,0.9791826048021469,0.9791826048021469,0.9791826048021469,0.9791826048021469,0.9791826048021469,0.9791826048021469,0.9791826048021469,0.9791826048021469
Equality,Digital Skills,3,DK,0.8012889422270045,0.8012889422270045,0.8012889422270045,0.8012889422270045,0.8012889422270045,0.8012889422270045,0.8012889422270045,0.8012889422270045,0.8012889422270045,0.8012889422270045,0.7706201728429846,0.9822773987723635,0.9822773987723635,0.9822773987723635,0.9822773987723635,0.9822773987723635,0.9822773987723635,0.9822773987723635,0.9822773987723635,0.9822773987723635
Equality,Digital Skills,3,EE,0.7567725146765031,0.7567725146765031,0.7567725146765031,0.7567725146765031,0.7567725146765031,0.7567725146765031,0.7567725146765031,0.7567725146765031,0.7567725146765031,0.7567725146765031,0.7278075801745075,0.9791542772963534,0.9791542772963534,0.9791542772963534,0.9791542772963534,0.9791542772963534,0.9791542772963534,0.9791542772963534,0.9791542772963534,0.9791542772963534
Equality,Digital Skills,3,EL,0.4021438541664202,0.4021438541664202,0.4021438541664202,0.4021438541664202,0.4021438541664202,0.4021438541664202,0.4021438541664202,0.4021438541664202,0.4021438541664202,0.4021438541664202,0.3867520816450706,0.9542747340223277,0.9542747340223277,0.9542747340223277,0.9542747340223277,0.9542747340223277,0.9542747340223277,0.9542747340223277,0.9542747340223277,0.9542747340223277
Equality,Digital Skills,3,FI,0.5230704302065321,0.5230704302065321,0.5230704302065321,0.5230704302065321,0.5230704302065321,0.5230704302065321,0.5230704302065321,0.5230704302065321,0.5230704302065321,0.5230704302065321,0.5030502782361089,0.9856442943232689,0.9856442943232689,0.9856442943232689,0.9856442943232689,0.9856442943232689,0.9856442943232689,0.9856442943232689,0.9856442943232689,0.9856442943232689
Equality,Digital Skills,3,FR,0.7518027297415883,0.7518027297415883,0.7518027297415883,0.7518027297415883,0.7518027297415883,0.7518027297415883,0.7518027297415883,0.7518027297415883,0.7518027297415883,0.7518027297415883,0.723028010254458,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Equality,Digital Skills,3,HR,0.7760382357890053,0.7760382357890053,0.7760382357890053,0.7760382357890053,0.7760382357890053,0.7760382357890053,0.7760382357890053,0.7760382357890053,0.7760382357890053,0.7760382357890053,0.7463359193930652,0.9372459390476549,0.9372459390476549,0.9372459390476549,0.9372459390476549,0.9372459390476549,0.9372459390476549,0.9372459390476549,0.9372459390476549,0.9372459390476549
Equality,Digital Skills,3,HU,0.74839714080037,0.74839714080037,0.74839714080037,0.74839714080037,0.74839714080037,0.74839714080037,0.74839714080037,0.74839714080037,0.74839714080037,0.74839714080037,0.7197527678291479,0.9785666894897512,0.9785666894897512,0.9785666894897512,0.9785666894897512,0.9785666894897512,0.9785666894897512,0.9785666894897512,0.9785666894897512,0.9785666894897512
Equality,Digital Skills,3,IE,0.9026357142289719,0.9026357142289719,0.9026357142289719,0.9026357142289719,0.9026357142289719,0.9026357142289719,0.9026357142289719,0.9026357142289719,0.9026357142289719,0.9026357142289719,0.8680879685923848,0.9802080903470851,0.9802080903470851,0.9802080903470851,0.9802080903470851,0.9802080903470851,0.9802080903470851,0.9802080903470851,0.9802080903470851,0.9802080903470851
Equality,Digital Skills,3,IS,0.9930316187259047,0.9930316187259047,0.9930316187259047,0.9930316187259047,0.9930316187259047,0.9930316187259047,0.9930316187259047,0.9930316187259047,0.9930316187259047,0.9930316187259047,0.9550240335705403,0.9957294142145736,0.9957294142145736,0.9957294142145736,0.9957294142145736,0.9957294142145736,0.9957294142145736,0.9957294142145736,0.9957294142145736,0.9957294142145736
Equality,Digital Skills,3,IT,0.36806977819559417,0.36806977819559417,0.36806977819559417,0.36806977819559417,0.36806977819559417,0.36806977819559417,0.36806977819559417,0.36806977819559417,0.36806977819559417,0.36806977819559417,0.3539821669110369,0.9518842124936411,0.9518842124936411,0.9518842124936411,0.9518842124936411,0.9518842124936411,0.9518842124936411,0.9518842124936411,0.9518842124936411,0.9518842124936411
Equality,Digital Skills,3,LT,0.4299152202979697,0.4299152202979697,0.4299152202979697,0.4299152202979697,0.4299152202979697,0.4299152202979697,0.4299152202979697,0.4299152202979697,0.4299152202979697,0.4299152202979697,0.4134605183157436,0.9562230788189802,0.9562230788189802,0.9562230788189802,0.9562230788189802,0.9562230788189802,0.9562230788189802,0.9562230788189802,0.9562230788189802,0.9562230788189802
Equality,Digital Skills,3,LU,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9617257049638263,0.9962182921953024,0.9962182921953024,0.9962182921953024,0.9962182921953024,0.9962182921953024,0.9962182921953024,0.9962182921953024,0.9962182921953024,0.9962182921953024
Equality,Digital Skills,3,LV,0.5037745183782818,0.5037745183782818,0.5037745183782818,0.5037745183782818,0.5037745183782818,0.5037745183782818,0.5037745183782818,0.5037745183782818,0.5037745183782818,0.5037745183782818,0.4844929038301651,0.964663207604605,0.964663207604605,0.964663207604605,0.964663207604605,0.964663207604605,0.964663207604605,0.964663207604605,0.964663207604605,0.964663207604605
Equality,Digital Skills,3,MT,0.9159174838079328,0.9159174838079328,0.9159174838079328,0.9159174838079328,0.9159174838079328,0.9159174838079328,0.9159174838079328,0.9159174838079328,0.9159174838079328,0.9159174838079328,0.8808613878038781,0.9891064180443223,0.9891064180443223,0.9891064180443223,0.9891064180443223,0.9891064180443223,0.9891064180443223,0.9891064180443223,0.9891064180443223,0.9891064180443223
Equality,Digital Skills,3,NL,0.6519278343447602,0.6519278343447602,0.6519278343447602,0.6519278343447602,0.6519278343447602,0.6519278343447602,0.6519278343447602,0.6519278343447602,0.6519278343447602,0.6519278343447602,0.6269757560707551,0.971798730348701,0.971798730348701,0.971798730348701,0.971798730348701,0.971798730348701,0.971798730348701,0.971798730348701,0.971798730348701,0.971798730348701
Equality,Digital Skills,3,NO,0.9716971243076714,0.9716971243076714,0.9716971243076714,0.9716971243076714,0.9716971243076714,0.9716971243076714,0.9716971243076714,0.9716971243076714,0.9716971243076714,0.9716971243076714,0.934506101886118,0.9942326584917157,0.9942326584917157,0.9942326584917157,0.9942326584917157,0.9942326584917157,0.9942326584917157,0.9942326584917157,0.9942326584917157,0.9942326584917157
Equality,Digital Skills,3,PL,0.4971132983862264,0.4971132983862264,0.4971132983862264,0.4971132983862264,0.4971132983862264,0.4971132983862264,0.4971132983862264,0.4971132983862264,0.4971132983862264,0.4971132983862264,0.47808663733738654,0.9609374679191827,0.9609374679191827,0.9609374679191827,0.9609374679191827,0.9609374679191827,0.9609374679191827,0.9609374679191827,0.9609374679191827,0.9609374679191827
Equality,Digital Skills,3,PT,0.6709932118600037,0.6709932118600037,0.6709932118600037,0.6709932118600037,0.6709932118600037,0.6709932118600037,0.6709932118600037,0.6709932118600037,0.6709932118600037,0.6709932118600037,0.6453114197020041,0.9731362925306292,0.9731362925306292,0.9731362925306292,0.9731362925306292,0.9731362925306292,0.9731362925306292,0.9731362925306292,0.9731362925306292,0.9731362925306292
Equality,Digital Skills,3,RO,0.5140720505016461,0.5140720505016461,0.5140720505016461,0.5140720505016461,0.5140720505016461,0.5140720505016461,0.5140720505016461,0.5140720505016461,0.5140720505016461,0.5140720505016461,0.49439630517089517,0.9621272364125757,0.9621272364125757,0.9621272364125757,0.9621272364125757,0.9621272364125757,0.9621272364125757,0.9621272364125757,0.9621272364125757,0.9621272364125757
Equality,Digital Skills,3,SE,0.2799486888696616,0.2799486888696616,0.2799486888696616,0.2799486888696616,0.2799486888696616,0.2799486888696616,0.2799486888696616,0.2799486888696616,0.2799486888696616,0.2799486888696616,0.2692338501568742,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Equality,Digital Skills,3,SI,0.7626856511987173,0.7626856511987173,0.7626856511987173,0.7626856511987173,0.7626856511987173,0.7626856511987173,0.7626856511987173,0.7626856511987173,0.7626856511987173,0.7626856511987173,0.7334943955648814,0.9795691228866056,0.9795691228866056,0.9795691228866056,0.9795691228866056,0.9795691228866056,0.9795691228866056,0.9795691228866056,0.9795691228866056,0.9795691228866056
Equality,Digital Skills,3,SK,0.490556645323196,0.490556645323196,0.490556645323196,0.490556645323196,0.490556645323196,0.490556645323196,0.490556645323196,0.490556645323196,0.490556645323196,0.490556645323196,0.47178093554814027,0.9604774753924089,0.9604774753924089,0.9604774753924089,0.9604774753924089,0.9604774753924089,0.9604774753924089,0.9604774753924089,0.9604774753924089,0.9604774753924089
Equality,Digital Skills,3,UK,0.8618860447842493,0.8618860447842493,0.8618860447842493,0.8618860447842493,0.8618860447842493,0.8618860447842493,0.8618860447842493,0.8618860447842493,0.8618860447842493,0.8618860447842493,0.7546455762719122,0.9811120732802111,0.9811120732802111,0.9811120732802111,0.9811120732802111,0.9811120732802111,0.9811120732802111,0.9811120732802111,0.9811120732802111,0.9811120732802111
Equality,Digital Skills,4,AT,0.6265277556237695,0.6265277556237695,0.6265277556237695,0.6265277556237695,0.6265277556237695,0.6265277556237695,0.6265277556237695,0.6265277556237695,0.6265277556237695,0.6265277556237695,1.0,0.9861920429039125,0.9861920429039125,0.9861920429039125,0.9861920429039125,0.9861920429039125,0.9861920429039125,0.9861920429039125,0.9861920429039125,0.9861920429039125
Equality,Digital Skills,4,BE,0.5427429834341841,0.5427429834341841,0.5427429834341841,0.5427429834341841,0.5427429834341841,0.5427429834341841,0.5427429834341841,0.5427429834341841,0.5427429834341841,0.5427429834341841,0.5219698783574109,0.964138691763014,0.964138691763014,0.964138691763014,0.964138691763014,0.964138691763014,0.964138691763014,0.964138691763014,0.964138691763014,0.964138691763014
Equality,Digital Skills,4,BG,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002
Equality,Digital Skills,4,CY,0.8108629957036,0.8108629957036,0.8108629957036,0.8108629957036,0.8108629957036,0.8108629957036,0.8108629957036,0.8108629957036,0.8108629957036,0.8108629957036,0.7798277861721247,0.9829490818716262,0.9829490818716262,0.9829490818716262,0.9829490818716262,0.9829490818716262,0.9829490818716262,0.9829490818716262,0.9829490818716262,0.9829490818716262
Equality,Digital Skills,4,CZ,0.3434230702796054,0.3434230702796054,0.3434230702796054,0.3434230702796054,0.3434230702796054,0.3434230702796054,0.3434230702796054,0.3434230702796054,0.3434230702796054,0.3434230702796054,0.33027879436549523,0.9850715326895269,0.9850715326895269,0.9850715326895269,0.9850715326895269,0.9850715326895269,0.9850715326895269,0.9850715326895269,0.9850715326895269,0.9850715326895269
Equality,Digital Skills,4,DE,0.8190149340459651,0.8190149340459651,0.8190149340459651,0.8190149340459651,0.8190149340459651,0.8190149340459651,0.8190149340459651,0.8190149340459651,0.8190149340459651,0.8190149340459651,0.7876677148212575,0.9791826048021469,0.9791826048021469,0.9791826048021469,0.9791826048021469,0.9791826048021469,0.9791826048021469,0.9791826048021469,0.9791826048021469,0.9791826048021469
Equality,Digital Skills,4,DK,0.8012889422270045,0.8012889422270045,0.8012889422270045,0.8012889422270045,0.8012889422270045,0.8012889422270045,0.8012889422270045,0.8012889422270045,0.8012889422270045,0.8012889422270045,0.7706201728429846,0.9822773987723635,0.9822773987723635,0.9822773987723635,0.9822773987723635,0.9822773987723635,0.9822773987723635,0.9822773987723635,0.9822773987723635,0.9822773987723635
Equality,Digital Skills,4,EE,0.7567725146765031,0.7567725146765031,0.7567725146765031,0.7567725146765031,0.7567725146765031,0.7567725146765031,0.7567725146765031,0.7567725146765031,0.7567725146765031,0.7567725146765031,0.7278075801745075,0.9791542772963534,0.9791542772963534,0.9791542772963534,0.9791542772963534,0.9791542772963534,0.9791542772963534,0.9791542772963534,0.9791542772963534,0.9791542772963534
Equality,Digital Skills,4,EL,0.4021438541664202,0.4021438541664202,0.4021438541664202,0.4021438541664202,0.4021438541664202,0.4021438541664202,0.4021438541664202,0.4021438541664202,0.4021438541664202,0.4021438541664202,0.3867520816450706,0.9542747340223277,0.9542747340223277,0.9542747340223277,0.9542747340223277,0.9542747340223277,0.9542747340223277,0.9542747340223277,0.9542747340223277,0.9542747340223277
Equality,Digital Skills,4,FI,0.5230704302065321,0.5230704302065321,0.5230704302065321,0.5230704302065321,0.5230704302065321,0.5230704302065321,0.5230704302065321,0.5230704302065321,0.5230704302065321,0.5230704302065321,0.5030502782361089,0.9856442943232689,0.9856442943232689,0.9856442943232689,0.9856442943232689,0.9856442943232689,0.9856442943232689,0.9856442943232689,0.9856442943232689,0.9856442943232689
Equality,Digital Skills,4,FR,0.7518027297415883,0.7518027297415883,0.7518027297415883,0.7518027297415883,0.7518027297415883,0.7518027297415883,0.7518027297415883,0.7518027297415883,0.7518027297415883,0.7518027297415883,0.723028010254458,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Equality,Digital Skills,4,HR,0.7760382357890053,0.7760382357890053,0.7760382357890053,0.7760382357890053,0.7760382357890053,0.7760382357890053,0.7760382357890053,0.7760382357890053,0.7760382357890053,0.7760382357890053,0.7463359193930652,0.9372459390476549,0.9372459390476549,0.9372459390476549,0.9372459390476549,0.9372459390476549,0.9372459390476549,0.9372459390476549,0.9372459390476549,0.9372459390476549
Equality,Digital Skills,4,HU,0.74839714080037,0.74839714080037,0.74839714080037,0.74839714080037,0.74839714080037,0.74839714080037,0.74839714080037,0.74839714080037,0.74839714080037,0.74839714080037,0.7197527678291479,0.9785666894897512,0.9785666894897512,0.9785666894897512,0.9785666894897512,0.9785666894897512,0.9785666894897512,0.9785666894897512,0.9785666894897512,0.9785666894897512
Equality,Digital Skills,4,IE,0.9026357142289719,0.9026357142289719,0.9026357142289719,0.9026357142289719,0.9026357142289719,0.9026357142289719,0.9026357142289719,0.9026357142289719,0.9026357142289719,0.9026357142289719,0.8680879685923848,0.9802080903470851,0.9802080903470851,0.9802080903470851,0.9802080903470851,0.9802080903470851,0.9802080903470851,0.9802080903470851,0.9802080903470851,0.9802080903470851
Equality,Digital Skills,4,IS,0.9930316187259047,0.9930316187259047,0.9930316187259047,0.9930316187259047,0.9930316187259047,0.9930316187259047,0.9930316187259047,0.9930316187259047,0.9930316187259047,0.9930316187259047,0.9550240335705403,0.9957294142145736,0.9957294142145736,0.9957294142145736,0.9957294142145736,0.9957294142145736,0.9957294142145736,0.9957294142145736,0.9957294142145736,0.9957294142145736
Equality,Digital Skills,4,IT,0.36806977819559417,0.36806977819559417,0.36806977819559417,0.36806977819559417,0.36806977819559417,0.36806977819559417,0.36806977819559417,0.36806977819559417,0.36806977819559417,0.36806977819559417,0.3539821669110369,0.9518842124936411,0.9518842124936411,0.9518842124936411,0.9518842124936411,0.9518842124936411,0.9518842124936411,0.9518842124936411,0.9518842124936411,0.9518842124936411
Equality,Digital Skills,4,LT,0.4299152202979697,0.4299152202979697,0.4299152202979697,0.4299152202979697,0.4299152202979697,0.4299152202979697,0.4299152202979697,0.4299152202979697,0.4299152202979697,0.4299152202979697,0.4134605183157436,0.9562230788189802,0.9562230788189802,0.9562230788189802,0.9562230788189802,0.9562230788189802,0.9562230788189802,0.9562230788189802,0.9562230788189802,0.9562230788189802
Equality,Digital Skills,4,LU,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9617257049638263,0.9962182921953024,0.9962182921953024,0.9962182921953024,0.9962182921953024,0.9962182921953024,0.9962182921953024,0.9962182921953024,0.9962182921953024,0.9962182921953024
