Country;Record;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
Sierra Leone;CBA_GgCO2eq;3.917904e+03;3.816237e+03;3.714571e+03;3.797290e+03;3.893665e+03;3.590025e+03;3.379677e+03;3.178710e+03;3.042047e+03;2.950092e+03;3.049387e+03;3.438858e+03;3.917589e+03;4.416643e+03;4.632956e+03;4.864201e+03;5.723717e+03;5.182899e+03;5.037983e+03;5.432813e+03;5.505650e+03;6.361389e+03;7.129595e+03;7.388121e+03;7.585447e+03;7.171784e+03;6.703963e+03;6.859451e+03;8.007178e+03;7.068692e+03;7.129240e+03;7.161670e+03;7.612386e+03
Singapore;CBA_GgCO2eq;4.779510e+04;5.266518e+04;5.753526e+04;6.460263e+04;7.320500e+04;7.865437e+04;9.729498e+04;9.191313e+04;8.868080e+04;9.073147e+04;1.104878e+05;1.037613e+05;9.881283e+04;1.078891e+05;1.206338e+05;1.260748e+05;1.431272e+05;1.531665e+05;1.701645e+05;1.597980e+05;1.663656e+05;1.689060e+05;1.777639e+05;1.785169e+05;1.753413e+05;1.817639e+05;1.049810e+05;1.090091e+05;1.075343e+05;1.040914e+05;1.018208e+05;1.013258e+05;9.839144e+04
Slovakia;CBA_GgCO2eq;1.324418e+05;1.006024e+05;6.876299e+04;6.048473e+04;5.486983e+04;5.325159e+04;5.885986e+04;5.559283e+04;5.985555e+04;5.640800e+04;5.376967e+04;5.746287e+04;5.728380e+04;5.884082e+04;6.059310e+04;6.207557e+04;6.515580e+04;6.628180e+04;6.702866e+04;6.025543e+04;6.319753e+04;6.342248e+04;6.146050e+04;5.943706e+04;5.644188e+04;5.740137e+04;4.485493e+04;4.615791e+04;5.401069e+04;4.985203e+04;4.900881e+04;5.102670e+04;4.749821e+04
Slovenia;CBA_GgCO2eq;2.007913e+04;1.788569e+04;1.569224e+04;1.643617e+04;1.730524e+04;1.904027e+04;1.940856e+04;1.949126e+04;1.986451e+04;1.958408e+04;1.903927e+04;1.978263e+04;2.013255e+04;2.080982e+04;2.169153e+04;2.193912e+04;2.263270e+04;2.378600e+04;2.448641e+04;2.126803e+04;2.168915e+04;2.166698e+04;2.064756e+04;1.989078e+04;1.853090e+04;1.883554e+04;1.535857e+04;1.569002e+04;1.757908e+04;1.676086e+04;1.660776e+04;1.610474e+04;1.640035e+04
Somalia;CBA_GgCO2eq;2.509782e+04;2.256666e+04;2.003549e+04;2.207104e+04;2.380114e+04;2.438199e+04;2.499672e+04;2.565976e+04;2.569582e+04;2.601339e+04;2.628602e+04;2.668454e+04;2.709932e+04;2.757219e+04;2.813801e+04;2.880148e+04;2.764416e+04;2.655050e+04;2.682723e+04;2.688764e+04;2.650066e+04;2.708641e+04;2.776639e+04;2.807448e+04;2.790674e+04;2.778742e+04;2.930278e+04;2.933790e+04;2.687114e+04;2.840701e+04;2.842699e+04;2.821353e+04;2.754213e+04
South Africa;CBA_GgCO2eq;3.098208e+05;3.014492e+05;2.930775e+05;3.034265e+05;3.274867e+05;3.431541e+05;3.442404e+05;3.563848e+05;3.540827e+05;3.503017e+05;3.732143e+05;3.628001e+05;3.711214e+05;3.960065e+05;4.233677e+05;4.251569e+05;4.358681e+05;4.539271e+05;4.418537e+05;4.301035e+05;4.485006e+05;4.622936e+05;4.514649e+05;4.492447e+05;1.924056e+05;4.529118e+05;4.511799e+05;4.435645e+05;4.476830e+05;4.548837e+05;4.412519e+05;4.380560e+05;4.423963e+05
South Sudan;CBA_GgCO2eq;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Spain;CBA_GgCO2eq;3.640981e+05;3.753595e+05;3.866210e+05;3.534851e+05;3.729965e+05;4.040872e+05;4.095318e+05;4.174393e+05;4.535297e+05;4.908023e+05;5.215335e+05;5.176415e+05;5.311852e+05;5.592583e+05;5.874501e+05;6.084033e+05;6.139090e+05;6.320330e+05;6.030046e+05;5.199937e+05;5.167000e+05;4.993493e+05;4.757736e+05;4.442298e+05;4.389665e+05;4.497941e+05;3.724526e+05;3.936111e+05;3.984730e+05;3.682870e+05;3.567227e+05;3.546235e+05;3.470203e+05
Sri Lanka;CBA_GgCO2eq;1.537693e+04;1.605376e+04;1.673059e+04;1.732445e+04;1.851436e+04;1.868461e+04;1.920588e+04;1.936966e+04;1.891663e+04;1.975331e+04;2.134590e+04;2.073490e+04;2.136547e+04;2.213092e+04;2.328593e+04;2.423627e+04;2.576719e+04;2.649160e+04;2.947763e+04;2.953254e+04;3.113889e+04;3.550669e+04;3.688217e+04;3.564360e+04;3.793807e+04;4.053314e+04;5.301449e+04;5.153004e+04;5.199835e+04;5.421420e+04;5.302539e+04;5.285165e+04;5.234435e+04
Sudan;CBA_GgCO2eq;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Suriname;CBA_GgCO2eq;3.783182e+03;3.725971e+03;3.668760e+03;3.994314e+03;3.384900e+03;3.178939e+03;3.365778e+03;3.313968e+03;3.076325e+03;2.847396e+03;2.693420e+03;2.992276e+03;2.307214e+03;2.522590e+03;2.690529e+03;2.763257e+03;2.743383e+03;2.775750e+03;3.101021e+03;3.266153e+03;3.646054e+03;3.794042e+03;4.100039e+03;4.218336e+03;4.191115e+03;4.056982e+03;2.883926e+03;2.898319e+03;3.358922e+03;3.451134e+03;3.322351e+03;3.390049e+03;3.667079e+03
Swaziland;CBA_GgCO2eq;3.920763e+03;4.227068e+03;4.533373e+03;4.658035e+03;4.885611e+03;5.150245e+03;5.066910e+03;5.298823e+03;5.269268e+03;5.275900e+03;5.325208e+03;5.460631e+03;5.362492e+03;6.121686e+03;6.187216e+03;6.174918e+03;6.005494e+03;6.123479e+03;5.936591e+03;6.358048e+03;6.152864e+03;6.111908e+03;6.137167e+03;6.251831e+03;3.618398e+03;5.632606e+03;4.453658e+03;4.051913e+03;4.603946e+03;4.543190e+03;4.292999e+03;4.322158e+03;4.368806e+03
Sweden;CBA_GgCO2eq;1.035724e+05;1.024183e+05;1.012643e+05;9.499289e+04;1.016255e+05;1.040280e+05;1.105687e+05;1.042090e+05;1.079577e+05;1.065493e+05;1.096343e+05;1.036414e+05;1.039343e+05;1.085359e+05;1.100907e+05;1.097317e+05;1.120073e+05;1.148336e+05;1.129983e+05;9.771290e+04;1.099131e+05;1.104659e+05;1.086640e+05;1.070227e+05;1.018598e+05;1.017350e+05;1.079333e+05;1.121551e+05;1.112487e+05;1.039104e+05;1.036457e+05;9.919881e+04;9.871911e+04
Switzerland;CBA_GgCO2eq;1.432523e+05;1.253099e+05;1.073675e+05;1.039936e+05;1.079597e+05;1.121958e+05;1.098160e+05;1.032401e+05;1.043713e+05;1.048011e+05;1.074996e+05;1.119624e+05;1.086670e+05;1.133837e+05;1.194626e+05;1.222433e+05;1.265785e+05;1.281070e+05;1.310112e+05;1.218231e+05;1.288843e+05;1.284519e+05;1.287842e+05;1.313837e+05;1.233246e+05;1.247458e+05;1.111294e+05;1.148882e+05;1.082511e+05;1.023041e+05;1.019289e+05;1.005846e+05;9.865993e+04
Syria;CBA_GgCO2eq;6.185530e+04;6.281814e+04;6.378099e+04;6.835453e+04;6.828803e+04;6.527782e+04;6.605818e+04;6.424679e+04;6.600592e+04;6.833150e+04;6.724083e+04;6.330228e+04;5.351644e+04;6.193165e+04;6.106422e+04;5.954199e+04;6.438472e+04;7.729248e+04;7.897718e+04;7.653295e+04;7.668973e+04;7.350340e+04;5.738637e+04;4.600133e+04;4.193310e+04;4.151283e+04;4.068956e+04;3.820053e+04;4.434642e+04;4.486466e+04;4.234104e+04;4.269159e+04;3.803759e+04
Taiwan;CBA_GgCO2eq;1.900864e+05;1.898477e+05;1.896091e+05;1.955137e+05;1.965776e+05;1.921209e+05;1.984010e+05;1.968255e+05;2.109054e+05;2.086613e+05;1.828970e+05;2.167629e+05;2.181193e+05;2.160397e+05;2.008764e+05;1.989859e+05;1.948366e+05;1.900652e+05;1.761019e+05;1.707651e+05;1.745193e+05;1.739030e+05;1.694353e+05;1.701988e+05;1.717737e+05;1.695214e+05;1.915061e+05;1.815379e+05;1.564534e+05;1.419869e+05;1.390800e+05;1.457286e+05;1.494669e+05
Tajikistan;CBA_GgCO2eq;2.531290e+04;2.380907e+04;2.230523e+04;2.038131e+04;1.451131e+04;1.206039e+04;9.004242e+03;8.498431e+03;7.846455e+03;7.589878e+03;6.521361e+03;6.818554e+03;6.784925e+03;7.255857e+03;8.438787e+03;8.224328e+03;9.628511e+03;9.486488e+03;9.916682e+03;1.041962e+04;1.079624e+04;1.142023e+04;1.243849e+04;1.296335e+04;1.334719e+04;1.460349e+04;1.431377e+04;1.444175e+04;1.498704e+04;1.628446e+04;1.589012e+04;1.624047e+04;1.676980e+04
Thailand;CBA_GgCO2eq;1.577470e+05;1.674585e+05;1.771700e+05;1.990418e+05;2.203776e+05;2.364071e+05;2.515386e+05;2.364113e+05;2.009161e+05;2.141115e+05;2.164874e+05;2.289177e+05;2.390257e+05;2.516083e+05;2.682463e+05;2.621473e+05;2.854951e+05;3.005274e+05;3.077922e+05;3.049381e+05;3.393621e+05;3.422832e+05;3.578763e+05;3.744676e+05;3.647787e+05;3.679539e+05;3.150408e+05;3.127820e+05;3.238215e+05;3.041247e+05;2.992212e+05;2.911213e+05;2.832797e+05
TFYR Macedonia;CBA_GgCO2eq;1.305481e+04;1.208397e+04;1.111313e+04;1.189448e+04;1.195012e+04;1.211710e+04;1.156908e+04;1.122575e+04;1.258809e+04;1.232236e+04;1.235219e+04;1.189684e+04;1.209887e+04;1.194508e+04;1.212991e+04;1.270260e+04;1.230571e+04;1.317891e+04;1.374134e+04;1.336253e+04;1.336061e+04;1.376924e+04;1.374436e+04;1.311067e+04;1.272813e+04;1.259713e+04;1.014096e+04;1.021710e+04;1.068203e+04;1.120279e+04;1.024878e+04;1.058790e+04;1.073494e+04
Togo;CBA_GgCO2eq;6.805899e+03;6.494724e+03;6.183550e+03;5.855753e+03;6.057644e+03;5.927210e+03;6.861603e+03;7.280570e+03;6.785360e+03;7.668211e+03;6.923759e+03;7.270272e+03;7.663867e+03;8.251238e+03;8.479243e+03;8.630690e+03;8.311720e+03;8.228654e+03;8.495238e+03;1.016735e+04;1.075212e+04;1.037662e+04;1.138489e+04;1.101184e+04;1.191419e+04;1.252423e+04;1.178916e+04;1.166230e+04;1.254351e+04;1.254946e+04;1.306350e+04;1.342772e+04;1.354584e+04
Trinidad and Tobago;CBA_GgCO2eq;2.262019e+04;2.148184e+04;2.034349e+04;1.753133e+04;1.753384e+04;1.728622e+04;1.825154e+04;1.887777e+04;1.812425e+04;2.022694e+04;1.751650e+04;2.241413e+04;2.296939e+04;2.649393e+04;2.756022e+04;3.211340e+04;3.379581e+04;3.548391e+04;3.632901e+04;3.540380e+04;3.176051e+04;3.014610e+04;3.189259e+04;3.188326e+04;3.367812e+04;3.440004e+04;4.140611e+04;4.105369e+04;3.895510e+04;3.754893e+04;3.172392e+04;3.018572e+04;3.259566e+04
Tunisia;CBA_GgCO2eq;2.300588e+04;2.434870e+04;2.569152e+04;2.700448e+04;2.650995e+04;2.697498e+04;2.844240e+04;2.809635e+04;2.966422e+04;3.089541e+04;3.220777e+04;3.328899e+04;3.275491e+04;3.339934e+04;3.484672e+04;3.524975e+04;3.614332e+04;3.781340e+04;4.012712e+04;3.895015e+04;4.185688e+04;4.068497e+04;4.182908e+04;4.145285e+04;4.153436e+04;4.300354e+04;3.656268e+04;3.602654e+04;3.178283e+04;3.100569e+04;2.958507e+04;3.146180e+04;3.110463e+04
Turkey;CBA_GgCO2eq;2.359213e+05;2.443687e+05;2.528160e+05;2.694931e+05;2.475956e+05;2.730330e+05;2.986993e+05;3.113642e+05;3.210692e+05;3.115199e+05;3.409213e+05;3.031644e+05;3.157149e+05;3.430830e+05;3.652785e+05;3.907969e+05;4.225584e+05;4.615201e+05;4.632920e+05;4.449324e+05;4.722405e+05;5.173058e+05;5.277157e+05;5.246584e+05;5.302233e+05;5.495373e+05;4.894972e+05;5.055457e+05;4.794343e+05;4.696000e+05;4.877937e+05;5.045563e+05;4.852738e+05
Turkmenistan;CBA_GgCO2eq;6.069889e+04;5.451863e+04;4.833837e+04;4.805290e+04;4.311796e+04;4.199957e+04;3.917065e+04;3.063015e+04;3.417615e+04;4.665130e+04;5.343948e+04;5.689102e+04;5.989292e+04;6.923794e+04;7.059446e+04;7.099518e+04;6.854957e+04;7.165451e+04;7.479092e+04;6.654385e+04;6.882760e+04;7.697775e+04;8.060899e+04;8.901215e+04;8.565626e+04;8.733942e+04;1.049482e+05;9.904330e+04;1.034854e+05;8.731005e+04;9.539740e+04;9.345785e+04;1.016677e+05
Former USSR;CBA_GgCO2eq;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Uganda;CBA_GgCO2eq;1.893390e+04;1.939397e+04;1.985404e+04;2.050432e+04;2.065762e+04;2.136597e+04;2.241499e+04;2.268118e+04;2.405227e+04;2.373503e+04;2.391899e+04;2.467277e+04;2.543085e+04;2.765550e+04;2.832493e+04;3.081778e+04;3.009789e+04;3.360283e+04;4.033866e+04;4.063368e+04;4.336109e+04;4.393512e+04;4.577014e+04;4.569204e+04;4.643770e+04;4.839402e+04;4.704438e+04;4.887447e+04;4.938859e+04;4.985515e+04;4.928163e+04;5.042656e+04;5.010810e+04
Ukraine;CBA_GgCO2eq;9.437116e+05;7.627912e+05;5.818707e+05;5.451103e+05;4.822032e+05;4.428623e+05;4.023917e+05;3.759474e+05;3.434061e+05;3.161287e+05;2.980526e+05;3.175814e+05;3.079261e+05;3.191484e+05;3.272213e+05;3.324190e+05;3.614131e+05;3.823221e+05;3.544271e+05;3.112847e+05;3.312319e+05;3.554173e+05;3.529179e+05;3.428518e+05;3.078981e+05;2.844049e+05;2.414535e+05;2.245962e+05;2.656096e+05;2.619460e+05;2.556964e+05;2.577453e+05;2.521204e+05
UAE;CBA_GgCO2eq;5.202172e+04;6.016671e+04;6.831171e+04;8.231113e+04;9.217296e+04;9.213313e+04;1.038477e+05;1.087921e+05;1.128527e+05;1.176121e+05;1.443579e+05;1.323667e+05;1.275188e+05;1.550532e+05;1.750244e+05;1.878447e+05;1.990982e+05;2.210511e+05;2.450274e+05;2.403851e+05;2.331064e+05;2.454221e+05;2.751295e+05;2.810011e+05;2.739533e+05;2.893380e+05;1.945485e+05;1.828583e+05;1.862822e+05;1.822531e+05;1.753975e+05;1.777339e+05;1.863567e+05
UK;CBA_GgCO2eq;9.048360e+05;8.950952e+05;8.853544e+05;8.627571e+05;8.777961e+05;8.826040e+05;9.259072e+05;9.524200e+05;9.633996e+05;9.496389e+05;9.583251e+05;9.534130e+05;9.416053e+05;9.690438e+05;1.002887e+06;1.014574e+06;1.046511e+06;1.046446e+06;1.003791e+06;8.772141e+05;9.132416e+05;8.714594e+05;8.867154e+05;8.709021e+05;8.013305e+05;7.945673e+05;6.993642e+05;6.937044e+05;6.609711e+05;6.274546e+05;6.106897e+05;6.088911e+05;6.102791e+05
Tanzania;CBA_GgCO2eq;4.140231e+04;4.197005e+04;4.253780e+04;4.377323e+04;4.447012e+04;4.777256e+04;4.574002e+04;4.563973e+04;4.951583e+04;5.095662e+04;4.913382e+04;5.104164e+04;5.534911e+04;6.028844e+04;6.012479e+04;6.410856e+04;6.244752e+04;6.532249e+04;6.711265e+04;6.743997e+04;7.077092e+04;7.353448e+04;7.583941e+04;8.001510e+04;8.080432e+04;8.628546e+04;8.830138e+04;9.089673e+04;9.098311e+04;9.168584e+04;9.212662e+04;9.357750e+04;9.839277e+04
USA;CBA_GgCO2eq;6.630991e+06;6.655240e+06;6.679489e+06;6.817758e+06;7.012227e+06;7.107749e+06;7.400096e+06;7.607694e+06;8.063166e+06;8.210933e+06;8.514666e+06;8.445655e+06;8.494960e+06;8.602554e+06;8.870748e+06;9.007229e+06;9.048281e+06;9.053511e+06;8.725014e+06;7.881532e+06;8.216232e+06;8.092711e+06;7.871503e+06;7.991559e+06;7.902756e+06;7.713015e+06;7.705731e+06;7.784480e+06;7.810700e+06;7.335654e+06;6.966506e+06;6.953330e+06;6.698194e+06
Uruguay;CBA_GgCO2eq;2.722374e+04;2.904089e+04;3.085804e+04;3.097214e+04;3.074544e+04;3.113603e+04;3.352503e+04;3.552471e+04;3.531282e+04;3.487405e+04;3.153033e+04;3.252684e+04;3.314752e+04;3.219394e+04;3.336573e+04;3.526032e+04;3.879308e+04;3.826262e+04;4.254057e+04;3.969067e+04;3.790160e+04;3.887065e+04;3.933827e+04;3.934134e+04;3.896466e+04;3.923679e+04;3.369355e+04;3.338651e+04;3.305515e+04;3.189005e+04;3.139653e+04;3.098415e+04;3.157455e+04
Uzbekistan;CBA_GgCO2eq;2.119199e+05;1.871435e+05;1.623672e+05;1.957688e+05;1.869176e+05;1.801029e+05;1.855339e+05;1.730283e+05;1.716718e+05;1.842497e+05;1.916951e+05;1.843687e+05;1.882770e+05;1.847957e+05;1.818289e+05;1.803509e+05;2.006767e+05;2.017525e+05;2.124792e+05;2.035938e+05;1.948614e+05;1.971036e+05;2.001276e+05;1.959909e+05;1.837441e+05;1.864438e+05;1.917320e+05;1.819661e+05;1.857299e+05;1.859726e+05;1.761202e+05;1.696892e+05;1.657009e+05
Vanuatu;CBA_GgCO2eq;6.699238e+02;6.443180e+02;6.187121e+02;6.196322e+02;6.679787e+02;6.599282e+02;6.651738e+02;6.715519e+02;6.028936e+02;6.505945e+02;5.235276e+02;6.359698e+02;6.457556e+02;6.520891e+02;6.435795e+02;6.738543e+02;6.706499e+02;7.733726e+02;8.154761e+02;8.204045e+02;8.407772e+02;8.775062e+02;8.408876e+02;8.462327e+02;8.444745e+02;7.875525e+02;4.065240e+02;4.140183e+02;6.566185e+02;6.530216e+02;6.353848e+02;6.325100e+02;5.712391e+02
Venezuela;CBA_GgCO2eq;1.542906e+05;1.525657e+05;1.508408e+05;1.610883e+05;1.583283e+05;1.699526e+05;1.623116e+05;1.850940e+05;2.157897e+05;2.170976e+05;1.999443e+05;2.217606e+05;2.260578e+05;2.103464e+05;1.895108e+05;2.034917e+05;2.082380e+05;2.100722e+05;2.282507e+05;2.336341e+05;2.384621e+05;2.160163e+05;2.408728e+05;2.353057e+05;2.311637e+05;2.228669e+05;2.857702e+05;2.733375e+05;2.200266e+05;1.789557e+05;1.682265e+05;1.669397e+05;1.462534e+05
Viet Nam;CBA_GgCO2eq;6.455046e+04;6.824082e+04;7.193118e+04;7.960010e+04;8.685429e+04;9.210752e+04;9.952318e+04;1.020178e+05;1.097044e+05;1.136965e+05;1.202749e+05;1.307208e+05;1.423289e+05;1.565397e+05;1.680153e+05;1.779452e+05;1.906924e+05;2.072932e+05;2.258019e+05;2.381835e+05;2.546189e+05;2.607021e+05;2.739459e+05;2.890756e+05;2.730989e+05;2.952767e+05;2.067948e+05;2.052654e+05;2.264557e+05;2.402849e+05;2.313402e+05;2.285135e+05;2.373877e+05
Yemen;CBA_GgCO2eq;2.227152e+04;2.450865e+04;2.674577e+04;2.609955e+04;2.382382e+04;2.083370e+04;1.964327e+04;2.052764e+04;2.182969e+04;2.358190e+04;2.393785e+04;2.577633e+04;2.497212e+04;2.693215e+04;2.765049e+04;2.805919e+04;3.030537e+04;3.089504e+04;3.151123e+04;3.570214e+04;3.361364e+04;3.531315e+04;3.736985e+04;4.695771e+04;4.649392e+04;3.344865e+04;3.441889e+04;3.405052e+04;4.016778e+04;4.146867e+04;4.024303e+04;4.025288e+04;4.534253e+04
Zambia;CBA_GgCO2eq;2.674124e+04;2.706879e+04;2.739634e+04;2.716804e+04;2.658942e+04;2.554720e+04;2.473128e+04;2.572795e+04;2.705533e+04;2.613801e+04;2.429425e+04;2.458409e+04;2.654191e+04;2.944499e+04;2.976471e+04;3.140680e+04;2.961878e+04;2.881766e+04;3.062718e+04;2.930133e+04;2.953857e+04;2.896767e+04;3.186835e+04;3.280876e+04;2.993904e+04;3.321323e+04;3.790080e+04;3.634677e+04;3.673596e+04;3.870851e+04;3.756764e+04;3.774821e+04;3.916851e+04
Zimbabwe;CBA_GgCO2eq;2.609660e+04;2.618288e+04;2.626916e+04;2.328107e+04;2.495662e+04;2.951997e+04;3.769258e+04;4.305143e+04;4.459282e+04;5.477574e+04;5.097530e+04;4.793571e+04;3.938235e+04;3.289551e+04;2.676207e+04;2.255541e+04;1.677345e+04;1.549150e+04;1.341256e+04;1.343004e+04;1.651114e+04;2.658048e+03;2.854885e+03;2.934539e+03;1.742880e+03;2.921383e+03;2.371502e+04;2.359823e+04;2.543294e+04;2.519452e+04;2.382682e+04;2.428941e+04;2.244673e+04
Rest of World;CBA_GgCO2eq;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
