Zone,Sector,Scenario,Year,CO2_2015,CO2_2040,CO2_2050,Population,Volume,Energy,CO2,Population_Intensity,Sufficiency_Intensity,Energy_Efficiency_Intensity,Carbon_Intensity
EU,Buildings - Residential,EU Commission LIFE Scenario,2040,598.0324185250304,44.818745518918085,1.0449133999395972,443.0,21519.7169,144.32092796660663,44.81874551891808,443.0,48.57723905191873,0.006706451048461824,0.31054917779691915
EU,Buildings - Residential,EU Commission LIFE Scenario,2050,598.0324185250304,44.818745518918085,1.0449133999395972,440.0,22408.9614,133.6031142103538,1.0449133999395972,440.0,50.92945772727273,0.005962039553084946,0.007821025775599922
EU,Buildings - Services,EU Commission Fit-for-55,2015,443.0446894568396,59.047903075647056,-7.83708783100021,445.0,9642.878,129.62521295331769,443.0446894568396,445.0,21.669388764044946,0.013442585600825568,3.41788977130857
EU,Buildings - Services,EU Commission Fit-for-55,2040,443.0446894568396,59.047903075647056,-7.83708783100021,443.0,11667.882380000001,93.23920146866114,59.047903075647056,443.0,26.338334943566593,0.007991098849992103,0.6332948174753921
EU,Buildings - Services,EU Commission Fit-for-55,2050,443.0446894568396,59.047903075647056,-7.83708783100021,440.0,12150.02628,89.19522916212311,-7.837087831000209,440.0,27.61369609090909,0.007341155245807675,-0.0878644284522814
EU,Buildings - Services,EU Commission >85% Decrease by 2040,2015,443.0446894568396,23.0773182958273,-8.033999315658608,445.0,9642.878,129.62521295331769,443.0446894568396,445.0,21.669388764044946,0.013442585600825568,3.41788977130857
EU,Buildings - Services,EU Commission >85% Decrease by 2040,2040,443.0446894568396,23.0773182958273,-8.033999315658608,443.0,11667.882380000001,90.42024874429404,23.0773182958273,443.0,26.338334943566593,0.00774949950637864,0.2552229021299125
EU,Buildings - Services,EU Commission >85% Decrease by 2040,2050,443.0446894568396,23.0773182958273,-8.033999315658608,440.0,12150.02628,88.82042503118375,-8.033999315658608,440.0,27.61369609090909,0.007310307235910254,-0.09045216021920602
EU,Buildings - Services,EU Commission >90% Decrease by 2040,2015,443.0446894568396,13.473698124268132,-8.036550848614091,445.0,9642.878,129.62521295331769,443.0446894568396,445.0,21.669388764044946,0.013442585600825568,3.41788977130857
EU,Buildings - Services,EU Commission >90% Decrease by 2040,2040,443.0446894568396,13.473698124268132,-8.036550848614091,443.0,11667.882380000001,87.81450005857397,13.47369812426813,443.0,26.338334943566593,0.00752617289055788,0.15343363698797938
EU,Buildings - Services,EU Commission >90% Decrease by 2040,2050,443.0446894568396,13.473698124268132,-8.036550848614091,440.0,12150.02628,88.22223415282134,-8.03655084861409,440.0,27.61369609090909,0.0072610735252517785,-0.09109439276603358
EU,Buildings - Services,EU Commission LIFE Scenario,2015,443.0446894568396,21.753195035168385,-1.5400561983450425,445.0,9642.878,129.62521295331769,443.0446894568396,445.0,21.669388764044946,0.013442585600825568,3.41788977130857
EU,Buildings - Services,EU Commission LIFE Scenario,2040,443.0446894568396,21.753195035168385,-1.5400561983450425,443.0,11667.882380000001,87.1515112309944,21.753195035168385,443.0,26.338334943566593,0.007469351197813017,0.24960204049143464
EU,Buildings - Services,EU Commission LIFE Scenario,2050,443.0446894568396,21.753195035168385,-1.5400561983450425,440.0,12150.02628,85.43522853567835,-1.5400561983450427,440.0,27.61369609090909,0.0070316908430323455,-0.018026008998172274
EU,Transport - Passenger cars,EU Commission Fit-for-55,2015,514.410388695457,95.56378449451947,1.2915241860795634,445.0,4.101014487537584,179.92259958054873,514.410388695457,445.0,0.009215762893342885,43.87270518729174,2.859064897320822
EU,Transport - Passenger cars,EU Commission Fit-for-55,2040,514.410388695457,95.56378449451947,1.2915241860795634,443.0,4.960908091818853,72.85787607533224,95.56378449451945,443.0,0.011198438130516597,14.686399087998392,1.3116465870582088
EU,Transport - Passenger cars,EU Commission Fit-for-55,2050,514.410388695457,95.56378449451947,1.2915241860795634,440.0,4.987425622259865,45.68794771210612,1.2915241860795634,440.0,0.011335058232408783,9.160627380224337,0.02826837822127307
EU,Transport - Passenger cars,EU Commission >85% Decrease by 2040,2015,514.410388695457,71.85210284945595,1.1351129831870133,445.0,4.101014487537584,179.92259958054873,514.410388695457,445.0,0.009215762893342885,43.87270518729174,2.859064897320822
EU,Transport - Passenger cars,EU Commission >85% Decrease by 2040,2040,514.410388695457,71.85210284945595,1.1351129831870133,443.0,4.934472932594551,72.4172886881971,71.85210284945595,443.0,0.011138765084863547,14.675790034199258,0.992195429448144
EU,Transport - Passenger cars,EU Commission >85% Decrease by 2040,2050,514.410388695457,71.85210284945595,1.1351129831870133,440.0,4.9779167979450225,45.57259141619135,1.1351129831870133,440.0,0.01131344726805687,9.154952416039691,0.02490779979616701
EU,Transport - Passenger cars,EU Commission >90% Decrease by 2040,2015,514.410388695457,60.37427653542714,0.8383861978686048,445.0,4.101014487537584,179.92259958054873,514.410388695457,445.0,0.009215762893342885,43.87270518729174,2.859064897320822
EU,Transport - Passenger cars,EU Commission >90% Decrease by 2040,2040,514.410388695457,60.37427653542714,0.8383861978686048,443.0,4.912581384903935,71.63525368446507,60.37427653542716,443.0,0.011089348498654481,14.581998357237575,0.8428011827997477
EU,Transport - Passenger cars,EU Commission >90% Decrease by 2040,2050,514.410388695457,60.37427653542714,0.8383861978686048,440.0,4.966298347602851,45.36305040908772,0.8383861978686047,440.0,0.011287041699097387,9.13417745653233,0.018481697996672822
EU,Transport - Passenger cars,EU Commission LIFE Scenario,2015,514.410388695457,69.07706325294701,1.5364192075427365,445.0,4.101014487537584,179.92259958054873,514.410388695457,445.0,0.009215762893342885,43.87270518729174,2.859064897320822
EU,Transport - Passenger cars,EU Commission LIFE Scenario,2040,514.410388695457,69.07706325294701,1.5364192075427365,443.0,4.709948627172854,68.04573249546145,69.07706325294701,443.0,0.01063193821032247,14.447234541559295,1.01515643552745
EU,Transport - Passenger cars,EU Commission LIFE Scenario,2050,514.410388695457,69.07706325294701,1.5364192075427365,440.0,4.72403101962372,39.48644278571864,1.5364192075427365,440.0,0.010736434135508453,8.358633256574981,0.038910043527608545
EU,Transport - Rail,EU Commission Fit-for-55,2015,4.3015632021700005,1.622585229620983,0.03018625000002814,445.0,0.45999999999999996,5.444049783741232,4.3015632021700005,445.0,0.0010337078651685393,11.834890834220069,0.790140313377866
EU,Transport - Rail,EU Commission Fit-for-55,2040,4.3015632021700005,1.622585229620983,0.03018625000002814,443.0,0.76,7.786711291128518,1.6225852296209833,443.0,0.0017155756207674945,10.245672751484891,0.2083787582402871
EU,Transport - Rail,EU Commission Fit-for-55,2050,4.3015632021700005,1.622585229620983,0.03018625000002814,440.0,0.84,8.044645853610307,0.030186250000028145,440.0,0.0019090909090909091,9.57695934953608,0.0037523404447295885
EU,Transport - Rail,EU Commission >85% Decrease by 2040,2015,4.3015632021700005,1.1618414331356421,0.02008314125372926,445.0,0.45999999999999996,5.444049783741232,4.3015632021700005,445.0,0.0010337078651685393,11.834890834220069,0.790140313377866
EU,Transport - Rail,EU Commission >85% Decrease by 2040,2040,4.3015632021700005,1.1618414331356421,0.02008314125372926,443.0,0.76,7.810378991406739,1.1618414331356421,443.0,0.0017155756207674945,10.276814462377288,0.14875608909810162
EU,Transport - Rail,EU Commission >85% Decrease by 2040,2050,4.3015632021700005,1.1618414331356421,0.02008314125372926,440.0,0.85,8.09841980648613,0.02008314125372926,440.0,0.0019318181818181817,9.527552713513094,0.002479883944475737
EU,Transport - Rail,EU Commission >90% Decrease by 2040,2015,4.3015632021700005,0.962855221105031,0.00101858121197442,445.0,0.45999999999999996,5.444049783741232,4.3015632021700005,445.0,0.0010337078651685393,11.834890834220069,0.790140313377866
EU,Transport - Rail,EU Commission >90% Decrease by 2040,2040,4.3015632021700005,0.962855221105031,0.00101858121197442,443.0,0.77,7.860910619438778,0.9628552211050311,443.0,0.0017381489841986457,10.208974830439972,0.12248647360574785
EU,Transport - Rail,EU Commission >90% Decrease by 2040,2050,4.3015632021700005,0.962855221105031,0.00101858121197442,440.0,0.86,8.194613092391025,0.00101858121197442,440.0,0.0019545454545454545,9.528619874873286,0.00012429887787139175
EU,Transport - Rail,EU Commission LIFE Scenario,2015,4.3015632021700005,1.133054678131417,0.056591203356048114,445.0,0.45999999999999996,5.444049783741232,4.3015632021700005,445.0,0.0010337078651685393,11.834890834220069,0.790140313377866
EU,Transport - Rail,EU Commission LIFE Scenario,2040,4.3015632021700005,1.133054678131417,0.056591203356048114,443.0,0.8,8.062957948737548,1.1330546781314172,443.0,0.0018058690744920994,10.078697435921935,0.14052593171576994
EU,Transport - Rail,EU Commission LIFE Scenario,2050,4.3015632021700005,1.133054678131417,0.056591203356048114,440.0,0.9100000000000001,8.40984035025361,0.05659120335604811,440.0,0.0020681818181818184,9.241582802476493,0.006729165001847096
EU,Industry - Steel industry,EU Commission Fit-for-55,2015,67.9768649669935,15.610206446942149,2.0,445.0,150.485,26.250302000000005,67.97686496699352,445.0,0.33816853932584273,0.17443799714257235,2.5895650635559737
EU,Industry - Steel industry,EU Commission Fit-for-55,2040,67.9768649669935,15.610206446942149,2.0,443.0,130.808989,18.75975284605489,15.610206446942147,443.0,0.2952798848758465,0.14341333106744591,0.8321115195408835
EU,Industry - Steel industry,EU Commission Fit-for-55,2050,67.9768649669935,15.610206446942149,2.0,440.0,116.079084,16.0,2.0,440.0,0.2638161,0.13783706287689176,0.125
EU,Industry - Steel industry,EU Commission >85% Decrease by 2040,2015,67.9768649669935,13.06759732079569,2.0,445.0,150.485,26.250302000000005,67.97686496699352,445.0,0.33816853932584273,0.17443799714257235,2.5895650635559737
EU,Industry - Steel industry,EU Commission >85% Decrease by 2040,2040,67.9768649669935,13.06759732079569,2.0,443.0,130.808989,18.75975284605489,13.067597320795691,443.0,0.2952798848758465,0.14341333106744591,0.6965761984195735
EU,Industry - Steel industry,EU Commission >85% Decrease by 2040,2050,67.9768649669935,13.06759732079569,2.0,440.0,116.079084,16.0,2.0,440.0,0.2638161,0.13783706287689176,0.125
EU,Industry - Steel industry,EU Commission >90% Decrease by 2040,2015,67.9768649669935,10.09411414751205,2.0,445.0,150.485,26.250302000000005,67.97686496699352,445.0,0.33816853932584273,0.17443799714257235,2.5895650635559737
EU,Industry - Steel industry,EU Commission >90% Decrease by 2040,2040,67.9768649669935,10.09411414751205,2.0,443.0,130.808989,17.886763602452792,10.094114147512052,443.0,0.2952798848758465,0.13673956001947843,0.5643342961231878
EU,Industry - Steel industry,EU Commission >90% Decrease by 2040,2050,67.9768649669935,10.09411414751205,2.0,440.0,116.079084,16.0,2.0,440.0,0.2638161,0.13783706287689176,0.125
EU,Industry - Steel industry,EU Commission LIFE Scenario,2015,67.9768649669935,11.160506651932879,2.0,445.0,150.485,26.250302000000005,67.97686496699352,445.0,0.33816853932584273,0.17443799714257235,2.5895650635559737
EU,Industry - Steel industry,EU Commission LIFE Scenario,2040,67.9768649669935,11.160506651932879,2.0,443.0,130.808989,17.000000000000004,11.160506651932879,443.0,0.2952798848758465,0.12996048765425441,0.6565003912901693
EU,Industry - Steel industry,EU Commission LIFE Scenario,2050,67.9768649669935,11.160506651932879,2.0,440.0,116.079084,14.000000000000002,2.0,440.0,0.2638161,0.12060743001728029,0.14285714285714285
EU,Industry - Non-ferrous metal industry,EU Commission Fit-for-55,2015,10.0,4.0,0.0,445.0,4.48,9.000000000000002,10.0,445.0,0.01006741573033708,2.008928571428571,1.1111111111111112
EU,Industry - Non-ferrous metal industry,EU Commission Fit-for-55,2040,10.0,4.0,0.0,443.0,3.9999999999999996,6.999999999999999,3.9999999999999996,443.0,0.009029345372460496,1.75,0.5714285714285714
EU,Industry - Non-ferrous metal industry,EU Commission Fit-for-55,2050,10.0,4.0,0.0,440.0,4.0,6.999999999999999,0.0,440.0,0.00909090909090909,1.75,0.0
EU,Industry - Non-ferrous metal industry,EU Commission >85% Decrease by 2040,2015,10.0,3.0,0.0,445.0,4.48,9.000000000000002,10.0,445.0,0.01006741573033708,2.008928571428571,1.1111111111111112
EU,Industry - Non-ferrous metal industry,EU Commission >85% Decrease by 2040,2040,10.0,3.0,0.0,443.0,3.9999999999999996,6.999999999999999,3.0,443.0,0.009029345372460496,1.75,0.42857142857142855
EU,Industry - Non-ferrous metal industry,EU Commission >85% Decrease by 2040,2050,10.0,3.0,0.0,440.0,4.0,6.999999999999999,0.0,440.0,0.00909090909090909,1.75,0.0
EU,Industry - Non-ferrous metal industry,EU Commission >90% Decrease by 2040,2015,10.0,3.0,0.0,445.0,4.48,9.000000000000002,10.0,445.0,0.01006741573033708,2.008928571428571,1.1111111111111112
EU,Industry - Non-ferrous metal industry,EU Commission >90% Decrease by 2040,2040,10.0,3.0,0.0,443.0,3.9999999999999996,6.999999999999999,3.0,443.0,0.009029345372460496,1.75,0.42857142857142855
EU,Industry - Non-ferrous metal industry,EU Commission >90% Decrease by 2040,2050,10.0,3.0,0.0,440.0,4.0,6.999999999999999,0.0,440.0,0.00909090909090909,1.75,0.0
EU,Industry - Non-ferrous metal industry,EU Commission LIFE Scenario,2015,10.0,3.0,0.0,445.0,4.48,9.000000000000002,10.0,445.0,0.01006741573033708,2.008928571428571,1.1111111111111112
EU,Industry - Non-ferrous metal industry,EU Commission LIFE Scenario,2040,10.0,3.0,0.0,443.0,3.9999999999999996,6.999999999999999,3.0,443.0,0.009029345372460496,1.75,0.42857142857142855
EU,Industry - Non-ferrous metal industry,EU Commission LIFE Scenario,2050,10.0,3.0,0.0,440.0,4.0,6.0,0.0,440.0,0.00909090909090909,1.5,0.0
EU,Industry - Chemicals industry,EU Commission Fit-for-55,2015,78.0,13.0,2.0,445.0,15.410000000000002,51.0,77.99999999999999,445.0,0.03462921348314607,3.3095392602206357,1.5294117647058822
EU,Industry - Chemicals industry,EU Commission Fit-for-55,2040,78.0,13.0,2.0,443.0,12.0,35.21823483338306,12.999999999999998,443.0,0.02708803611738149,2.934852902781922,0.3691269611183753
EU,Industry - Chemicals industry,EU Commission Fit-for-55,2050,78.0,13.0,2.0,440.0,11.0,35.45909246616908,2.0000000000000004,440.0,0.025,3.223553860560825,0.056403022776405416
EU,Industry - Chemicals industry,EU Commission >85% Decrease by 2040,2015,78.0,10.0,2.0,445.0,15.410000000000002,51.0,77.99999999999999,445.0,0.03462921348314607,3.3095392602206357,1.5294117647058822
EU,Industry - Chemicals industry,EU Commission >85% Decrease by 2040,2040,78.0,10.0,2.0,443.0,12.0,35.92573966899495,9.999999999999998,443.0,0.02708803611738149,2.9938116390829124,0.27835195857165096
EU,Industry - Chemicals industry,EU Commission >85% Decrease by 2040,2050,78.0,10.0,2.0,440.0,11.0,35.331390041583205,2.0,440.0,0.025,3.2119445492348366,0.056606886897065306
EU,Industry - Chemicals industry,EU Commission >90% Decrease by 2040,2015,78.0,8.0,2.0,445.0,15.410000000000002,51.0,77.99999999999999,445.0,0.03462921348314607,3.3095392602206357,1.5294117647058822
EU,Industry - Chemicals industry,EU Commission >90% Decrease by 2040,2040,78.0,8.0,2.0,443.0,12.0,35.67717256814364,8.0,443.0,0.02708803611738149,2.97309771401197,0.22423301579518237
EU,Industry - Chemicals industry,EU Commission >90% Decrease by 2040,2050,78.0,8.0,2.0,440.0,11.0,35.331390041583205,2.0,440.0,0.025,3.2119445492348366,0.056606886897065306
EU,Industry - Chemicals industry,EU Commission LIFE Scenario,2015,78.0,9.0,2.0,445.0,15.410000000000002,51.0,77.99999999999999,445.0,0.03462921348314607,3.3095392602206357,1.5294117647058822
EU,Industry - Chemicals industry,EU Commission LIFE Scenario,2040,78.0,9.0,2.0,443.0,12.0,35.36238226991979,9.0,443.0,0.02708803611738149,2.946865189159983,0.25450774021114647
EU,Industry - Chemicals industry,EU Commission LIFE Scenario,2050,78.0,9.0,2.0,440.0,11.0,32.5870927166396,2.0,440.0,0.025,2.9624629742399637,0.061373992991364985
EU,Industry - Non-Metallic Minerals industry,EU Commission Fit-for-55,2015,87.0,33.0,1.0,445.0,196.22,32.0,87.00000000000001,445.0,0.4409438202247191,0.16308225461217002,2.71875
EU,Industry - Non-Metallic Minerals industry,EU Commission Fit-for-55,2040,87.0,33.0,1.0,443.0,205.0,26.0,33.0,443.0,0.46275395033860045,0.12682926829268293,1.2692307692307692
EU,Industry - Non-Metallic Minerals industry,EU Commission Fit-for-55,2050,87.0,33.0,1.0,440.0,190.0,26.000000000000004,1.0000000000000002,440.0,0.4318181818181818,0.1368421052631579,0.038461538461538464
EU,Industry - Non-Metallic Minerals industry,EU Commission >85% Decrease by 2040,2015,87.0,26.0,1.0,445.0,196.22,32.0,87.00000000000001,445.0,0.4409438202247191,0.16308225461217002,2.71875
EU,Industry - Non-Metallic Minerals industry,EU Commission >85% Decrease by 2040,2040,87.0,26.0,1.0,443.0,205.0,28.0,26.0,443.0,0.46275395033860045,0.13658536585365855,0.9285714285714286
EU,Industry - Non-Metallic Minerals industry,EU Commission >85% Decrease by 2040,2050,87.0,26.0,1.0,440.0,190.0,27.0,1.0,440.0,0.4318181818181818,0.14210526315789473,0.037037037037037035
EU,Industry - Non-Metallic Minerals industry,EU Commission >90% Decrease by 2040,2015,87.0,22.0,1.0,445.0,196.22,32.0,87.00000000000001,445.0,0.4409438202247191,0.16308225461217002,2.71875
EU,Industry - Non-Metallic Minerals industry,EU Commission >90% Decrease by 2040,2040,87.0,22.0,1.0,443.0,205.0,28.0,22.0,443.0,0.46275395033860045,0.13658536585365855,0.7857142857142857
EU,Industry - Non-Metallic Minerals industry,EU Commission >90% Decrease by 2040,2050,87.0,22.0,1.0,440.0,190.0,27.0,1.0,440.0,0.4318181818181818,0.14210526315789473,0.037037037037037035
EU,Industry - Non-Metallic Minerals industry,EU Commission LIFE Scenario,2015,87.0,23.0,2.0,445.0,196.22,32.0,87.00000000000001,445.0,0.4409438202247191,0.16308225461217002,2.71875
EU,Industry - Non-Metallic Minerals industry,EU Commission LIFE Scenario,2040,87.0,23.0,2.0,443.0,205.0,26.0,23.0,443.0,0.46275395033860045,0.12682926829268293,0.8846153846153846
EU,Industry - Non-Metallic Minerals industry,EU Commission LIFE Scenario,2050,87.0,23.0,2.0,440.0,190.0,23.0,2.0,440.0,0.4318181818181818,0.12105263157894737,0.08695652173913043
EU,"Industry - Pulp, Paper & Print industry",EU Commission Fit-for-55,2015,22.0,8.0,0.0,445.0,86.09,32.0,22.0,445.0,0.1934606741573034,0.3717040306655825,0.6875
EU,"Industry - Pulp, Paper & Print industry",EU Commission Fit-for-55,2040,22.0,8.0,0.0,443.0,70.0,19.0,7.999999999999999,443.0,0.1580135440180587,0.2714285714285714,0.42105263157894735
EU,"Industry - Pulp, Paper & Print industry",EU Commission Fit-for-55,2050,22.0,8.0,0.0,440.0,64.0,18.0,0.0,440.0,0.14545454545454545,0.28125,0.0
EU,"Industry - Pulp, Paper & Print industry",EU Commission >85% Decrease by 2040,2015,22.0,6.0,0.0,445.0,86.09,32.0,22.0,445.0,0.1934606741573034,0.3717040306655825,0.6875
EU,"Industry - Pulp, Paper & Print industry",EU Commission >85% Decrease by 2040,2040,22.0,6.0,0.0,443.0,70.0,19.0,5.999999999999999,443.0,0.1580135440180587,0.2714285714285714,0.3157894736842105
EU,"Industry - Pulp, Paper & Print industry",EU Commission >85% Decrease by 2040,2050,22.0,6.0,0.0,440.0,64.0,18.0,0.0,440.0,0.14545454545454545,0.28125,0.0
EU,"Industry - Pulp, Paper & Print industry",EU Commission >90% Decrease by 2040,2015,22.0,5.0,0.0,445.0,86.09,32.0,22.0,445.0,0.1934606741573034,0.3717040306655825,0.6875
EU,"Industry - Pulp, Paper & Print industry",EU Commission >90% Decrease by 2040,2040,22.0,5.0,0.0,443.0,70.0,19.0,5.0,443.0,0.1580135440180587,0.2714285714285714,0.2631578947368421
EU,"Industry - Pulp, Paper & Print industry",EU Commission >90% Decrease by 2040,2050,22.0,5.0,0.0,440.0,64.0,18.0,0.0,440.0,0.14545454545454545,0.28125,0.0
EU,"Industry - Pulp, Paper & Print industry",EU Commission LIFE Scenario,2015,22.0,5.0,1.0,445.0,86.09,32.0,22.0,445.0,0.1934606741573034,0.3717040306655825,0.6875
EU,"Industry - Pulp, Paper & Print industry",EU Commission LIFE Scenario,2040,22.0,5.0,1.0,443.0,70.0,16.0,5.0,443.0,0.1580135440180587,0.22857142857142856,0.3125
EU,"Industry - Pulp, Paper & Print industry",EU Commission LIFE Scenario,2050,22.0,5.0,1.0,440.0,64.0,13.0,1.0,440.0,0.14545454545454545,0.203125,0.07692307692307693
Switzerland,Buildings - Residential,Base Scenario,2015,8.570140783474141,2.2129233753172857,0.14646726142021624,8.282396,513.4488,5.568492803826903,8.570140783474141,8.282396,61.99278566250636,0.010845273771848142,1.539041368174954
Switzerland,Buildings - Residential,Base Scenario,2040,8.570140783474141,2.2129233753172857,0.14646726142021624,10.015563272421002,642.5431999999998,4.905173789074968,2.2129233753172852,10.015563272421002,64.15447464340983,0.007633998444112347,0.45114066707402123
Switzerland,Buildings - Residential,Base Scenario,2050,8.570140783474141,2.2129233753172857,0.14646726142021624,10.2569721899632,664.4767,4.614667252841824,0.14646726142021624,10.2569721899632,64.78292888911344,0.006944814246822836,0.03173950653322147
Switzerland,Buildings - Residential,Scenario Zer0 A,2015,8.570140783474141,1.912686555045233,0.15230475886918532,8.282396,513.4488,5.568492803826913,8.570140783474141,8.282396,61.99278566250636,0.01084527377184816,1.5390413681749513
Switzerland,Buildings - Residential,Scenario Zer0 A,2040,8.570140783474141,1.912686555045233,0.15230475886918532,10.01556327242104,642.5432000000001,4.914411387378302,1.912686555045233,10.01556327242104,64.1544746434096,0.007648375062374486,0.3891995204059619
Switzerland,Buildings - Residential,Scenario Zer0 A,2050,8.570140783474141,1.912686555045233,0.15230475886918532,10.256972189963202,664.4767,4.613975846715449,0.15230475886918532,10.256972189963202,64.78292888911342,0.006943773719553219,0.033009439999042586
Switzerland,Buildings - Residential,Scenario Zer0 B,2015,8.570140783474141,2.8625409188702715,0.14831241274961524,8.282396,513.4488,5.568492803826913,8.570140783474141,8.282396,61.99278566250636,0.01084527377184816,1.5390413681749513
Switzerland,Buildings - Residential,Scenario Zer0 B,2040,8.570140783474141,2.8625409188702715,0.14831241274961524,10.01556327242104,642.5432000000001,4.923332761296994,2.8625409188702715,10.01556327242104,64.1544746434096,0.007662259535696578,0.581423409234717
Switzerland,Buildings - Residential,Scenario Zer0 B,2050,8.570140783474141,2.8625409188702715,0.14831241274961524,10.256972189963202,664.4767,4.6165035138754025,0.14831241274961524,10.256972189963202,64.78292888911342,0.00694757771623204,0.032126567715988125
Switzerland,Buildings - Residential,Scenario Zer0 C,2015,8.570140783474141,2.7740919467970895,0.025500254536301364,8.282396,513.4488,5.568492803826913,8.570140783474141,8.282396,61.99278566250636,0.01084527377184816,1.5390413681749513
Switzerland,Buildings - Residential,Scenario Zer0 C,2040,8.570140783474141,2.7740919467970895,0.025500254536301364,10.01556327242104,642.5432000000001,4.921981111285416,2.7740919467970904,10.01556327242104,64.1544746434096,0.00766015594171009,0.5636128794636136
Switzerland,Buildings - Residential,Scenario Zer0 C,2050,8.570140783474141,2.7740919467970895,0.025500254536301364,10.256972189963202,664.4767,4.645880708323688,0.025500254536301364,10.256972189963202,64.78292888911342,0.006991788738903392,0.0054887880548922414
Switzerland,Buildings - Services,Base Scenario,2015,4.0445698579717195,0.7039955029924954,0.21810094110630013,8.282396,220.6176993524331,3.3027222497522444,4.044569857971719,8.282396,26.636941695667907,0.01497034127110627,1.2246170135182046
Switzerland,Buildings - Services,Base Scenario,2040,4.0445698579717195,0.7039955029924954,0.21810094110630013,10.015563272421002,250.91773190459594,2.281785507590133,0.7039955029924954,10.015563272421002,25.05278286200104,0.009093759497466344,0.30852834354970005
Switzerland,Buildings - Services,Base Scenario,2050,4.0445698579717195,0.7039955029924954,0.21810094110630013,10.2569721899632,251.56204987146108,2.010475236143576,0.21810094110630016,10.2569721899632,24.52595612159534,0.007991965549536802,0.10848228179355933
Switzerland,Buildings - Services,Scenario Zer0 A,2015,4.0445698579717195,0.7136362022863002,0.23625230972175745,8.282396,220.6176993524331,3.3027222497522444,4.044569857971719,8.282396,26.636941695667907,0.01497034127110627,1.2246170135182046
Switzerland,Buildings - Services,Scenario Zer0 A,2040,4.0445698579717195,0.7136362022863002,0.23625230972175745,10.01556327242104,250.91773190459597,2.266454485814872,0.7136362022863003,10.01556327242104,25.052782862000946,0.009032659703287227,0.3148689756413628
Switzerland,Buildings - Services,Scenario Zer0 A,2050,4.0445698579717195,0.7136362022863002,0.23625230972175745,10.256972189963202,251.5620498714611,2.0057974478202234,0.23625230972175743,10.256972189963202,24.525956121595335,0.007973370581314278,0.11778472944937778
Switzerland,Buildings - Services,Scenario Zer0 B,2015,4.0445698579717195,0.7834238267653505,0.35243093418733107,8.282396,220.6176993524331,3.3027222497522444,4.044569857971719,8.282396,26.636941695667907,0.01497034127110627,1.2246170135182046
Switzerland,Buildings - Services,Scenario Zer0 B,2040,4.0445698579717195,0.7834238267653505,0.35243093418733107,10.01556327242104,250.91773190459597,2.408658513524119,0.7834238267653506,10.01556327242104,25.052782862000946,0.009599395368518397,0.32525317406622317
Switzerland,Buildings - Services,Scenario Zer0 B,2050,4.0445698579717195,0.7834238267653505,0.35243093418733107,10.256972189963202,251.5620498714611,2.1849078774316006,0.3524309341873311,10.256972189963202,24.525956121595335,0.008685363625189124,0.161302422782978
