Model,Scenario,Region,Sector,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2070,2080,2090,2100,Variable_clean,Unit
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,LAM,,16.9593,19.1642,20.8535,22.0328,23.9488,28.5551,32.3553,35.3079,37.5334,39.0631,39.9797,40.4105,40.2682,39.2576,37.6725,35.7331,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,LAM,Residential and Commercial,120.80610000000001,127.5495,133.1766,120.9832,96.5727,87.41929999999999,70.9306,53.92659999999999,49.6062,42.0669,28.6065,23.4325,18.5342,13.9889,8.660599999999999,8.3855,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,MEA,,8.4299,10.2331,11.8562,13.193,14.6911,17.8264,20.7589,23.4772,26.0253,28.2843,30.106,31.4464,33.0198,33.6158,33.5499,33.0419,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,MEA,Residential and Commercial,179.6299,197.61819999999997,204.5975,217.9326,250.4747,233.953,207.3252,171.8004,92.7677,43.3456,35.269299999999994,22.813,16.2185,19.208400000000005,15.167,9.4357,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,NEU,,4.4769,4.9162,5.5941,6.0308,6.5176,6.9989,7.4139,7.742,7.9725,8.1108,8.1699,8.1693,8.0573,7.8556,7.5605,7.2025,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,NEU,Residential and Commercial,61.217000000000006,72.5768,71.82039999999999,74.931,78.34830000000001,53.7196,42.174200000000006,24.525399999999998,11.001,4.5895,3.6172,3.6323000000000003,3.8067,3.0124,2.1157000000000004,0.0511,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,OAS,,17.8431,21.0132,24.8573,28.5631,33.009,40.9709,47.6155,53.1246,57.9038,61.7202,64.4464,66.1643,67.47,66.9701,65.1371,62.2609,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,OAS,Residential and Commercial,204.6411,199.9929,199.1249,223.16509999999997,180.33169999999998,183.3739,148.8337,131.3777,87.2478,49.472500000000004,43.8113,45.90689999999999,44.7077,34.5223,25.003999999999998,15.6626,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,REF,,7.6314,8.3147,8.8909,9.409,9.978,11.5876,12.7973,13.6445,14.2295,14.6028,14.816,14.9216,14.9193,14.7479,14.5304,14.368,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,REF,Residential and Commercial,248.36659999999998,255.3815,263.4895,335.1761,361.63210000000004,190.9111,144.43290000000002,106.2953,57.434999999999995,17.419900000000002,9.7797,9.724499999999999,9.324799999999998,5.414199999999999,3.5879000000000003,0.04850000000000001,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,SSA,,10.6878,12.946,15.2115,17.6464,20.4746,27.0699,33.7441,40.7516,48.1065,55.2393,61.3642,66.0872,72.2996,75.7127,76.6729,75.3321,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,SSA,Residential and Commercial,103.81419999999999,108.2377,123.0697,168.8804,167.9111,114.31,102.7132,82.6113,61.559999999999995,31.9075,29.488400000000002,34.8217,33.64770000000001,32.8555,20.572,16.9105,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,USA,,27.4095,28.8458,30.5187,31.7833,33.5264,34.4232,35.1997,35.8571,36.3905,36.8188,37.1642,37.4748,37.8073,37.5731,36.9711,36.0395,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_EI-1p5C-CCimp,USA,Residential and Commercial,521.0592,499.31089999999995,459.57489999999996,446.9223,413.5178,317.28249999999997,202.2396,92.7294,25.7801,17.6771,9.586699999999999,3.1004,2.7611,0.7679,0.7675000000000001,0.0355,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,CAZ,,2.7667,3.0637,3.458,3.8247,4.1146,4.3709,4.5972,4.7955,4.9644,5.1064,5.2237,5.3216,5.49,5.6408,5.7414,5.7162,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,CAZ,Residential and Commercial,81.69380000000001,77.3457,77.5662,70.85839999999999,64.50249999999998,44.1752,21.9223,4.5192,0.0184,0.012499999999999999,0.011600000000000001,0.0112,0.0076,0.0056,0.0055,0.0057,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,CHA,,43.9558,55.2209,64.6625,71.033,82.9749,88.3467,89.607,88.4076,86.802,84.7308,82.1263,79.0661,72.342,65.7547,59.2244,53.2424,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,CHA,Residential and Commercial,534.4711,563.1417,676.4475,648.8297,713.9069999999999,444.7934000000001,278.5167,105.41290000000001,39.9865,15.6788,9.903899999999998,19.456899999999997,8.3261,6.034400000000001,4.750500000000001,2.0782000000000003,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,EUR,,24.47,25.558,26.6618,27.9984,28.8578,29.7204,30.4021,30.8392,30.9938,30.907,30.6387,30.248,29.3113,28.4386,27.6221,26.7422,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,EUR,Residential and Commercial,693.0435,665.9689999999999,553.6432,552.6549000000001,448.4217,327.311,208.95090000000002,100.339,38.007,12.8705,7.031499999999999,7.0282,4.781,0.0436,0.0429,0.0356,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,IND,,11.7627,13.1311,17.1945,20.5573,24.6851,32.1629,38.8719,44.627,49.4128,53.063,55.6819,57.5115,59.5177,59.9495,59.0586,57.1099,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,IND,Residential and Commercial,140.0694,185.4588,194.9417,273.0439,284.8152,112.5052,81.694,62.657399999999996,43.1789,22.106600000000004,16.1985,6.7737,3.1615999999999995,2.2757,2.2081,2.6386,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,JPN,,6.9832,6.9999,7.1718,7.2356,7.3861,7.4054,7.3667,7.2578,7.0816,6.8653,6.6278,6.3814,5.8567,5.3089,4.8235,4.4105,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,JPN,Residential and Commercial,145.12679999999997,122.5334,105.7944,100.4315,78.57560000000001,50.691199999999995,25.6326,11.536,5.0333,1.1677,0.7638999999999999,0.7572999999999999,0.7566999999999999,0.3553,0.2948,0.0018,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,LAM,,16.9593,19.1642,20.8535,22.0328,23.7471,28.0443,31.5986,34.372,36.4509,37.8429,38.6272,38.9273,38.5271,37.2394,35.3569,33.1576,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,LAM,Residential and Commercial,120.80610000000001,127.5495,133.1766,120.9832,92.5142,71.34160000000001,59.1898,42.1694,26.5758,23.827,19.9639,14.641399999999999,11.3929,9.0333,7.6017,6.6716,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,MEA,,8.4299,10.2331,11.8562,13.193,14.5682,17.3052,19.8346,22.1943,24.4182,26.4081,28.058,29.3137,30.8028,31.2982,31.1208,30.4919,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,MEA,Residential and Commercial,179.6299,197.61819999999997,204.5975,217.9326,282.15240000000006,244.6171,213.33119999999997,172.8544,90.1729,52.8591,40.4288,37.260400000000004,11.3698,8.749400000000001,8.7471,8.8865,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,NEU,,4.4769,4.9162,5.5941,6.0308,6.4079,6.8047,7.1379,7.3952,7.5738,7.6766,7.7105,7.6889,7.536,7.2945,6.9674,6.5845,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,NEU,Residential and Commercial,61.217000000000006,72.5768,71.82039999999999,74.931,76.13600000000001,44.652,33.366,18.5956,8.181700000000001,3.1931,1.4467,1.4421000000000002,1.6014,1.0777,1.0775000000000001,0.0189,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,OAS,,17.8431,21.0132,24.8573,28.5631,32.5753,39.8614,45.8204,50.6754,54.884,58.269,60.7091,62.2281,63.1977,62.349,60.2728,57.2753,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,OAS,Residential and Commercial,204.6411,199.9929,199.1249,223.16509999999997,210.9454,161.9034,131.6899,113.4282,74.9967,40.1728,29.8198,17.057699999999997,9.101199999999999,18.4359,13.575099999999999,11.960999999999999,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,REF,,7.6314,8.3147,8.8909,9.409,9.9154,11.3887,12.4861,13.2577,13.7889,14.1202,14.2957,14.3623,14.2794,14.0339,13.7383,13.4898,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,REF,Residential and Commercial,248.36659999999998,255.3815,263.4895,335.1761,337.7668,182.96310000000003,124.74940000000001,66.6616,24.7097,6.6587,3.6591,2.8499000000000003,2.7061,2.3435,1.2647,0.0954,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,SSA,,10.6878,12.946,15.2115,17.6464,20.347,26.3544,32.2379,38.2394,44.4529,50.5199,55.9505,60.351,66.2107,69.142,69.6374,67.9032,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,SSA,Residential and Commercial,103.81419999999999,108.2377,123.0697,168.8804,152.2847,68.20469999999999,70.7784,59.558499999999995,48.418800000000005,27.949800000000003,23.3311,18.7291,12.1502,13.0169,13.266599999999999,13.5149,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,USA,,27.4095,28.8458,30.5187,31.7833,32.1412,32.7151,33.1607,33.4822,33.6778,33.7678,33.7752,33.7455,33.6915,33.5676,33.1439,32.384,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_MC-1p5C-CCimp,USA,Residential and Commercial,521.0592,499.31089999999995,459.57489999999996,446.9223,405.5883,279.59430000000003,177.046,67.2625,8.5255,1.8425,1.4893,1.4896999999999998,1.4892999999999998,1.5419,1.5419,0.0591,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,CAZ,,2.7667,3.0637,3.458,3.8247,4.0775,4.2917,4.4675,4.6099,4.7249,4.8185,4.8943,4.9565,5.0662,5.1671,5.2222,5.1608,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,CAZ,Residential and Commercial,81.69380000000001,77.3457,77.5662,70.85839999999999,65.2103,45.80669999999999,23.068300000000004,3.9317,0.026,0.0115,0.0102,0.0091,0.0059,0.0058000000000000005,0.0058000000000000005,0.0057,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,CHA,,43.9558,55.2209,64.6625,71.033,74.1905,75.7422,75.2121,74.12,72.6955,70.8787,68.6151,65.9715,60.1995,54.5693,49.0174,43.9491,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,CHA,Residential and Commercial,534.4711,563.1417,676.4475,648.8297,757.726,472.77,243.5808,128.3354,54.6127,30.448900000000002,19.4379,31.6291,14.506800000000002,14.7977,11.7091,5.1316,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,EUR,,24.47,25.558,26.6618,27.9984,28.3125,28.4566,28.476,28.3922,28.2314,27.9901,27.6654,27.2701,26.3915,25.6014,24.8679,24.0694,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,EUR,Residential and Commercial,693.0435,665.9689999999999,553.6432,552.6549000000001,455.5121,342.3526,223.8242,108.05590000000001,41.3698,18.559499999999996,15.305599999999998,15.3047,12.092199999999998,2.4465999999999997,1.8203,0.043500000000000004,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,IND,,11.7627,13.1311,17.1945,20.5573,24.6777,32.0907,38.6707,44.1695,48.5291,51.6025,53.5679,54.735,55.5686,55.0699,53.6179,51.4864,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,IND,Residential and Commercial,140.0694,185.4588,194.9417,273.0439,267.9106,132.6983,99.975,78.5146,58.4671,36.1479,23.0796,14.5993,11.573800000000002,5.383,5.0189,4.617100000000001,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,JPN,,6.9832,6.9999,7.1718,7.2356,7.0528,6.8613,6.6553,6.4398,6.2217,6.0056,5.7922,5.5801,5.1344,4.6663,4.2509,3.8962,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,JPN,Residential and Commercial,145.12679999999997,122.5334,105.7944,100.4315,78.5994,52.6362,27.695899999999998,12.2672,5.281900000000001,0.9983,0.15280000000000002,0.9799,0.9926,0.6449,0.0183,0.0048,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,LAM,,16.9593,19.1642,20.8535,22.0328,23.7293,27.89,31.186,33.5433,35.1037,35.959,36.2703,36.1825,35.2639,33.7304,31.8014,29.6594,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,LAM,Residential and Commercial,120.80610000000001,127.5495,133.1766,120.9832,96.01670000000001,67.3171,64.739,49.620999999999995,27.916600000000003,15.273200000000001,16.570400000000003,16.570300000000003,11.495,9.222499999999998,6.3347999999999995,5.4863,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,MEA,,8.4299,10.2331,11.8562,13.193,14.5197,17.1316,19.5192,21.7184,23.7532,25.5278,26.9451,27.9593,28.9768,29.0461,28.5092,27.6205,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,MEA,Residential and Commercial,179.6299,197.61819999999997,204.5975,217.9326,267.1926,238.8866,212.09940000000003,173.6327,84.1833,45.7328,27.381,26.8218,8.33,6.1768,4.326600000000001,3.2762000000000002,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,NEU,,4.4769,4.9162,5.5941,6.0308,6.3548,6.689,6.9461,7.1176,7.2139,7.2455,7.2228,7.1577,6.9481,6.6752,6.3313,5.9404,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,NEU,Residential and Commercial,61.217000000000006,72.5768,71.82039999999999,74.931,77.5141,47.071200000000005,36.092099999999995,20.0488,8.1107,2.8128,1.0708000000000002,0.8139,1.9718000000000002,1.2442999999999997,1.0731,0.0205,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,OAS,,17.8431,21.0132,24.8573,28.5631,32.5103,39.4484,44.9955,49.3627,53.0007,55.7708,57.6164,58.6,58.7621,57.3614,54.8849,51.6533,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,OAS,Residential and Commercial,204.6411,199.9929,199.1249,223.16509999999997,203.70579999999998,178.08190000000002,146.10880000000003,122.2928,73.5451,41.7095,29.1617,12.917399999999999,9.7652,7.3594,5.5702,4.2378,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,REF,,7.6314,8.3147,8.8909,9.409,9.8917,11.2363,12.1542,12.7142,13.0505,13.2265,13.2839,13.2582,13.0546,12.7414,12.3968,12.1024,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,REF,Residential and Commercial,248.36659999999998,255.3815,263.4895,335.1761,363.7945,206.41289999999998,139.73300000000003,83.1459,36.3326,13.4395,6.971,6.965,5.8074,5.190499999999999,3.4875000000000003,0.36360000000000003,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,SSA,,10.6878,12.946,15.2115,17.6464,20.3102,26.2348,31.9982,37.802,43.6932,49.3055,54.1743,57.9412,62.4537,64.0593,63.4607,61.1066,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,SSA,Residential and Commercial,103.81419999999999,108.2377,123.0697,168.8804,170.0991,114.99119999999999,106.1256,86.1198,66.8013,53.5871,37.444799999999994,25.9754,20.6912,16.583,13.0616,14.9149,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,USA,,27.4095,28.8458,30.5187,31.7833,31.8997,32.3408,32.6484,32.8288,32.8821,32.8294,32.694,32.5203,32.1715,31.7463,31.0306,29.9989,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SDP_RC-1p5C-CCimp,USA,Residential and Commercial,521.0592,499.31089999999995,459.57489999999996,446.9223,408.6743,298.2323,196.02849999999998,80.9554,18.5603,9.615099999999998,3.4632,0.029699999999999997,0.0289,0.09459999999999999,0.0945,0.028200000000000003,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,CAZ,,4.2018,4.6186,5.1056,5.5399,5.963,6.2622,6.6263000000000005,6.851100000000001,6.9979,7.0093,6.9131,6.8267,6.9944,7.2822,7.469900000000001,7.4998000000000005,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,CAZ,Residential and Commercial,81.69380000000001,77.3457,77.5662,70.85839999999999,73.8178,55.01200000000001,42.82640000000001,26.905099999999997,11.9431,2.6555,0.0329,0.0438,0.0539,0.0569,0.045,0.0376,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,CHA,,46.3278,58.688900000000004,70.4949,80.545,98.16739999999999,110.1514,120.3314,125.3397,125.2928,122.64949999999999,117.5087,112.2026,101.8027,92.23780000000001,82.4119,73.291,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,CHA,Residential and Commercial,534.4711,563.1417,676.4475,648.8297,760.0237,495.0774,405.5112,327.64820000000003,230.12839999999997,165.6073,120.4661,78.02959999999999,19.9259,15.314400000000001,13.681199999999999,4.2296000000000005,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,EUR,,30.0377,31.723,32.4842,34.2512,35.939099999999996,36.8556,37.8809,38.4662,38.501599999999996,38.0057,37.1317,36.317,35.404399999999995,34.9893,34.468199999999996,33.833600000000004,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,EUR,Residential and Commercial,693.0435,665.9689999999999,553.6432,552.6549000000001,495.34040000000005,400.519,325.21169999999995,206.3029,96.1961,36.6411,22.1331,22.0882,14.368000000000002,1.9553,1.8900000000000001,0.2218,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,IND,,12.378300000000001,14.0924,18.5944,22.2085,27.699,34.2937,41.466100000000004,48.5567,55.2826,61.131699999999995,65.2525,68.3074,72.1511,73.9288,73.932,72.7958,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,IND,Residential and Commercial,140.0694,185.4588,194.9417,273.0439,303.51149999999996,224.6971,183.7951,183.03239999999997,164.16110000000003,140.419,91.4415,85.642,1.8831,0.8361000000000001,0.3277,0.1927,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,JPN,,9.1292,9.2423,9.3583,9.2786,9.6231,9.4117,9.3058,9.0175,8.707,8.5051,8.2029,7.9266000000000005,7.2498,6.6956,6.2092,5.7484,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,JPN,Residential and Commercial,145.12679999999997,122.5334,105.7944,100.4315,106.7851,78.5261,59.9753,41.5877,23.587100000000003,12.751199999999999,11.3411,11.3529,11.1103,8.418999999999999,5.0482,0.217,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,LAM,,18.599899999999998,21.1829,23.3061,24.649800000000003,26.8379,30.7693,34.8373,38.5325,41.3677,43.2614,44.1678,44.6141,44.55,44.0739,42.7252,40.840399999999995,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,LAM,Residential and Commercial,120.80610000000001,127.5495,133.1766,120.9832,142.02319999999997,91.05940000000001,85.9697,74.6669,51.652699999999996,36.3707,34.0837,29.955,27.411699999999996,7.977799999999999,5.7864,2.1612,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,MEA,,10.0979,12.6114,14.921399999999998,16.54,18.815,21.3333,24.4467,27.1719,29.8872,32.4015,34.2657,35.6177,38.3155,39.4602,39.7663,39.163,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,MEA,Residential and Commercial,179.6299,197.61819999999997,204.5975,217.9326,305.8675,200.62380000000002,179.1235,147.58520000000001,102.75309999999999,38.5405,5.573300000000001,3.9688000000000003,2.568,2.5611,1.1366,0.1052,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,NEU,,5.1804,5.7578,6.4969,7.0402000000000005,7.6661,8.1636,8.6225,9.067499999999999,9.3421,9.469199999999999,9.4411,9.4825,9.309000000000001,9.1161,8.8182,8.3993,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,NEU,Residential and Commercial,61.217000000000006,72.5768,71.82039999999999,74.931,80.2337,53.5163,44.9964,30.7684,11.3214,6.0871,5.2407,5.2435,5.2532000000000005,2.6784999999999997,1.968,0.0494,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,OAS,,19.5711,23.2755,27.683699999999998,32.0325,37.5939,43.4648,49.6688,55.6583,61.296899999999994,66.3779,69.7212,72.0102,74.9933,75.7082,74.3259,71.4397,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,OAS,Residential and Commercial,204.6411,199.9929,199.1249,223.16509999999997,257.5911,192.0748,188.765,170.4452,124.01639999999999,105.1772,95.4628,5.352,6.7835,6.7995,4.6803,2.9904,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,REF,,8.8137,9.7909,10.5299,11.2285,12.201099999999999,13.294,14.552,15.459599999999998,16.114800000000002,16.6605,16.9676,17.2034,17.1429,17.0517,16.867,16.6756,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,REF,Residential and Commercial,248.36659999999998,255.3815,263.4895,335.1761,379.4092,215.57770000000002,180.9122,137.08749999999998,101.7236,58.9778,44.3697,44.368100000000005,42.2215,38.0753,22.874399999999998,0.0886,Emissions,Mt CO2e/yr
REMIND-MAgPIE 3.2-4.6,SSP1-1p5C,SSA,,11.1375,13.4537,15.7716,18.3601,21.287499999999998,26.3085,32.0525,38.5459,45.695299999999996,53.0832,59.9552,66.6557,77.03750000000001,83.4162,85.79419999999999,85.2794,Emissions,Mt CO2e/yr
