Zone,Sector,Scenario,Lever,CO2_2015,CO2_2040,CO2_2050,Contrib_2015_2040_abs,Contrib_2040_2050_abs,Contrib_2015_2050_abs,Contrib_2015_2040_pct,Contrib_2040_2050_pct,Contrib_2015_2050_pct
"Canada, Australia, New Zealand",Buildings - Residential and Commercial,REMIND SSP1-1p5C,Population,,,,9.258018506380171,0.42781485091498234,9.685833357295154,18.274412727675024,1.7642140526647137,12.929839605417056
"Canada, Australia, New Zealand",Buildings - Residential and Commercial,REMIND SSP1-1p5C,Sufficiency,,,,8.522068754146279,0.30195065676829386,8.824019410914573,16.82172071697274,1.2451778865148038,11.779384535072525
"Canada, Australia, New Zealand",Buildings - Residential and Commercial,REMIND SSP1-1p5C,Energy Efficiency,,,,-12.578874107529325,-1.9606837288326866,-14.539557836362011,-24.829453185045974,-8.08542709501471,-19.40918698712202
"Canada, Australia, New Zealand",Buildings - Residential and Commercial,REMIND SSP1-1p5C,Supply Side Decarbonation,,,,-55.862313152997125,-23.018681778850585,-78.88099493184771,-110.2666802596018,-94.9239648441648,-105.30003715336758
"Canada, Australia, New Zealand",Buildings - Residential and Commercial,REMIND SSP1-NPi,Total,77.5662,46.5869,29.4312,-30.979299999999995,-17.1557,-48.13499999999999,-100.0,-100.0,-100.0
"Canada, Australia, New Zealand",Buildings - Residential and Commercial,REMIND SSP1-NPi,Population,,,,11.757774025947397,1.5260766863820479,13.283850712329444,37.953646550914314,8.895449829398089,27.597072218405415
"Canada, Australia, New Zealand",Buildings - Residential and Commercial,REMIND SSP1-NPi,Sufficiency,,,,10.823110644657461,1.0771011262145584,11.90021177087202,34.93658876946046,6.278386345148018,24.72257561207442
"Canada, Australia, New Zealand",Buildings - Residential and Commercial,REMIND SSP1-NPi,Energy Efficiency,,,,-31.545714725904478,-11.492906645068384,-43.03862137097286,-101.8283651531974,-66.99176743046559,-89.4123223662052
"Canada, Australia, New Zealand",Buildings - Residential and Commercial,REMIND SSP1-NPi,Supply Side Decarbonation,,,,-22.014469944700398,-8.265971167528228,-30.280441112228626,-71.06187016717745,-48.18206874408056,-62.90732546427471
"Canada, Australia, New Zealand",Buildings - Residential and Commercial,REMIND SSP2-1p5C-CCimp,Total,155.1324,23.936200000000003,3.7802,-131.19619999999998,-20.156000000000002,-151.35219999999998,-100.0,-100.0,-100.0
"Canada, Australia, New Zealand",Buildings - Residential and Commercial,REMIND SSP2-1p5C-CCimp,Population,,,,14.954231628596274,0.638480171121574,15.592711799717847,11.398372535634627,3.167692851367205,10.302269672801485
"Canada, Australia, New Zealand",Buildings - Residential and Commercial,REMIND SSP2-1p5C-CCimp,Sufficiency,,,,12.255956524153518,0.5082410832857149,12.764197607439232,9.341700845111003,2.521537424517339,8.433440417410011
"Canada, Australia, New Zealand",Buildings - Residential and Commercial,REMIND SSP2-1p5C-CCimp,Energy Efficiency,,,,-39.7177060897502,-1.7369931748501402,-41.45469926460034,-30.27351866117327,-8.617747444186048,-27.389558436943993
"Canada, Australia, New Zealand",Buildings - Residential and Commercial,REMIND SSP2-1p5C-CCimp,Supply Side Decarbonation,,,,-118.68868206299958,-19.56572807955715,-138.25441014255674,-90.46655471957237,-97.0714828316985,-91.34615165326751
"Canada, Australia, New Zealand",Buildings - Residential and Commercial,REMIndia SSP2-NPi-CCimp,Total,77.5662,57.4949,50.194700000000005,-20.071299999999994,-7.300199999999997,-27.37149999999999,-100.0,-100.0,-100.0
"Canada, Australia, New Zealand",Buildings - Residential and Commercial,REMIndia SSP2-NPi-CCimp,Population,,,,14.279009332986922,3.1431229835746826,17.422132316561605,71.14142747598275,43.05529962980034,63.65063046074059
"Canada, Australia, New Zealand",Buildings - Residential and Commercial,REMIndia SSP2-NPi-CCimp,Sufficiency,,,,11.702568339146238,2.5019793915699378,14.204547730716175,58.304984426251615,34.272751315990504,51.89539386119204
"Canada, Australia, New Zealand",Buildings - Residential and Commercial,REMIndia SSP2-NPi-CCimp,Energy Efficiency,,,,-26.815759758276577,-9.615258389115963,-36.43101814739254,-133.60250585799915,-131.71225978899164,-133.09836197282777
"Canada, Australia, New Zealand",Buildings - Residential and Commercial,REMIndia SSP2-NPi-CCimp,Supply Side Decarbonation,,,,-19.23711791385661,-3.330043986028636,-22.567161899885246,-95.84390604423538,-45.615791156798956,-82.44766234910492
China,Buildings - Residential and Commercial,REMIND SDP_EI-1p5C-CCimp,Total,676.4475,155.15529999999998,24.0684,-521.2922,-131.08689999999999,-652.3791,-100.0,-100.0,-100.0
China,Buildings - Residential and Commercial,REMIND SDP_EI-1p5C-CCimp,Population,,,,-4.580196974004725,-3.3722430198212865,-7.952439993826012,-0.8786237304154417,-2.572524805927432,-1.218990613559817
China,Buildings - Residential and Commercial,REMIND SDP_EI-1p5C-CCimp,Sufficiency,,,,191.7030854290933,3.5735000570078825,195.2765854861012,36.774593103271705,2.7260542868950925,29.932992256511774
China,Buildings - Residential and Commercial,REMIND SDP_EI-1p5C-CCimp,Energy Efficiency,,,,-32.518680178778055,-20.803367144124927,-53.32204732290298,-6.238090686716213,-15.869905493321552,-8.173475717248296
China,Buildings - Residential and Commercial,REMIND SDP_EI-1p5C-CCimp,Supply Side Decarbonation,,,,-675.8964082763108,-110.48478989306166,-786.3811981693725,-129.6578786861401,-84.28362398764612,-120.5405259257037
China,Buildings - Residential and Commercial,REMIND SDP_MC-1p5C-CCimp,Total,676.4475,105.4129,15.6788,-571.0346,-89.7341,-660.7687,-100.0,-100.0,-100.0
China,Buildings - Residential and Commercial,REMIND SDP_MC-1p5C-CCimp,Population,,,,-3.9739936240371088,-2.257493716787961,-6.23148734082507,-0.6959286922433613,-2.5157590222534814,-0.9430663620757264
China,Buildings - Residential and Commercial,REMIND SDP_MC-1p5C-CCimp,Sufficiency,,,,100.0520491409488,0.2571563706504953,100.30920551159929,17.521188583134684,0.2865759735156371,15.18068357529636
China,Buildings - Residential and Commercial,REMIND SDP_MC-1p5C-CCimp,Energy Efficiency,,,,-17.486262584021656,-16.602184962435075,-34.088447546456734,-3.0622071909515913,-18.501533934630285,-5.158907730716775
China,Buildings - Residential and Commercial,REMIND SDP_MC-1p5C-CCimp,Supply Side Decarbonation,,,,-649.6263929328902,-71.13157769142747,-720.7579706243176,-113.76305269993976,-79.26928301663187,-109.07870948250388
China,Buildings - Residential and Commercial,REMIND SDP_RC-1p5C-CCimp,Total,676.4475,128.3354,30.4489,-548.1121,-97.8865,-645.9986,-100.0,-100.0,-100.0
China,Buildings - Residential and Commercial,REMIND SDP_RC-1p5C-CCimp,Population,,,,-4.266097946075163,-3.2619415305009234,-7.528039476576087,-0.7783258107374683,-3.332371195722519,-1.1653337138154922
China,Buildings - Residential and Commercial,REMIND SDP_RC-1p5C-CCimp,Sufficiency,,,,49.27820802446969,0.21936832455463504,49.49757634902433,8.990534604959402,0.2241047790600696,7.662180126864722
China,Buildings - Residential and Commercial,REMIND SDP_RC-1p5C-CCimp,Energy Efficiency,,,,-1.4107417376757356,-28.81278660442875,-30.223528342104487,-0.25738197308100574,-29.43489306945161,-4.678574898166109
China,Buildings - Residential and Commercial,REMIND SDP_RC-1p5C-CCimp,Supply Side Decarbonation,,,,-591.713468340719,-66.03114018962492,-657.744608530344,-107.95482682114097,-67.4568405138859,-101.81827151488314
China,Buildings - Residential and Commercial,REMIND SSP1-1p5C,Total,676.4475,327.64820000000003,165.6073,-348.79929999999996,-162.04090000000002,-510.8402,-100.0,-100.0,-100.0
China,Buildings - Residential and Commercial,REMIND SSP1-1p5C,Population,,,,-6.224808261269642,-11.384947233932259,-17.609755495201902,-1.784638977563786,-7.025971365212275,-3.4472141180748697
China,Buildings - Residential and Commercial,REMIND SSP1-1p5C,Sufficiency,,,,238.64229304231833,12.024825637750775,250.6671186800691,68.41822590880152,7.420858337463426,49.06957570685884
China,Buildings - Residential and Commercial,REMIND SSP1-1p5C,Energy Efficiency,,,,372.92580834152835,-37.80539092548708,335.1204174160413,106.91701741991122,-23.330770765582688,65.60181000164852
China,Buildings - Residential and Commercial,REMIND SSP1-1p5C,Supply Side Decarbonation,,,,-954.1425931225774,-124.87538747833143,-1079.017980600909,-273.5506043511491,-77.06411620666846,-211.22417159043258
China,Buildings - Residential and Commercial,REMIND SSP1-NPi,Total,676.4475,708.7184,491.4447,32.27089999999998,-217.27369999999996,-185.00279999999998,100.0,-100.0,-100.0
China,Buildings - Residential and Commercial,REMIND SSP1-NPi,Population,,,,-8.958396578051344,-28.45064674274749,-37.40904332079884,-27.75998369444716,-13.094381300059554,-20.220798453211973
China,Buildings - Residential and Commercial,REMIND SSP1-NPi,Sufficiency,,,,343.44066702748273,30.049683967188443,373.4903509946712,1064.242605652408,13.83033656037912,201.8836206774553
China,Buildings - Residential and Commercial,REMIND SSP1-NPi,Energy Efficiency,,,,67.1747125984472,-145.390346701171,-78.21563410272381,208.1587826755598,-66.91575957015094,-42.27808125213446
China,Buildings - Residential and Commercial,REMIND SSP1-NPi,Supply Side Decarbonation,,,,-369.3860830478788,-73.48239052327031,-442.86847357114914,-1144.6414046335212,-33.820195690168816,-239.38474097210917
China,Buildings - Residential and Commercial,REMIND SSP2-1p5C-CCimp,Total,1352.895,441.3994,155.4762,-911.4956,-285.9232,-1197.4188,-100.0,-100.0,-100.0
China,Buildings - Residential and Commercial,REMIND SSP2-1p5C-CCimp,Population,,,,-11.522663925007834,-14.798701711956603,-26.321365636964437,-1.2641491549720958,-5.175761082681155,-2.198175411724322
China,Buildings - Residential and Commercial,REMIND SSP2-1p5C-CCimp,Sufficiency,,,,368.7751394745512,19.06402181570415,387.8391612902554,40.45824680607907,6.667532335852478,32.38960013741687
China,Buildings - Residential and Commercial,REMIND SSP2-1p5C-CCimp,Energy Efficiency,,,,-15.779589583149251,-12.589670408879797,-28.36925999202905,-1.7311756176496358,-4.403165048824229,-2.3692011510115805
China,Buildings - Residential and Commercial,REMIND SSP2-1p5C-CCimp,Supply Side Decarbonation,,,,-1252.9684859663948,-277.59884969486757,-1530.5673356612624,-137.46292203345743,-97.08860620434703,-127.822223574681
China,Buildings - Residential and Commercial,REMIndia SSP2-NPi-CCimp,Total,676.4475,788.0279,748.5459,111.58040000000005,-39.482000000000085,72.09839999999997,100.0,-100.0,100.0
China,Buildings - Residential and Commercial,REMIndia SSP2-NPi-CCimp,Population,,,,-10.34775281076516,-41.483634239213906,-51.831387049979064,-9.273808671384181,-105.06973871438584,-71.88978819221936
China,Buildings - Residential and Commercial,REMIndia SSP2-NPi-CCimp,Sufficiency,,,,331.1728963782572,53.44015465168156,384.61305102993873,296.80203367101836,135.35321070787055,533.4557369233421
China,Buildings - Residential and Commercial,REMIndia SSP2-NPi-CCimp,Energy Efficiency,,,,142.47836082256944,-75.50705796244425,66.97130286012519,127.69120815355508,-191.24425804782962,92.88875045788147
China,Buildings - Residential and Commercial,REMIndia SSP2-NPi-CCimp,Supply Side Decarbonation,,,,-351.7231043900617,24.068537549976657,-327.654566840085,-315.2194331531895,60.960786054345284,-454.45469918900443
Europe,Buildings - Residential and Commercial,REMIND SDP_EI-1p5C-CCimp,Total,553.6432,156.6263,29.1033,-397.01689999999996,-127.52299999999998,-524.5399,-100.0,-100.0,-100.0
Europe,Buildings - Residential and Commercial,REMIND SDP_EI-1p5C-CCimp,Population,,,,-0.07009296518211747,-1.1038782138175864,-1.1739711789997038,-0.01765490717954764,-0.8656306813810737,-0.2238097004631495
Europe,Buildings - Residential and Commercial,REMIND SDP_EI-1p5C-CCimp,Sufficiency,,,,49.91708564830743,2.0747783185974527,51.99186396690488,12.573037986117827,1.6269836175415047,9.911898783468118
Europe,Buildings - Residential and Commercial,REMIND SDP_EI-1p5C-CCimp,Energy Efficiency,,,,-147.92442473694834,-27.839194233324065,-175.7636189702724,-37.25897429982158,-21.830724052385897,-33.50815047058811
Europe,Buildings - Residential and Commercial,REMIND SDP_EI-1p5C-CCimp,Supply Side Decarbonation,,,,-298.9394679461769,-100.6547058714558,-399.5941738176327,-75.29640877911669,-78.93062888377455,-76.17993861241685
Europe,Buildings - Residential and Commercial,REMIND SDP_MC-1p5C-CCimp,Total,553.6432,100.339,12.8705,-453.3042,-87.4685,-540.7727,-100.0,-100.0,-100.0
Europe,Buildings - Residential and Commercial,REMIND SDP_MC-1p5C-CCimp,Population,,,,-0.05916455523894489,-0.6205145210026792,-0.6796790762416242,-0.013051843605010695,-0.7094148419175809,-0.12568664731811058
Europe,Buildings - Residential and Commercial,REMIND SDP_MC-1p5C-CCimp,Sufficiency,,,,38.690257420297705,0.7140511997706365,39.40430862006834,8.535164117230263,0.8163524008879042,7.28666750745153
Europe,Buildings - Residential and Commercial,REMIND SDP_MC-1p5C-CCimp,Energy Efficiency,,,,-162.23542265050148,-17.509046958697276,-179.74446960919875,-35.78952558800503,-20.01754569781953,-33.23845112913406
Europe,Buildings - Residential and Commercial,REMIND SDP_MC-1p5C-CCimp,Supply Side Decarbonation,,,,-329.69987021455717,-70.05298972007071,-399.75285993462785,-72.7325866856202,-80.08939186115083,-73.92252973099934
Europe,Buildings - Residential and Commercial,REMIND SDP_RC-1p5C-CCimp,Total,553.6432,108.0559,18.559499999999996,-445.58729999999997,-89.4964,-535.0837,-100.0,-100.0,-100.0
Europe,Buildings - Residential and Commercial,REMIND SDP_RC-1p5C-CCimp,Population,,,,-0.06079472779918009,-0.7401187466982987,-0.8009134744974787,-0.013643729926589042,-0.8269815843970246,-0.14968003594530702
Europe,Buildings - Residential and Commercial,REMIND SDP_RC-1p5C-CCimp,Sufficiency,,,,17.210060824379138,0.015498581335211984,17.22555940571435,3.862331988451901,0.01731754722560012,3.2192270864753216
Europe,Buildings - Residential and Commercial,REMIND SDP_RC-1p5C-CCimp,Energy Efficiency,,,,-146.95181425692317,-22.950589425136062,-169.90240368205923,-32.979354271749486,-25.64414817259249,-31.752490999456572
Europe,Buildings - Residential and Commercial,REMIND SDP_RC-1p5C-CCimp,Supply Side Decarbonation,,,,-315.7847518396566,-65.82119040950084,-381.60594224915747,-70.8693339867758,-73.54618779023609,-71.31705605107341
Europe,Buildings - Residential and Commercial,REMIND SSP1-1p5C,Total,553.6432,206.3029,36.6411,-347.34029999999996,-169.6618,-517.0020999999999,-100.0,-100.0,-100.0
Europe,Buildings - Residential and Commercial,REMIND SSP1-1p5C,Population,,,,-0.07843540126881085,-1.4302633355770134,-1.5086987368458242,-0.022581716336633226,-0.8430084648265038,-0.2918167521651894
Europe,Buildings - Residential and Commercial,REMIND SSP1-1p5C,Sufficiency,,,,55.06557388557372,2.4217286614462092,57.48730254701993,15.853494076435624,1.4273859298004672,11.119355713839447
Europe,Buildings - Residential and Commercial,REMIND SSP1-1p5C,Energy Efficiency,,,,24.323335796311177,-12.047271448746745,12.276064347564432,7.002739329790174,-7.1007565926724485,2.374470886591067
Europe,Buildings - Residential and Commercial,REMIND SSP1-1p5C,Supply Side Decarbonation,,,,-426.65077428061625,-158.60599387712242,-585.2567681577386,-122.83365168988922,-93.4836208723015,-113.20200984826536
Europe,Buildings - Residential and Commercial,REMIND SSP1-NPi,Total,553.6432,431.882,357.7062,-121.76119999999997,-74.17579999999998,-195.93699999999995,-100.0,-100.0,-100.0
Europe,Buildings - Residential and Commercial,REMIND SSP1-NPi,Population,,,,-0.1092859418280365,-5.734661653982697,-5.843947595810734,-0.08975432389631223,-7.73117600886367,-2.982564597707802
Europe,Buildings - Residential and Commercial,REMIND SSP1-NPi,Sufficiency,,,,76.72419605226419,9.709956303636664,86.43415235590085,63.012023577514185,13.09046387586877,44.11323657905392
Europe,Buildings - Residential and Commercial,REMIND SSP1-NPi,Energy Efficiency,,,,-134.22571661784764,-93.23488842927938,-227.46060504712702,-110.23685428350547,-125.69448314582303,-116.08864331245607
Europe,Buildings - Residential and Commercial,REMIND SSP1-NPi,Supply Side Decarbonation,,,,-64.15039349258844,15.083793779625443,-49.06659971296299,-52.685414970112355,20.335195278817952,-25.042028668889998
Europe,Buildings - Residential and Commercial,REMIND SSP2-1p5C-CCimp,Total,1107.2864,270.0772,49.73,-837.2092,-220.34720000000002,-1057.5564,-100.0,-100.0,-100.0
Europe,Buildings - Residential and Commercial,REMIND SSP2-1p5C-CCimp,Population,,,,10.562632779814505,-0.7701644255620667,9.792468354252438,1.2616479584570386,-0.3495231278464472,0.9259523515012947
Europe,Buildings - Residential and Commercial,REMIND SSP2-1p5C-CCimp,Sufficiency,,,,79.24188627236691,6.6288713303363735,85.87075760270329,9.465004239366566,3.008375568346851,8.119733151130596
Europe,Buildings - Residential and Commercial,REMIND SSP2-1p5C-CCimp,Energy Efficiency,,,,-256.12901633860855,-27.0443696769113,-283.17338601551984,-30.59319180183502,-12.27352545297208,-26.776197091287035
Europe,Buildings - Residential and Commercial,REMIND SSP2-1p5C-CCimp,Supply Side Decarbonation,,,,-670.8847027135727,-199.16153722786305,-870.0462399414357,-80.13346039598856,-90.38532698752833,-82.26948841134485
Europe,Buildings - Residential and Commercial,REMIndia SSP2-NPi-CCimp,Total,553.6432,323.7154,237.1293,-229.9278,-86.58609999999999,-316.5139,-100.0,-100.0,-100.0
Europe,Buildings - Residential and Commercial,REMIndia SSP2-NPi-CCimp,Population,,,,7.626908875069534,-1.6452345750920623,5.981674299977472,3.317088614369178,-1.9001139618161145,1.889861487908579
Europe,Buildings - Residential and Commercial,REMIndia SSP2-NPi-CCimp,Sufficiency,,,,57.217803391114344,14.160675233144758,71.3784786242591,24.885117585222122,16.354443996374428,22.551451492101645
Europe,Buildings - Residential and Commercial,REMIndia SSP2-NPi-CCimp,Energy Efficiency,,,,-122.94730014746239,-54.95059342943551,-177.8978935768979,-53.47213349036628,-63.46352755169191,-56.20539684888971
Europe,Buildings - Residential and Commercial,REMIndia SSP2-NPi-CCimp,Supply Side Decarbonation,,,,-171.82521211872157,-44.15094722861699,-215.97615934733855,-74.73007270922506,-50.99080248286618,-68.23591613112049
India,Buildings - Residential and Commercial,REMIND SDP_EI-1p5C-CCimp,Total,194.9417,85.2457,18.4985,-109.696,-66.74719999999999,-176.4432,-100.0,-100.0,-100.0
India,Buildings - Residential and Commercial,REMIND SDP_EI-1p5C-CCimp,Population,,,,22.95986691230319,0.9083799869008916,23.86824689920408,20.93045043784932,1.360925981765365,13.527439368138916
India,Buildings - Residential and Commercial,REMIND SDP_EI-1p5C-CCimp,Sufficiency,,,,112.82040916401004,6.541193900649385,119.36160306465943,102.84824347652608,9.799952508344,67.6487408212158
India,Buildings - Residential and Commercial,REMIND SDP_EI-1p5C-CCimp,Energy Efficiency,,,,-53.070030054819895,1.8899088906714725,-51.180121164148424,-48.37918434110623,2.8314429529200815,-29.006570479422518
India,Buildings - Residential and Commercial,REMIND SDP_EI-1p5C-CCimp,Supply Side Decarbonation,,,,-192.40624602149342,-76.08668277822174,-268.4929287997152,-175.39950957326923,-113.99232144302944,-152.16960970993225
India,Buildings - Residential and Commercial,REMIND SDP_MC-1p5C-CCimp,Total,194.9417,62.6574,22.106600000000004,-132.2843,-40.550799999999995,-172.83509999999998,-100.0,-100.0,-100.0
India,Buildings - Residential and Commercial,REMIND SDP_MC-1p5C-CCimp,Population,,,,20.177849172904065,0.8093332978361921,20.987182470740258,15.253396792290594,1.995850384791896,12.142893700839853
India,Buildings - Residential and Commercial,REMIND SDP_MC-1p5C-CCimp,Sufficiency,,,,90.97985993943807,5.929927144146199,96.90978708358428,68.77600738669523,14.623452913743254,56.0706633569132
India,Buildings - Residential and Commercial,REMIND SDP_MC-1p5C-CCimp,Energy Efficiency,,,,-61.63558919353193,-1.0153613719532444,-62.650950565485175,-46.59327614352718,-2.5039243910187827,-36.248974059948
India,Buildings - Residential and Commercial,REMIND SDP_MC-1p5C-CCimp,Supply Side Decarbonation,,,,-181.80641991881024,-46.27469907002916,-228.0811189888394,-137.43612803545867,-114.1153789075164,-131.96458299780508
India,Buildings - Residential and Commercial,REMIND SDP_RC-1p5C-CCimp,Total,194.9417,78.5146,36.1479,-116.4271,-42.3667,-158.7938,-100.0,-100.0,-100.0
India,Buildings - Residential and Commercial,REMIND SDP_RC-1p5C-CCimp,Population,,,,22.164670446960997,1.135699314239559,23.300369761200557,19.037380856313522,2.68064143357769,14.673349816680851
India,Buildings - Residential and Commercial,REMIND SDP_RC-1p5C-CCimp,Sufficiency,,,,98.61895893106258,7.359623373874176,105.97858230493675,84.70447080710812,17.371245279604445,66.73974821745983
India,Buildings - Residential and Commercial,REMIND SDP_RC-1p5C-CCimp,Energy Efficiency,,,,-63.81747302074353,-5.419533414530222,-69.23700643527376,-54.813246246572774,-12.791964950138249,-43.601832335565845
India,Buildings - Residential and Commercial,REMIND SDP_RC-1p5C-CCimp,Supply Side Decarbonation,,,,-173.3932563572802,-45.44248927358347,-218.83574563086367,-148.928605416849,-107.25992176304378,-137.8112656985749
India,Buildings - Residential and Commercial,REMIND SSP1-1p5C,Total,194.9417,183.03239999999997,140.419,-11.90930000000003,-42.613399999999956,-54.522699999999986,-100.0,-100.0,-100.0
India,Buildings - Residential and Commercial,REMIND SSP1-1p5C,Population,,,,32.70829222924196,3.3431966224043563,36.05148885164632,274.6449600668543,7.8454115897918495,66.12198011405584
India,Buildings - Residential and Commercial,REMIND SSP1-1p5C,Sufficiency,,,,132.5687523054143,27.58845474716386,160.15720705257817,1113.1531853712138,64.74126623823466,293.74408650448015
India,Buildings - Residential and Commercial,REMIND SSP1-1p5C,Energy Efficiency,,,,147.14555020118533,36.71270900198971,183.85825920317504,1235.551629408823,86.15296831980021,337.21414970860775
India,Buildings - Residential and Commercial,REMIND SSP1-1p5C,Supply Side Decarbonation,,,,-324.33189473584173,-110.2577603715578,-434.5896551073995,-2723.349774846892,-258.73964614782653,-797.0802163271437
India,Buildings - Residential and Commercial,REMIND SSP1-NPi,Total,194.9417,218.3293,226.0333,23.387599999999992,7.704000000000008,31.0916,100.0,100.0,100.0
India,Buildings - Residential and Commercial,REMIND SSP1-NPi,Population,,,,35.73635646650868,4.619326372686097,40.35568283919478,152.80044325415474,59.96010348761802,129.7960955344684
India,Buildings - Residential and Commercial,REMIND SSP1-NPi,Sufficiency,,,,144.8416858790055,38.11922868705783,182.9609145660633,619.3097448177904,494.7978801539173,588.4577010062632
India,Buildings - Residential and Commercial,REMIND SSP1-NPi,Energy Efficiency,,,,-86.41877918749971,8.073253661721074,-78.34552552577864,-369.5068292065015,104.7930122237937,-251.98293277212701
India,Buildings - Residential and Commercial,REMIND SSP1-NPi,Supply Side Decarbonation,,,,-70.77166315801452,-43.10780872146508,-113.8794718794796,-302.60335886544385,-559.5509958653302,-366.270863768605
India,Buildings - Residential and Commercial,REMIND SSP2-1p5C-CCimp,Total,389.8834,326.846,166.3624,-63.03739999999999,-160.4836,-223.521,-100.0,-100.0,-100.0
India,Buildings - Residential and Commercial,REMIND SSP2-1p5C-CCimp,Population,,,,68.52313938235736,7.062177132711787,75.58531651506914,108.70235666819596,4.400560015298627,33.81575624441066
India,Buildings - Residential and Commercial,REMIND SSP2-1p5C-CCimp,Sufficiency,,,,206.42834080991,37.988851343112934,244.41719215302294,327.4696304256045,23.671485025954635,109.34864829390658
India,Buildings - Residential and Commercial,REMIND SSP2-1p5C-CCimp,Energy Efficiency,,,,-177.85681615263647,6.166005300973613,-171.69081085166286,-282.1449110411224,3.842140443617674,-76.81193751444512
India,Buildings - Residential and Commercial,REMIND SSP2-1p5C-CCimp,Supply Side Decarbonation,,,,-160.13206403963108,-211.7006337767984,-371.83269781642946,-254.0270760526784,-131.91418548487098,-166.35246702387226
India,Buildings - Residential and Commercial,REMIndia SSP2-NPi-CCimp,Total,194.9417,297.8401,306.0565,102.89840000000001,8.216400000000021,111.11480000000003,100.0,100.0,100.0
India,Buildings - Residential and Commercial,REMIndia SSP2-NPi-CCimp,Population,,,,46.53992482025367,8.972711743189763,55.51263656344343,45.22900727344027,109.20490413307213,49.95971424458615
India,Buildings - Residential and Commercial,REMIndia SSP2-NPi-CCimp,Sufficiency,,,,140.2031423057722,48.26599590341237,188.46913820918456,136.25395759873058,587.4348364662412,169.61659311737455
