Zone,Sector,Scenario,Lever,CO2_2015,CO2_2040,CO2_2050,Contrib_2015_2040_abs,Contrib_2040_2050_abs,Contrib_2015_2050_abs,Contrib_2015_2040_pct,Contrib_2040_2050_pct,Contrib_2015_2050_pct
India,Buildings - Residential and Commercial,REMIndia SSP2-NPi-CCimp,Energy Efficiency,,,,-68.56022122213089,-2.8627549370527006,-71.42297615918359,-66.6290449823621,-34.8419616505123,-64.27854449558797
India,Buildings - Residential and Commercial,REMIndia SSP2-NPi-CCimp,Supply Side Decarbonation,,,,-15.284445903895124,-46.159552709549516,-61.44399861344464,-14.8539198898089,-561.7977789488023,-55.297762866373
Japan,Buildings - Residential and Commercial,REMIND SDP_EI-1p5C-CCimp,Total,105.7944,16.1085,3.0656,-89.6859,-13.0429,-102.72879999999999,-100.0,-100.0,-100.0
Japan,Buildings - Residential and Commercial,REMIND SDP_EI-1p5C-CCimp,Population,,,,-5.762630246795532,-0.522826786691777,-6.285457033487309,-6.425346957320528,-4.008516408864417,-6.118495527532016
Japan,Buildings - Residential and Commercial,REMIND SDP_EI-1p5C-CCimp,Sufficiency,,,,6.76134229469442,0.181024840008098,6.9423671347025175,7.538913357277364,1.3879186377883599,6.757956030541113
Japan,Buildings - Residential and Commercial,REMIND SDP_EI-1p5C-CCimp,Energy Efficiency,,,,-27.70204490773227,-1.8151565841312784,-29.517201491863545,-30.88784848870588,-13.916817457247074,-28.73313179153611
Japan,Buildings - Residential and Commercial,REMIND SDP_EI-1p5C-CCimp,Supply Side Decarbonation,,,,-62.982567140166644,-10.88594146918504,-73.86850860935168,-70.22571791125097,-83.46258477167684,-71.90632871147301
Japan,Buildings - Residential and Commercial,REMIND SDP_MC-1p5C-CCimp,Total,105.7944,11.536,1.1677,-94.2584,-10.3683,-104.6267,-100.0,-100.0,-100.0
Japan,Buildings - Residential and Commercial,REMIND SDP_MC-1p5C-CCimp,Population,,,,-5.143945265747139,-0.30105545506708714,-5.445000720814226,-5.457280481895661,-2.9036144311708494,-5.204217203461665
Japan,Buildings - Residential and Commercial,REMIND SDP_MC-1p5C-CCimp,Sufficiency,,,,5.6509648133642765,0.04938006268996126,5.7003448760542375,5.9951843160548846,0.4762599721262045,5.448269778225097
Japan,Buildings - Residential and Commercial,REMIND SDP_MC-1p5C-CCimp,Energy Efficiency,,,,-28.514666115303957,-1.5153724154658745,-30.030038530769833,-30.251591492433523,-14.61543758828231,-28.70207942214543
Japan,Buildings - Residential and Commercial,REMIND SDP_MC-1p5C-CCimp,Supply Side Decarbonation,,,,-66.25075343231318,-8.601252192156998,-74.85200562447017,-70.2863123417257,-82.95720795267304,-71.54197315261798
Japan,Buildings - Residential and Commercial,REMIND SDP_RC-1p5C-CCimp,Total,105.7944,12.2672,0.9983,-93.5272,-11.2689,-104.7961,-100.0,-100.0,-100.0
Japan,Buildings - Residential and Commercial,REMIND SDP_RC-1p5C-CCimp,Population,,,,-5.249628224254802,-0.29874596432442263,-5.548374188579224,-5.612942784831367,-2.651065892184886,-5.294447206126206
Japan,Buildings - Residential and Commercial,REMIND SDP_RC-1p5C-CCimp,Sufficiency,,,,0.5762739487343495,-0.014822288539355782,0.5614516601949937,0.6161565285118655,-0.13153270096775888,0.5357562544741585
Japan,Buildings - Residential and Commercial,REMIND SDP_RC-1p5C-CCimp,Energy Efficiency,,,,-27.515925441103324,-1.5011466561965103,-29.017072097299835,-29.420238648332596,-13.321146307062005,-27.68907630846934
Japan,Buildings - Residential and Commercial,REMIND SDP_RC-1p5C-CCimp,Supply Side Decarbonation,,,,-61.33792028337625,-9.45418509093971,-70.79210537431595,-65.58297509534793,-83.89625509978534,-67.55223273987863
Japan,Buildings - Residential and Commercial,REMIND SSP1-1p5C,Total,105.7944,41.5877,12.7512,-64.2067,-28.836499999999997,-93.0432,-100.0,-100.0,-100.0
Japan,Buildings - Residential and Commercial,REMIND SSP1-1p5C,Population,,,,-8.316241925494982,-1.6222452071474514,-9.938487132642432,-12.952296139647393,-5.625666107701876,-10.68158353608048
Japan,Buildings - Residential and Commercial,REMIND SSP1-1p5C,Sufficiency,,,,9.622173360397118,0.49847650611623073,10.120649866513348,14.986244987512393,1.7286304028444186,10.877366499124436
Japan,Buildings - Residential and Commercial,REMIND SSP1-1p5C,Energy Efficiency,,,,-18.281731930308947,-1.6450758426327705,-19.926807772941718,-28.473246452954204,-5.704838807181075,-21.41672660972722
Japan,Buildings - Residential and Commercial,REMIND SSP1-1p5C,Supply Side Decarbonation,,,,-47.23089950459319,-26.06765545633602,-73.29855496092921,-73.56070239491079,-90.39812548796151,-78.77905635331675
Japan,Buildings - Residential and Commercial,REMIND SSP1-NPi,Total,105.7944,50.9922,33.3003,-54.8022,-17.691899999999997,-72.4941,-100.0,-100.0,-100.0
Japan,Buildings - Residential and Commercial,REMIND SSP1-NPi,Population,,,,-9.080928252554685,-2.7613010893370866,-11.842229341891771,-16.570371723315276,-15.60771363921957,-16.335438803836134
Japan,Buildings - Residential and Commercial,REMIND SSP1-NPi,Sufficiency,,,,10.506941320638468,0.8484806817632862,11.355422002401754,19.172480886968895,4.7958708887303585,15.663925757270942
Japan,Buildings - Residential and Commercial,REMIND SSP1-NPi,Energy Efficiency,,,,-27.508888321857626,-9.106112269131744,-36.61500059098937,-50.19668612183019,-51.4705162765545,-50.507559361367846
Japan,Buildings - Residential and Commercial,REMIND SSP1-NPi,Supply Side Decarbonation,,,,-28.719324746226203,-6.672967323294423,-35.39229206952063,-52.405423041823504,-37.717640972956126,-48.82092759206698
Japan,Buildings - Residential and Commercial,REMIND SSP2-1p5C-CCimp,Total,211.5888,80.3938,32.6992,-131.195,-47.6946,-178.8896,-100.0,-100.0,-100.0
Japan,Buildings - Residential and Commercial,REMIND SSP2-1p5C-CCimp,Population,,,,-16.014894468032644,-3.278027404588502,-19.292921872621147,-12.206939645590644,-6.87295292252897,-10.78482028727279
Japan,Buildings - Residential and Commercial,REMIND SSP2-1p5C-CCimp,Sufficiency,,,,17.73176793897835,1.6442832906573859,19.376051229635735,13.51558210219776,3.447525067109035,10.831289929451312
Japan,Buildings - Residential and Commercial,REMIND SSP2-1p5C-CCimp,Energy Efficiency,,,,-56.272641455453524,-3.19120848077669,-59.46384993623021,-42.89236743431802,-6.690921992797278,-33.24052931876991
Japan,Buildings - Residential and Commercial,REMIND SSP2-1p5C-CCimp,Supply Side Decarbonation,,,,-76.63923201549214,-42.86964740529222,-119.50887942078435,-58.416275022289064,-89.88365015178285,-66.80594032340859
Japan,Buildings - Residential and Commercial,REMIndia SSP2-NPi-CCimp,Total,105.7944,74.03999999999999,60.1298,-31.754400000000004,-13.910199999999989,-45.66459999999999,-100.0,-100.0,-100.0
Japan,Buildings - Residential and Commercial,REMIndia SSP2-NPi-CCimp,Population,,,,-10.510369264511995,-4.132831654143886,-14.643200918655882,-33.09893830307609,-29.71079965883948,-32.066854672231635
Japan,Buildings - Residential and Commercial,REMIndia SSP2-NPi-CCimp,Sufficiency,,,,11.63713124200135,2.0730595548092365,13.710190796810586,36.647303183185166,14.903161383799212,30.02367434908132
Japan,Buildings - Residential and Commercial,REMIndia SSP2-NPi-CCimp,Energy Efficiency,,,,-17.535096890772895,-5.992587255876352,-23.527684146649246,-55.22099895061123,-43.08052548400711,-51.52280792265616
Japan,Buildings - Residential and Commercial,REMIndia SSP2-NPi-CCimp,Supply Side Decarbonation,,,,-15.346065086716498,-5.857840644788996,-21.203905731505493,-48.327365929497944,-42.11183624095269,-46.43401175419361
Latin America and Caribbean,Buildings - Residential and Commercial,REMIND SDP_EI-1p5C-CCimp,Total,133.1766,53.92659999999999,42.0669,-79.25000000000001,-11.859699999999997,-91.1097,-100.0,-100.0,-100.0
Latin America and Caribbean,Buildings - Residential and Commercial,REMIND SDP_EI-1p5C-CCimp,Population,,,,12.008509355329995,0.3590152088579067,12.367524564187901,15.152693192845417,3.027186259837153,13.574322563006906
Latin America and Caribbean,Buildings - Residential and Commercial,REMIND SDP_EI-1p5C-CCimp,Sufficiency,,,,34.15238257628133,4.467307383547984,38.619689959829316,43.09448905524458,37.66796279457309,42.38812108900514
Latin America and Caribbean,Buildings - Residential and Commercial,REMIND SDP_EI-1p5C-CCimp,Energy Efficiency,,,,-10.98428676146035,-1.3308587978297337,-12.315145559290084,-13.860298752631353,-11.221690243680145,-13.516832520895234
Latin America and Caribbean,Buildings - Residential and Commercial,REMIND SDP_EI-1p5C-CCimp,Supply Side Decarbonation,,,,-114.42660517015096,-15.35516379457617,-129.78176896472712,-144.38688349545862,-129.47345881073025,-142.4456111311168
Latin America and Caribbean,Buildings - Residential and Commercial,REMIND SDP_MC-1p5C-CCimp,Total,133.1766,42.1694,23.827,-91.00720000000001,-18.3424,-109.34960000000001,-100.0,-100.0,-100.0
Latin America and Caribbean,Buildings - Residential and Commercial,REMIND SDP_MC-1p5C-CCimp,Population,,,,10.840974955691905,0.24156846016742434,11.08254341585933,11.912216786904667,1.3169948325596668,10.134964751457098
Latin America and Caribbean,Buildings - Residential and Commercial,REMIND SDP_MC-1p5C-CCimp,Sufficiency,,,,28.705898109437484,2.849401851478694,31.55529996091618,31.54244731124293,15.534509396146055,28.8572614448669
Latin America and Caribbean,Buildings - Residential and Commercial,REMIND SDP_MC-1p5C-CCimp,Energy Efficiency,,,,-19.549658428289366,-4.268631512359789,-23.818289940649155,-21.481441499452092,-23.271935582910576,-21.781780583238668
Latin America and Caribbean,Buildings - Residential and Commercial,REMIND SDP_MC-1p5C-CCimp,Supply Side Decarbonation,,,,-111.00441463684001,-17.164738799286333,-128.16915343612635,-121.97322259869547,-93.57956864579516,-117.21044561308531
Latin America and Caribbean,Buildings - Residential and Commercial,REMIND SDP_RC-1p5C-CCimp,Total,133.1766,49.620999999999995,15.2732,-83.55560000000001,-34.34779999999999,-117.9034,-100.0,-100.0,-100.0
Latin America and Caribbean,Buildings - Residential and Commercial,REMIND SDP_RC-1p5C-CCimp,Population,,,,11.59381880042375,0.21916093768289097,11.812979738106641,13.87557363052117,0.638063974062068,10.01920193828731
Latin America and Caribbean,Buildings - Residential and Commercial,REMIND SDP_RC-1p5C-CCimp,Sufficiency,,,,28.633862551003578,1.8079919651260956,30.441854516129673,34.269232165173335,5.263778073489703,25.81931862535743
Latin America and Caribbean,Buildings - Residential and Commercial,REMIND SDP_RC-1p5C-CCimp,Energy Efficiency,,,,-20.718444644844418,-6.516794446145275,-27.235239090989694,-24.795997688777792,-18.972960265709236,-23.09962146213739
Latin America and Caribbean,Buildings - Residential and Commercial,REMIND SDP_RC-1p5C-CCimp,Supply Side Decarbonation,,,,-103.06483670658295,-29.858158456663688,-132.92299516324664,-123.34880810691675,-86.92888178184249,-112.73889910150736
Latin America and Caribbean,Buildings - Residential and Commercial,REMIND SSP1-1p5C,Total,133.1766,74.6669,36.3707,-58.50970000000001,-38.2962,-96.80590000000001,-100.0,-100.0,-100.0
Latin America and Caribbean,Buildings - Residential and Commercial,REMIND SSP1-1p5C,Population,,,,13.851709500067509,0.40030141917553863,14.252010919243048,23.67421043018082,1.0452771271706818,14.722254448585309
Latin America and Caribbean,Buildings - Residential and Commercial,REMIND SSP1-1p5C,Sufficiency,,,,32.771538060820305,5.165361295145208,37.936899355965515,56.0104359803935,13.487921243217885,39.18862316859356
Latin America and Caribbean,Buildings - Residential and Commercial,REMIND SSP1-1p5C,Energy Efficiency,,,,34.35732036838257,4.078929846957352,38.43625021533992,58.72072556923478,10.651004138680474,39.70445005453171
Latin America and Caribbean,Buildings - Residential and Commercial,REMIND SSP1-1p5C,Supply Side Decarbonation,,,,-139.49026792927037,-47.940792561278094,-187.43106049054848,-238.40537197980908,-125.18420250906902,-193.61532767171056
Latin America and Caribbean,Buildings - Residential and Commercial,REMIND SSP1-NPi,Total,133.1766,114.6699,139.5958,-18.50670000000001,24.9259,6.419199999999989,-100.0,100.0,100.0
Latin America and Caribbean,Buildings - Residential and Commercial,REMIND SSP1-NPi,Population,,,,16.944432375412298,0.9527658727725592,17.897198248184857,91.55836737728654,3.8223930641323256,278.80730072571174
Latin America and Caribbean,Buildings - Residential and Commercial,REMIND SSP1-NPi,Sufficiency,,,,40.08856166866,12.294185648131604,52.3827473167916,216.61647764679807,49.32293577416103,816.0323298353641
Latin America and Caribbean,Buildings - Residential and Commercial,REMIND SSP1-NPi,Energy Efficiency,,,,-18.416964040558614,0.45045235328182787,-17.966511687276785,-99.51511636628143,1.807165852714758,-279.8870838621139
Latin America and Caribbean,Buildings - Residential and Commercial,REMIND SSP1-NPi,Supply Side Decarbonation,,,,-57.122730003513745,11.228496125814099,-45.89423387769965,-308.6597286578035,45.04750530899225,-714.9525466989613
Latin America and Caribbean,Buildings - Residential and Commercial,REMIND SSP2-1p5C-CCimp,Total,266.3532,156.9882,132.5258,-109.36500000000001,-24.462400000000002,-133.8274,-100.0,-100.0,-100.0
Latin America and Caribbean,Buildings - Residential and Commercial,REMIND SSP2-1p5C-CCimp,Population,,,,32.80808456046248,3.0208530186357314,35.828937579098216,29.9987057655214,12.348964200715102,26.7724976941181
Latin America and Caribbean,Buildings - Residential and Commercial,REMIND SSP2-1p5C-CCimp,Sufficiency,,,,53.425744650197004,15.256977640064235,68.68272229026124,48.850861473229095,62.36909559186439,51.32186853384376
Latin America and Caribbean,Buildings - Residential and Commercial,REMIND SSP2-1p5C-CCimp,Energy Efficiency,,,,-40.53635581397307,16.70119974513401,-23.83515606883906,-37.06519984819007,68.27294028849992,-17.81037072291553
Latin America and Caribbean,Buildings - Residential and Commercial,REMIND SSP2-1p5C-CCimp,Supply Side Decarbonation,,,,-155.06247339668633,-59.44143040383406,-214.5039038005204,-141.78436739056036,-242.99100008107976,-160.28399550504633
Latin America and Caribbean,Buildings - Residential and Commercial,REMIndia SSP2-NPi-CCimp,Total,133.1766,149.758,176.0174,16.581400000000002,26.2594,42.8408,100.0,100.0,100.0
Latin America and Caribbean,Buildings - Residential and Commercial,REMIndia SSP2-NPi-CCimp,Population,,,,22.40944057689489,3.3999443720420652,25.809384948936955,135.14806094114422,12.947532586586386,60.24487159188659
Latin America and Caribbean,Buildings - Residential and Commercial,REMIndia SSP2-NPi-CCimp,Sufficiency,,,,36.49225689505089,17.17159853250149,53.663855427552384,220.07946792822614,65.39219682285768,125.26342978551376
Latin America and Caribbean,Buildings - Residential and Commercial,REMIndia SSP2-NPi-CCimp,Energy Efficiency,,,,-11.166096672816389,19.294541611192553,8.128444938376164,-67.34109708960875,73.47670400387119,18.973606791600915
Latin America and Caribbean,Buildings - Residential and Commercial,REMIndia SSP2-NPi-CCimp,Supply Side Decarbonation,,,,-31.154200799129427,-13.60668451573607,-44.7608853148655,-187.8864317797618,-51.816433413315124,-104.48190816900127
Middle East and Africa,Buildings - Residential and Commercial,REMIND SDP_EI-1p5C-CCimp,Total,204.5975,171.8004,43.3456,-32.7971,-128.4548,-161.2519,-100.0,-100.0,-100.0
Middle East and Africa,Buildings - Residential and Commercial,REMIND SDP_EI-1p5C-CCimp,Population,,,,56.1817384120171,5.064402080716541,61.24614049273364,171.3009333508667,3.9425557322237403,37.98165509537167
Middle East and Africa,Buildings - Residential and Commercial,REMIND SDP_EI-1p5C-CCimp,Sufficiency,,,,72.06574099693134,12.311027600396235,84.37676859732757,219.73205251967806,9.583937385287458,52.3260616447481
Middle East and Africa,Buildings - Residential and Commercial,REMIND SDP_EI-1p5C-CCimp,Energy Efficiency,,,,-44.814438746539395,-31.444251580371624,-76.25869032691102,-136.6414675277369,-24.478845150489995,-47.29165382045794
Middle East and Africa,Buildings - Residential and Commercial,REMIND SDP_EI-1p5C-CCimp,Supply Side Decarbonation,,,,-116.23014066240897,-114.38597810074118,-230.61611876315015,-354.3915183428077,-89.04764796702122,-143.0160629196618
Middle East and Africa,Buildings - Residential and Commercial,REMIND SDP_MC-1p5C-CCimp,Total,204.5975,172.8544,52.8591,-31.7431,-119.9953,-151.7384,-100.0,-100.0,-100.0
Middle East and Africa,Buildings - Residential and Commercial,REMIND SDP_MC-1p5C-CCimp,Population,,,,56.3488853641449,5.498752200082672,61.84763756422757,177.51538244262503,4.582472980260619,40.759384285208995
Middle East and Africa,Buildings - Residential and Commercial,REMIND SDP_MC-1p5C-CCimp,Sufficiency,,,,61.699883124159406,12.106809344085061,73.80669246824446,194.37258214906362,10.089402955019956,48.640747805594664
Middle East and Africa,Buildings - Residential and Commercial,REMIND SDP_MC-1p5C-CCimp,Energy Efficiency,,,,-47.394722538627406,-36.891736557586,-84.2864590962134,-149.30716451331912,-30.744317950441392,-55.54721751133095
Middle East and Africa,Buildings - Residential and Commercial,REMIND SDP_MC-1p5C-CCimp,Supply Side Decarbonation,,,,-102.3971459496768,-100.70912498658174,-203.10627093625854,-322.5808000783692,-83.9275579848392,-133.85291457947264
Middle East and Africa,Buildings - Residential and Commercial,REMIND SDP_RC-1p5C-CCimp,Total,204.5975,173.6327,45.7328,-30.964799999999997,-127.8999,-158.8647,-100.0,-100.0,-100.0
Middle East and Africa,Buildings - Residential and Commercial,REMIND SDP_RC-1p5C-CCimp,Population,,,,56.47208666129405,5.20505623201261,61.67714289330666,182.37510547878253,4.0696327612551775,38.82369267263694
Middle East and Africa,Buildings - Residential and Commercial,REMIND SDP_RC-1p5C-CCimp,Sufficiency,,,,57.744761491927136,10.2879857380857,68.03274723001283,186.4851750759803,8.043779344695109,42.824332422503446
Middle East and Africa,Buildings - Residential and Commercial,REMIND SDP_RC-1p5C-CCimp,Energy Efficiency,,,,-46.47580452715763,-42.36157050954745,-88.83737503670508,-150.09237756148153,-33.12087852261608,-55.92014779665029
Middle East and Africa,Buildings - Residential and Commercial,REMIND SDP_RC-1p5C-CCimp,Supply Side Decarbonation,,,,-98.70584362606354,-101.03137146055084,-199.73721508661438,-318.7679029932812,-78.9925335833342,-125.72787729849009
Middle East and Africa,Buildings - Residential and Commercial,REMIND SSP1-1p5C,Total,204.5975,147.5852,38.5405,-57.01230000000001,-109.04469999999998,-166.057,-100.0,-100.0,-100.0
Middle East and Africa,Buildings - Residential and Commercial,REMIND SSP1-1p5C,Population,,,,52.23736271491047,4.409395562195432,56.6467582771059,91.62472434002919,4.043658758468255,34.11283973401055
Middle East and Africa,Buildings - Residential and Commercial,REMIND SSP1-1p5C,Sufficiency,,,,50.94280271342675,9.889300371305643,60.832103084732395,89.35405642892277,9.069033498469569,36.6332663391079
Middle East and Africa,Buildings - Residential and Commercial,REMIND SSP1-1p5C,Energy Efficiency,,,,6.892042214074382,-0.016182143795074648,6.875860070279308,12.08869351714346,-0.014839917753980386,4.140662585906832
Middle East and Africa,Buildings - Residential and Commercial,REMIND SSP1-1p5C,Supply Side Decarbonation,,,,-167.0845076424115,-123.32721378970598,-290.4117214321175,-293.0674742860952,-113.09785233918383,-174.88676865902522
Middle East and Africa,Buildings - Residential and Commercial,REMIND SSP1-NPi,Total,204.5975,283.2657,264.6707,78.66819999999998,-18.59499999999997,60.073200000000014,100.0,-100.0,100.0
Middle East and Africa,Buildings - Residential and Commercial,REMIND SSP1-NPi,Population,,,,72.3671623339913,14.869129502222604,87.23629183621391,91.99036247682204,79.96305190762371,145.2166554074261
Middle East and Africa,Buildings - Residential and Commercial,REMIND SSP1-NPi,Sufficiency,,,,70.57374036723257,33.34817342495533,103.9219137921879,89.71063322566499,179.33946450634784,172.99213924376906
Middle East and Africa,Buildings - Residential and Commercial,REMIND SSP1-NPi,Energy Efficiency,,,,-33.575897781663556,-47.30261562594334,-80.8785134076069,-42.68039408765367,-254.38352044067446,-134.63326975690805
Middle East and Africa,Buildings - Residential and Commercial,REMIND SSP1-NPi,Supply Side Decarbonation,,,,-30.696804919560144,-19.509687301234777,-50.20649222079492,-39.020601614833126,-104.91899597329824,-83.57552489428716
Middle East and Africa,Buildings - Residential and Commercial,REMIND SSP2-1p5C-CCimp,Total,409.195,262.6168,85.2658,-146.57819999999998,-177.351,-323.9292,-100.0,-100.0,-100.0
Middle East and Africa,Buildings - Residential and Commercial,REMIND SSP2-1p5C-CCimp,Population,,,,111.52201174842814,12.513943631470719,124.03595537989887,76.08362754381494,7.056032179954282,38.29106958554489
Middle East and Africa,Buildings - Residential and Commercial,REMIND SSP2-1p5C-CCimp,Sufficiency,,,,72.96350834098317,16.102925150972183,89.06643349195535,49.777871703284106,9.079692333830755,27.495648274979644
Middle East and Africa,Buildings - Residential and Commercial,REMIND SSP2-1p5C-CCimp,Energy Efficiency,,,,-154.1818435117171,3.8905491337525606,-150.29129437796453,-105.18743135863117,2.1937001391323196,-46.3963404280826
Middle East and Africa,Buildings - Residential and Commercial,REMIND SSP2-1p5C-CCimp,Supply Side Decarbonation,,,,-176.88187657769407,-209.85841791619535,-386.74029449388945,-120.67406788846779,-118.3294246529173,-119.39037743244188
Middle East and Africa,Buildings - Residential and Commercial,REMIndia SSP2-NPi-CCimp,Total,204.5975,363.1338,444.5402,158.5363,81.40640000000002,239.94270000000003,100.0,100.0,100.0
Middle East and Africa,Buildings - Residential and Commercial,REMIndia SSP2-NPi-CCimp,Population,,,,93.24046623592099,31.945677485948387,125.18614372186937,58.81332302817776,39.242218653506825,52.17334960466368
Middle East and Africa,Buildings - Residential and Commercial,REMIndia SSP2-NPi-CCimp,Sufficiency,,,,61.00276913286285,41.107653079053094,102.11042221191595,38.478739022459116,50.49683204152632,42.55616954044275
Middle East and Africa,Buildings - Residential and Commercial,REMIndia SSP2-NPi-CCimp,Energy Efficiency,,,,4.218300425843549,-9.08711307763233,-4.86881265178878,2.6607789041648813,-11.162651926178196,-2.0291563993356663
Middle East and Africa,Buildings - Residential and Commercial,REMIndia SSP2-NPi-CCimp,Supply Side Decarbonation,,,,0.0747642053727095,17.440182512630937,17.514946718003646,0.04715904519829812,21.423601231145135,7.2996372542292995
Non-EU Europe,Buildings - Residential and Commercial,REMIND SDP_EI-1p5C-CCimp,Total,71.82039999999999,24.5254,4.5895,-47.29499999999999,-19.9359,-67.23089999999999,-100.0,-100.0,-100.0
Non-EU Europe,Buildings - Residential and Commercial,REMIND SDP_EI-1p5C-CCimp,Population,,,,4.582430019346267,0.06441879309620248,4.64684881244247,9.689036936983335,0.3231295958356657,6.911775407502311
Non-EU Europe,Buildings - Residential and Commercial,REMIND SDP_EI-1p5C-CCimp,Sufficiency,,,,9.720947194866842,0.48914940651755634,10.210096601384398,20.553858113683994,2.453610855379272,15.186613002926332
Non-EU Europe,Buildings - Residential and Commercial,REMIND SDP_EI-1p5C-CCimp,Energy Efficiency,,,,-15.639361252453812,-2.904661772156686,-18.544023024610496,-33.06768422127882,-14.570005729145342,-27.58258929243919
Non-EU Europe,Buildings - Residential and Commercial,REMIND SDP_EI-1p5C-CCimp,Supply Side Decarbonation,,,,-45.95901596175929,-17.584806427457075,-63.543822389216366,-97.17521082938852,-88.2067347220696,-94.51579911798946
Non-EU Europe,Buildings - Residential and Commercial,REMIND SDP_MC-1p5C-CCimp,Total,71.82039999999999,18.5956,3.1931,-53.22479999999999,-15.402500000000002,-68.62729999999999,-100.0,-100.0,-100.0
Non-EU Europe,Buildings - Residential and Commercial,REMIND SDP_MC-1p5C-CCimp,Population,,,,4.100633519202892,0.047340913241102296,4.147974432443995,7.70436623379119,0.30735863165786265,6.044204613097113
Non-EU Europe,Buildings - Residential and Commercial,REMIND SDP_MC-1p5C-CCimp,Sufficiency,,,,6.893709606761015,0.2791276171697471,7.172837223930762,12.952062960802138,1.8122228025953389,10.451871520416457
Non-EU Europe,Buildings - Residential and Commercial,REMIND SDP_MC-1p5C-CCimp,Energy Efficiency,,,,-17.477320122878254,-2.350185464449753,-19.827505587328005,-32.83679811455986,-15.258467550396057,-28.891571702992845
Non-EU Europe,Buildings - Residential and Commercial,REMIND SDP_MC-1p5C-CCimp,Supply Side Decarbonation,,,,-46.741823003085635,-13.378783065961098,-60.12060606904673,-87.81963108003346,-86.86111388385714,-87.6045044305207
Non-EU Europe,Buildings - Residential and Commercial,REMIND SDP_RC-1p5C-CCimp,Total,71.82039999999999,20.0488,2.8128,-51.77159999999999,-17.236,-69.0076,-100.0,-100.0,-100.0
Non-EU Europe,Buildings - Residential and Commercial,REMIND SDP_RC-1p5C-CCimp,Population,,,,4.223881478556694,0.047526103289295824,4.27140758184599,8.158684449691906,0.2757374291558124,6.189763999684079
Non-EU Europe,Buildings - Residential and Commercial,REMIND SDP_RC-1p5C-CCimp,Sufficiency,,,,5.548545997457853,0.10877473162736967,5.657320729085223,10.7173546837607,0.6310903436259553,8.19811256888404
Non-EU Europe,Buildings - Residential and Commercial,REMIND SDP_RC-1p5C-CCimp,Energy Efficiency,,,,-16.14736661684567,-3.1127888434637603,-19.26015546030943,-31.189622528269695,-18.05980995279508,-27.910194616693566
Non-EU Europe,Buildings - Residential and Commercial,REMIND SDP_RC-1p5C-CCimp,Supply Side Decarbonation,,,,-45.39666085916886,-14.279511991452909,-59.67617285062177,-87.6864166051829,-82.8470178199867,-86.47768195187453
Non-EU Europe,Buildings - Residential and Commercial,REMIND SSP1-1p5C,Total,71.82039999999999,30.7684,6.0871,-41.05199999999999,-24.6813,-65.73329999999999,-100.0,-100.0,-100.0
Non-EU Europe,Buildings - Residential and Commercial,REMIND SSP1-1p5C,Population,,,,5.041650690256596,0.08249031180273307,5.1241410020593285,12.28113292959319,0.3342219080953316,7.795350305034631
Non-EU Europe,Buildings - Residential and Commercial,REMIND SSP1-1p5C,Sufficiency,,,,10.257146138626366,0.5971972742890848,10.854343412915451,24.98574037471102,2.4196345990247057,16.512701192417623
Non-EU Europe,Buildings - Residential and Commercial,REMIND SSP1-1p5C,Energy Efficiency,,,,5.7817993191667325,-0.1265011126896388,5.655298206477093,14.084086814690474,-0.5125382888650063,8.603399200218298
Non-EU Europe,Buildings - Residential and Commercial,REMIND SSP1-1p5C,Supply Side Decarbonation,,,,-62.132596148049686,-25.23448647340218,-87.36708262145186,-151.3509601189947,-102.24131821825502,-132.91145069767055
Non-EU Europe,Buildings - Residential and Commercial,REMIND SSP1-NPi,Total,71.82039999999999,56.8611,48.4315,-14.959299999999992,-8.4296,-23.388899999999992,-100.0,-100.0,-100.0
Non-EU Europe,Buildings - Residential and Commercial,REMIND SSP1-NPi,Population,,,,6.667894863562268,0.2844933731410979,6.952388236703366,44.573575391644475,3.3749332488030026,29.725161237610013
Non-EU Europe,Buildings - Residential and Commercial,REMIND SSP1-NPi,Sufficiency,,,,13.5657101720138,2.0596196484196354,15.625329820433436,90.68412407006883,24.43318364358493,66.80660407472536
Non-EU Europe,Buildings - Residential and Commercial,REMIND SSP1-NPi,Energy Efficiency,,,,-12.841095694160739,-7.759760104369262,-20.60085579853,-85.84021775190514,-92.0537167169173,-88.07962665422488
Non-EU Europe,Buildings - Residential and Commercial,REMIND SSP1-NPi,Supply Side Decarbonation,,,,-22.35180934141529,-3.013952917191485,-25.365762258606775,-149.41748170980796,-35.75440017547078,-108.45213865811041
Non-EU Europe,Buildings - Residential and Commercial,REMIND SSP2-1p5C-CCimp,Total,143.64079999999998,61.0318,10.3786,-82.60899999999998,-50.6532,-133.26219999999998,-100.0,-100.0,-100.0
Non-EU Europe,Buildings - Residential and Commercial,REMIND SSP2-1p5C-CCimp,Population,,,,11.41991713303884,0.36577988362787917,11.78569701666672,13.824059282933874,0.7221259143111969,8.843991031715461
Non-EU Europe,Buildings - Residential and Commercial,REMIND SSP2-1p5C-CCimp,Sufficiency,,,,19.668927169319037,1.6229124093029375,21.291839578621975,23.809666221984337,3.203968178324247,15.97740362880245
Non-EU Europe,Buildings - Residential and Commercial,REMIND SSP2-1p5C-CCimp,Energy Efficiency,,,,-22.330614642452996,-3.116278365622111,-25.446893008075108,-27.031697081980173,-6.15218459173776,-19.0953571290847
